0,5d7ff4aa50fda7001a863736,painting,0.0001,7.714716746555538,0.0
1,5d7ff4aa50fda7001a863736,hiking,0.0001,6.601631022316016,1.4
2,5d7ff4aa50fda7001a863736,soccer,0.0001,6.7350209195725474,1.6
3,5d7ff4aa50fda7001a863736,reading,0.0001,8.33151751916652,1.8
4,5d7ff4aa50fda7001a863736,roller skating,0.269321389153569,5.2721666251407875,1.8
5,5d7ff4aa50fda7001a863736,skateboarding,0.757310788093462,5.285307461570708,1.8
6,5d7ff4aa50fda7001a863736,knitting,0.0001,6.743197101286425,2.0
7,5d7ff4aa50fda7001a863736,football,0.0001,7.318039761319612,2.09999999999999
8,5d7ff4aa50fda7001a863736,baking,0.0001,7.098062489801911,2.1
9,5d7ff4aa50fda7001a863736,dancing,0.0001,7.386941737973041,2.3
10,5d7ff4aa50fda7001a863736,surfing,0.0001,6.176042325787428,2.5
11,5d7ff4aa50fda7001a863736,crocheting,0.0001,5.311777164036904,2.8
12,5d7ff4aa50fda7001a863736,video games,0.0001,6.184594910207822,3.1
13,5d7ff4aa50fda7001a863736,drawing,0.0001,7.941434326096744,3.6
14,5d7ff4aa50fda7001a863736,skating,0.0001,6.509726049165813,3.7
15,5d7ff4aa50fda7001a863736,journaling,0.0001,5.466606668835856,3.8
16,5d7ff4aa50fda7001a863736,i'm,0.0001,8.364983489192282,4.1
17,5d7ff4aa50fda7001a863736,gardening,0.0001,6.8631605345351785,4.10000000000001
18,5d7ff4aa50fda7001a863736,watching,0.0001,7.657281350022744,4.60000000000001
19,5d7ff4aa50fda7001a863736,volleyball,0.0001,6.211862961206843,5.3
20,5d7ff4aa50fda7001a863736,running,0.0001,8.091638029454867,5.7
21,5d7ff4aa50fda7001a863736,sewing,0.0001,7.062475710082938,6.09999999999999
22,5d7ff4aa50fda7001a863736,playing an instrument ,0.0001,4.639705573417183,7.0
23,5d7ff4aa50fda7001a863736,cycling,0.3663466851842616,6.753149160493004,7.0
24,5d7ff4aa50fda7001a863736,cooking,0.0001,7.442814391796466,7.2
25,5d7ff4aa50fda7001a863736,writing,0.0001,8.29420327936938,7.40000000000001
26,5d7ff4aa50fda7001a863736,basketball,0.0001,6.944456120153143,7.6
27,5d7ff4aa50fda7001a863736,martial arts,0.0001,6.051629791014112,8.2
28,5d7ff4aa50fda7001a863736,singing,0.0001,7.509436427079525,9.40000000000001
29,5d7ff4aa50fda7001a863736,fishing,0.0001,7.761591280097002,10.3
30,5d7ff4aa50fda7001a863736,swimming,0.0001,7.308168630480959,12.2
31,5d7ff4aa50fda7001a863736,hunting,0.0001,7.5673475193773,13.6
32,5f5aa60bef062519ff711fe6,knitting,0.0001,6.743197101286425,0.0
33,5f5aa60bef062519ff711fe6,football,0.0001,7.318039761319612,2.09999999999999
34,5f5aa60bef062519ff711fe6,basketball,0.0001,6.944456120153143,2.2
35,5f5aa60bef062519ff711fe6,soccer,0.7460275549314516,6.7350209195725474,2.2
36,5f5aa60bef062519ff711fe6,baseball,0.0001,7.190414738543353,2.5
37,5f5aa60bef062519ff711fe6,racing,0.0001,7.167984394856833,3.4
38,5f5aa60bef062519ff711fe6,hockey,0.0001,6.6756284200674765,3.5
39,5f5aa60bef062519ff711fe6,swimming,0.0001,7.308168630480959,3.8
40,5f5aa60bef062519ff711fe6,climbing,0.0001,7.120043702590287,4.0
41,5f5aa60bef062519ff711fe6,crocheting,0.0001,5.311777164036904,4.1
42,5f5aa60bef062519ff711fe6,drawing,0.0001,7.941434326096744,4.2
43,5f5aa60bef062519ff711fe6,hiking,0.0001,6.601631022316016,4.3
44,5f5aa60bef062519ff711fe6,gaming,0.0001,6.804288307780528,4.4
