acrobatic gymnastics,2.94546858513182,882.0
aerobic gymnastics,2.3944516808262164,248.0
aikido,5.166264298341469,146644.0
archery,6.226123337473424,1683152.0
artistic gymnastics,3.8767372971406644,7529.0
badminton,5.940726110912111,872421.0
baseball,7.190414738543353,15502964.0
basketball,6.944456120153143,8799462.0
beach polo,3.6255182289716377,4222.0
biathlon,4.63064140997085,42721.0
bmx,4.924646213253953,84071.0
bobsledding,4.314035845679718,20608.0
bodybuilding,5.309719571792628,204042.0
bouldering,4.509027693701782,32287.0
boxing,6.682461337048081,4813504.0
brazilian jiu-jitsu (bjj),0.0001,1.0
calisthenics,5.579884158432227,380088.0
canoe polo,3.1142772965615864,1301.0
canoeing,5.9121795286747725,816920.0
capoeira,5.078916969845636,119927.0
climbing,7.120043702590287,13183894.0
cricket,6.8196519693066024,6601642.0
cross-country skiing,5.375638012689486,237486.0
crossfit,4.3265201921035406,21209.0
curling,6.513650879030043,3263254.0
cycling,6.753149160493004,5664338.0
decathlon,5.077215239389499,119458.0
discus throw,4.418152080563105,26191.0
dressage,5.424933879441415,266032.0
equestrian,6.256051124038144,1803230.0
eventing,4.7206801443421424,52563.0
fencing,6.744230142816377,5549197.0
figure skating,5.344062005725904,220832.0
fishing,7.761591280097002,57755225.0
football,7.318039761319612,20798871.0
freestyle skiing,3.913336925932623,8191.0
freestyle wrestling,3.8658735282078145,7343.0
functional training,4.6375697764175206,43408.0
golf,7.255528422155882,18010610.0
grappling,6.139345331621048,1378305.0
greco-roman wrestling,3.8836046609222925,7649.0
gymkhana,5.055703166121532,113685.0
gymnastics,6.405314423072181,2542813.0
hammer throw,4.397905263723669,24998.0
heptathlon,4.198272098469347,15786.0
high jump,5.356559309876102,227279.0
hockey,6.6756284200674765,4738364.0
horse racing,6.006535780492617,1015163.0
horseback riding,5.8804923241409135,759438.0
horseball,3.0269416279590295,1064.0
ice archery,0.0001,1.0
ice baseball,2.012837224705172,103.0
ice basketball,1.8260748027008264,67.0
ice biking,0.0001,1.0
ice boating,3.9519200735202937,8952.0
ice bouldering,0.0001,1.0
ice carving,3.8869980456710995,7709.0
ice climbing,4.492383185039624,31073.0
ice cross downhill,0.0001,1.0
ice dancing,4.201205883391792,15893.0
ice diving,3.625209525381881,4219.0
ice fishing,5.126910294600161,133940.0
ice fishing derby,2.9041743682841634,802.0
ice go karting,0.0001,1.0
ice hockey,5.615605002780922,412672.0
ice rescue,3.6379897807846855,4345.0
ice rowing,0.0001,1.0
ice rugby,0.0001,1.0
ice sailing,3.2931414834509307,1964.0
ice sculpting,3.312811826212088,2055.0
ice skating,5.49483195465385,312487.0
ice skating race,2.247973266361807,177.0
ice soccer,1.806179973983887,64.0
ice speedway,2.2695129442179165,186.0
ice stock sport,0.0001,1.0
ice swimming,3.1058506743851435,1276.0
ice volleyball,0.0001,1.0
ice wall climbing,0.0001,1.0
ice yachting,3.6434526764861874,4400.0
javelin throw,4.421340638300443,26384.0
judo,5.7159106285706445,519889.0
jujutsu,4.279621322484056,19038.0
karate,5.906509048030309,806323.0
kayaking,5.610076453903049,407452.0
kendo,4.921962048006253,83553.0
kickboxing,4.793210472895105,62117.0
kung fu,5.3964033652493715,249117.0
long jump,5.248703836594359,177298.0
luge,4.9908270505674786,97910.0
marathon,6.60178858105978,3997501.0
mixed martial arts (mma),0.0001,1.0
mountaineering,5.939394437419627,869750.0
muay thai,4.360214613295352,22920.0
nordic skiing,4.4376871575378605,27396.0
parkour,4.482344679577799,30363.0
pato,5.168845015729268,147518.0
pentathlon,5.083882282337699,121306.0
pilates,5.348359389873872,223028.0
pole vault,4.971530968197576,93655.0
polo,6.592768150205764,3915328.0
powerlifting,4.526003086092814,33574.0
qi gong,4.645766031607479,44235.0
rafting,5.878438490289967,755855.0
rhythmic gymnastics,4.315235409617727,20665.0
rowing,6.447263800188986,2800682.0
rugby,6.576199403721575,3768768.0
sailing,7.207077990362092,16109349.0
sambo,5.602025246379593,399968.0
sanda,5.179146605371612,151059.0
savate,4.14050804303818,13820.0
shooting,7.3796955185510615,23971517.0
short track speed skating,3.2753113545418118,1885.0
shot put,4.9605563912273585,91318.0
show jumping,4.729990460239395,53702.0
skateboarding,5.285307461570708,192889.0
skeleton,7.048908982014219,11192033.0
ski jumping,4.600013995397365,39812.0
skiing,6.565582440328149,3677752.0
snow golf,2.877371345869774,754.0
snow polo,2.361727836017593,230.0
snow tubing,3.5764565324056203,3771.0
snowboarding,5.278947847142903,190085.0
snowmobiling,5.2800043947585555,190548.0
snowshoeing,5.0282254687156565,106715.0
soccer,6.7350209195725474,5432765.0
speed skating,4.870708155999565,74252.0
street workout,0.0001,1.0
sumo wrestling,4.361916618668643,23010.0
surfing,6.176042325787428,1499831.0
swimming,7.308168630480959,20331463.0
synchronized swimming,4.725339815909737,53130.0
table tennis,5.706214084175652,508410.0
taekwondo,4.926548224635619,84440.0
tai chi,5.521598296578944,332352.0
tennis,7.10966205704442,12872475.0
track and field,5.882145859371142,762335.0
trampoline gymnastics,2.57978359661681,380.0
triathlon,5.342529267296323,220054.0
tumbling,6.546368540646929,3518589.0
volleyball,6.211862961206843,1628782.0
water polo,5.3140484899390295,206086.0
weightlifting,5.292342478498878,196039.0
wheelchair archery,2.271841606536499,187.0
wheelchair badminton,0.0001,1.0
wheelchair basketball,4.4862745866273706,30639.0
wheelchair boating,0.0001,1.0
wheelchair bungee jumping,0.0001,1.0
wheelchair climbing,0.0001,1.0
wheelchair cricket,0.0001,1.0
wheelchair curling,2.7481880270062002,560.0
