acrobatic gymnastics,aerobic gymnastics,aikido,archery,artistic gymnastics,badminton,baseball,basketball,beach polo,biathlon,bmx,bobsledding,bodybuilding,bouldering,boxing,brazilian jiu-jitsu (bjj),calisthenics,canoe polo,canoeing,capoeira,climbing,cricket,cross-country skiing,crossfit,curling,cycling,decathlon,discus throw,dressage,equestrian,eventing,fencing,figure skating,fishing,football,freestyle skiing,freestyle wrestling,functional training,golf,grappling,greco-roman wrestling,gymkhana,gymnastics,hammer throw,heptathlon,high jump,hockey,horse racing,horseback riding,horseball,ice archery,ice baseball,ice basketball,ice biking,ice boating,ice bouldering,ice carving,ice climbing,ice cross downhill,ice dancing,ice diving,ice fishing,ice fishing derby,ice go karting,ice hockey,ice rescue,ice rowing,ice rugby,ice sailing,ice sculpting,ice skating,ice skating race,ice soccer,ice speedway,ice stock sport,ice swimming,ice volleyball,ice wall climbing,ice yachting,javelin throw,judo,jujutsu,karate,kayaking,kendo,kickboxing,kung fu,long jump,luge,marathon,mixed martial arts (mma),mountaineering,muay thai,nordic skiing,parkour,pato,pentathlon,pilates,pole vault,polo,powerlifting,qi gong,rafting,rhythmic gymnastics,rowing,rugby,sailing,sambo,sanda,savate,shooting,short track speed skating,shot put,show jumping,skateboarding,skeleton,ski jumping,skiing,snow golf,snow polo,snow tubing,snowboarding,snowmobiling,snowshoeing,soccer,speed skating,street workout,sumo wrestling,surfing,swimming,synchronized swimming,table tennis,taekwondo,tai chi,tennis,track and field,trampoline gymnastics,triathlon,tumbling,volleyball,water polo,weightlifting,wheelchair archery,wheelchair badminton,wheelchair basketball,wheelchair boating,wheelchair bungee jumping,wheelchair climbing,wheelchair cricket,wheelchair curling,wheelchair cycling,wheelchair dancing,wheelchair discus,wheelchair equestrian,wheelchair fencing,wheelchair fishing,wheelchair football,wheelchair handball,wheelchair hunting,wheelchair ice hockey,wheelchair javelin,wheelchair marathon,wheelchair parachuting,wheelchair racing,wheelchair rowing,wheelchair rugby,wheelchair rugby league,wheelchair shot put,wheelchair skating,wheelchair skiing,wheelchair skydiving,wheelchair sledding,wheelchair snowboarding,wheelchair softball,wheelchair surfing,wheelchair table tennis,wheelchair tennis,wheelchair track racing,wheelchair volleyball,wheelchair water skiing,wheelchair weightlifting,wrestling,yoga
-0.021483978,0.014563305,0.059175663,-0.029904092,-0.04600798,-0.041753773,-0.06511452,-0.03301823,-0.042816035,0.009777102,0.02209893,0.01978111,-0.00788266,-0.0068334774,-0.052371982,-0.0271771,-0.035145663,0.019081006,0.03606996,0.025252469,-0.010475573,-0.0486404,-0.031314746,0.0042831777,-0.017178286,-0.031457894,-0.043101903,-0.019542927,-0.017665526,-0.009576732,-0.033601027,0.05183921,-0.018167313,-0.06146113,-0.066999055,-0.0052743065,-0.020264786,0.023407442,-0.04744115,-0.04220779,0.0068432484,-0.016364232,-0.029863195,-0.01087186,-0.018378546,-0.054339666,-0.044500586,-0.012035893,-0.024587996,-0.056409314,0.01691596,-0.030497877,0.014060381,0.020674447,-0.008490346,0.021984702,0.03749721,0.015330862,0.051819924,0.006538542,0.009169113,-0.0013205493,0.039999146,0.0182166,-0.037421957,0.02683645,0.039504863,-0.028243529,0.037597325,-0.033547986,-2.4327239e-05,-0.0030804703,-0.016223922,0.0024746212,0.022803755,-0.007928379,0.014001077,0.040644236,0.018400988,-0.016561214,0.0077499016,0.0129149435,-0.009968903,0.020494526,0.030311624,-0.021569379,0.023972243,-0.045858305,0.01593847,-0.022407617,-0.04462621,0.008387403,-0.028822696,0.03785977,-0.017495135,0.011602621,0.006552802,-0.04073575,0.042149965,-0.016691288,0.010707186,0.008541934,0.0058503044,0.0031181832,0.0056740562,-0.039312772,-0.005984653,0.011340377,-0.021662097,0.05657764,-0.052356813,0.024334721,-0.063345276,-0.0503826,-0.036092747,-0.014722898,-0.00568411,-0.01916341,-0.01348908,-0.009725441,0.03570278,-0.009328854,-0.004798405,-0.0036355942,-0.050962016,0.026124641,-0.03376529,-0.016940631,-0.040548593,-0.04479918,-0.0214517,-0.045477763,-0.03475587,0.028940458,-0.047510017,-0.0745045,0.01484525,0.023483379,-0.026134862,-0.031210952,-0.019587277,0.01657876,-0.034264024,-0.05132902,-0.018751627,-0.05645143,-0.0031016953,-0.02599163,-0.051239084,-0.015221344,-0.025132312,-0.047701426,-0.033133518,-0.011401906,0.025961163,-0.0542245,-0.054618537,-0.060330868,-0.042215765,-0.043962575,-0.03856013,-0.034439877,-0.025054846,-0.03464507,-0.019446323,-0.052209884,-0.024730662,-0.04122833,-0.02542954,-0.02495963,-0.02875122,0.016851015,-0.02013036,-0.055444002,-0.053608768,-0.009381885,-0.028997913,-0.021988137,-0.051983967,-0.009251401,-0.011981677,-0.03777973,0.005501318
0.016084073,0.009084081,0.028393917,-0.02818544,0.020853922,0.032374725,-0.019199358,-0.028591761,0.05018685,-0.015233322,0.0148769375,-0.0010966735,-0.019755369,-0.011325946,0.031732075,0.03427058,-0.013362,0.024328489,0.052290574,0.023104861,-0.058812615,-0.017145699,0.00021159362,-0.0057462663,-0.02440013,0.0072438694,-0.03312801,0.031818338,-0.05616895,0.037821405,-0.03389087,0.009765869,-0.033136975,0.030832155,-0.0028631105,0.013716437,0.018687302,-0.027335439,-0.011592868,0.028217107,0.045613416,0.009015031,-0.027923483,0.035236266,-0.016158966,-0.009586766,-0.013482088,-0.035749834,0.04051525,0.027602216,-0.012500231,0.032817483,0.0027801704,0.01748335,0.03512744,-0.004650662,-0.011367052,-0.018278573,-0.031471077,0.021685153,0.015755149,0.0069504706,0.039041944,0.009042521,0.011932711,-0.026929708,-0.013777069,0.039439563,-0.046587978,0.008388156,0.011928808,0.010901264,0.049337566,0.010569236,0.05516089,0.017228412,0.02748325,0.008924419,0.03442161,0.0037646806,0.014686495,-0.02298342,0.0147284595,0.0044566547,-0.05822454,0.024346117,-0.021399407,-0.012806413,0.020917406,-0.050266422,0.042782493,-0.017777149,0.0016653081,0.0053059915,0.031905007,-0.034595504,-0.052193355,-0.0062235184,0.0059448034,0.0142614255,-0.03467502,-0.06704722,0.011909223,-0.012270678,-0.04750808,0.023158805,-0.060104124,0.07115057,0.013977875,-0.04678617,0.041679345,-0.026357522,0.040755786,0.027590346,0.0020049962,0.020152392,0.027411902,0.0259896,-0.050653633,-0.016310107,-0.009261043,-0.00991668,0.0046195746,-0.0039296686,0.030351805,-0.046196,-0.019123789,0.05468464,0.033502214,0.009798351,0.035327945,0.016522717,0.0009230875,-0.04029425,0.020971227,-0.0074137445,0.03913515,-0.05964861,-0.005667878,-0.014801917,0.012907423,-0.010564505,0.0070785037,0.0381451,0.03613737,0.04630361,0.025143001,0.019171555,0.032015044,0.03395726,0.030693179,0.0095100235,0.02993477,0.018551137,0.031505488,0.035121426,0.035521172,0.053562295,-0.009680382,0.01325749,0.026542742,-0.026135147,0.0049165995,-0.006687985,-0.014139946,0.038662273,-0.009033056,0.056443285,0.028520793,0.046460576,-0.02595482,0.052071422,0.04264324,0.04975586,0.029474584,0.041095886,0.029907934,0.026926057,0.027371837,0.052161384,0.009547364,0.022633472,0.005603112
-0.06049488,-0.04803992,-0.018179847,-0.010710879,0.009523446,-0.036984824,-0.05490686,0.05921562,-0.0075529097,-0.07100399,0.027040185,-0.006899429,-0.028219666,0.032082055,-0.06314496,0.062382266,0.012545555,-0.047235698,0.03961641,0.053005446,0.065553516,-0.059473857,-0.06979836,-0.0670771,-0.026961124,0.04957538,-0.051325906,-0.049752135,0.0026989947,-0.03991261,-0.009990195,-0.0063528833,-0.02129934,0.0032354132,-0.07912445,-0.05106957,0.06774996,-0.06925132,-0.04089102,0.015904574,0.0813846,-0.0036782902,-0.06284099,-0.033782106,-0.03857926,0.017660202,-0.06844986,-0.029527517,0.0065153535,0.04910976,-0.017040677,-0.06297137,-0.010137912,0.019525552,-0.011468531,0.027557533,0.02810866,0.044247363,0.008235987,0.05885955,-0.016130688,-0.033321258,-0.06768508,-0.043417007,-0.06822474,-0.0630661,-0.028654322,-0.064489946,0.030675054,-0.019798089,-0.0032717658,-0.04379917,-0.076813996,-0.043078266,-0.08151177,-0.030057127,-0.06969582,0.031002274,-0.041219447,-0.0639186,-0.05054562,-0.0035530902,-0.04004685,-0.009404502,0.0333286,-0.046487708,0.026653491,0.023423329,-0.058889028,-0.05296435,-0.028804734,0.057734862,0.016132178,-0.06866117,-0.04721538,0.022944119,0.029354127,0.06316595,-0.048681945,-0.0641778,-0.036723096,0.038821228,-0.008333644,-0.0473296,0.009383421,-0.062472563,0.0611092,-0.01600837,-0.019824035,-0.035751622,0.058341596,0.057976447,0.0069678575,-0.0025959087,0.04041244,0.053167634,-0.060173552,-0.05725885,-0.01093969,-0.05658729,0.050301608,-0.038050175,0.039424285,0.03675236,-0.06999893,0.020629805,-0.056214586,-0.056552846,0.058479376,0.0014384855,-0.027534554,-0.059650034,-0.022147214,0.011640487,-0.058975026,-0.028483618,-0.061846904,-0.033524416,0.035051707,-0.057586245,-0.0762332,0.020269716,0.048492163,0.037635237,0.073870525,0.0444705,0.017922675,0.074360825,-0.0011481813,-0.012013787,0.06455315,0.07342547,0.035469092,0.008808146,0.03291131,0.038328193,-0.031271767,-0.034652077,0.053266063,-0.03476743,0.041179683,0.025766335,0.04821357,0.036591385,0.05954463,-0.007885052,-0.028515063,0.048894107,0.05823156,-0.0066548693,0.0405279,0.047486253,-0.007859782,0.020471122,0.06907908,-0.028294118,0.00074925367,0.06342667,0.0018248807,-0.05506701,0.06341131,0.07546989,0.060402147
0.035991117,0.023962013,-0.024619382,0.012846878,0.034172002,0.00030995955,0.0057205716,-0.0012672893,-0.0044571934,0.0032444836,0.021152938,0.008883387,0.0061053536,-0.044579603,-0.015822014,-0.05696921,-0.017334558,0.060008913,0.035498887,-0.044886257,-0.005788335,-0.020942593,0.027305912,-0.016550742,0.05305959,0.031867668,-0.017603999,-0.0026371807,-0.017178193,0.0073180962,-0.02404051,0.0009774007,-0.013522099,0.0108185485,0.03776674,-0.019715788,-0.047317397,-0.017982617,0.028183637,-0.00812786,-0.02617128,0.040937696,0.017743083,0.023261055,0.07343751,0.004086592,-0.0073384983,0.016855698,-0.008020865,0.019389758,0.02642886,0.022555467,0.016740117,0.037935484,0.049111333,-0.037019096,0.027697874,0.0034582103,0.035330765,0.029209975,0.0044095656,0.039037544,0.032754496,0.033151146,0.022719694,0.021379601,0.057854284,-0.0016240125,0.038440604,0.029017055,0.01276766,0.049151722,0.03624655,-0.009580503,0.05773661,0.031087928,-0.00047745672,0.018022748,0.04714522,-0.042745303,-0.030187642,-0.0048351134,-0.011877003,-0.00465705,-0.039360538,-0.038452778,0.015538798,0.00046536833,0.034022477,-0.042911556,-0.02407295,0.013647933,-0.036717474,0.0033436792,0.007511016,0.043268785,-0.017937964,0.01820589,0.019886317,0.05397277,0.009523533,-0.019123405,-0.0064472402,0.03317233,0.04947671,0.0040338975,0.027364997,-0.019823441,0.00012097723,-0.0022584603,-0.0036381595,0.012781513,-0.038282372,0.004873058,0.00864835,0.00892252,-0.017584395,0.006700171,0.0050786673,0.033360783,0.01609648,-0.028236454,0.0012113057,0.04317941,0.034696095,-0.010797432,0.009636961,-0.0066971234,-0.038154185,0.011998104,0.01724159,0.01626468,-0.018983575,-0.061378118,-0.01997689,0.01697056,0.023480311,0.009680797,0.006437841,-0.03972098,0.034286536,-0.014734006,0.043245982,0.03915647,0.023730706,0.06348309,0.0041066837,0.035977803,0.031967167,0.061494842,0.051999304,0.052161958,0.04525081,0.05111176,0.045249715,0.04082529,0.049223885,0.03764194,0.018180294,0.03977901,0.03531214,0.027043277,0.03960813,0.051207926,0.063222714,0.02090213,-0.012186573,-0.017200194,0.044599704,0.05652644,0.030583424,0.039837822,0.040278096,0.023627711,0.0006280596,0.05850741,0.053028297,0.04817187,0.007864805,0.054726582,0.035102617,-0.003209229,0.009699511
-0.020300122,-0.016233271,-0.0006895655,0.019176,-0.011761364,-0.003979522,0.014968303,0.006182134,0.03701649,-0.0068346574,0.023072772,-0.07191311,0.021170678,0.0009683164,0.014075791,0.040905014,-0.00672863,0.053551476,0.05098209,-0.038464934,-0.06969371,0.02301091,0.006027302,0.055687167,-0.03604801,0.016823519,0.025717478,0.009566683,-0.0035034956,0.014686148,-0.04918489,-0.029570002,-0.005844429,-0.029692478,0.023289446,0.0044629434,0.033202253,-0.024959324,0.005081076,0.017875573,0.012824972,0.014346736,-0.036023296,0.06984806,0.046859264,0.020779371,0.050026417,0.038905147,0.014486754,0.032604393,0.034309223,0.0026698797,-0.0023630497,0.057991777,-0.02678975,-0.021623278,0.055821728,-0.034490775,0.056013953,-0.0020602471,0.021939848,0.037379,0.041272596,-0.035567164,0.028645243,0.057676136,0.048641555,0.009035228,0.0068193483,0.010987548,0.01864424,0.030243035,0.022572858,0.024645526,-0.008623477,-0.00398227,0.033596534,-0.015702132,0.023764938,0.043147333,0.059569765,-0.059865624,-0.04656093,0.010903675,-0.025963956,0.014847235,-0.030876443,-0.016032068,-0.027711442,0.008728073,0.044225074,0.010611265,0.04480949,0.014303958,-0.011031995,-0.059269827,-0.07445352,-0.0033801415,-0.030995257,0.03333527,-0.007230081,0.06329541,-0.049346164,-0.026442485,0.033109672,-0.033259112,-0.030129865,-0.06723268,-0.075354874,-0.066384055,0.009306655,0.027398905,0.04731581,-0.053611107,-0.009738842,0.052187182,-0.045043886,-0.013062744,0.03770279,0.026175814,-0.0067863194,-0.017766444,-0.035477806,-0.045143045,0.03456864,0.023256741,0.0668913,0.006393412,-0.035504267,-0.025313165,0.0013820627,-0.030657519,-0.05190267,0.037542574,0.011113595,-0.01897335,-0.05856786,0.003908595,-0.034959987,0.017792681,0.050538037,-0.028735142,0.027944256,0.010399059,-0.021443138,-0.02225117,-0.012502607,-0.019366043,0.020034524,-0.008050811,0.02271106,-0.009584874,7.548578e-05,0.02343622,0.0014168661,-8.4195184e-05,-0.0039317054,0.0571125,0.056826025,0.017200347,0.0130474605,0.027885007,-0.013463272,0.006264493,0.04066705,-0.008871271,-0.0072201546,0.031999677,0.025361694,-0.0052029714,-0.02084518,-0.016012289,-0.032926686,0.0031161304,-0.030609159,-0.0012147892,-0.010498286,0.015727073,0.014424542,0.011510688,-0.034776043,-0.026190555,-0.042340565
-0.03558294,-0.06611861,0.07402606,0.050001986,0.00970578,-8.29924e-05,0.06027068,0.042504422,0.07959599,0.0065654153,-0.048025653,0.02027842,0.019796066,-0.025978222,-0.015800253,0.053850237,0.044757545,0.08098768,0.06875299,0.049263746,-0.01701679,-0.06736848,-0.0004436051,-0.029994588,0.0061275614,-0.009020756,-0.023804601,0.05515218,0.0428907,0.032493223,-0.004542517,0.055903234,0.017764501,0.05581579,0.053859115,-0.031481907,-0.023806578,0.08422194,0.08147769,0.04054335,-0.014861749,0.05026522,-0.0075181574,-0.033993,0.050866853,-0.015167938,0.06627483,-0.008699956,0.067145795,0.008428588,0.061154783,0.056129932,0.055671263,0.022660255,0.061466597,0.035933923,-0.009134211,0.013526346,0.04941234,0.06730702,-0.019584268,0.041655127,0.060125165,0.06483371,0.06812713,0.06350594,0.03043926,0.058583427,0.061687384,0.0029745556,0.035364468,0.06503018,0.06282514,0.05620242,0.0696176,0.07116887,0.046211604,-0.0022311895,0.016380437,0.049920026,0.05276943,-0.018332394,0.08005356,0.07295526,0.044194713,0.046125915,0.0755409,-0.054189544,-0.04358402,-0.04879355,0.057656147,-0.010433005,0.06688458,-0.004611024,0.053289697,0.07294663,0.027393263,0.018300517,0.019685673,0.08420963,0.0070049204,-0.019076096,0.072520226,-0.034321137,0.012425385,0.05898418,0.060384925,0.06795833,0.053247795,0.063983984,0.029288588,-0.009733168,0.01711463,-0.023365382,-0.022636397,-0.08443499,-0.058124077,-0.0053734095,0.078093864,0.08161664,-0.037892435,0.0388151,-0.028990824,-0.059622843,0.04591662,-0.0020347522,0.07437039,-0.02880136,-0.0020536408,0.076735675,0.07070092,0.04727379,0.076899536,0.057158425,0.067620896,0.008245842,-0.005300294,0.022693451,0.034796532,0.047107413,0.079388656,0.0016017078,0.016472433,-0.012896153,-0.008660038,0.01031477,-0.06727975,-0.045458775,-0.06814734,-0.010609423,-0.038450513,0.032236777,0.0039026593,-0.0038869465,0.00434432,0.02156597,0.020950012,-0.030408844,-0.06967257,0.04754351,0.012392809,-0.050961457,-0.033092756,0.00730759,0.0038782957,0.049035657,0.04047605,0.032268025,-0.012434851,-0.03744813,-0.06296264,-0.037661232,0.031556733,0.007968921,-0.034995314,0.025434945,0.044681925,-0.0035193742,0.019184103,0.022449765,-0.024076557,0.027705971,0.05613527
0.048538104,0.057323635,0.054234665,0.045319915,0.053973176,0.066194534,0.03549345,0.030996561,0.051481333,0.04146918,0.055376463,-0.0097696185,0.05457455,0.041097004,0.03493087,0.059930567,0.052933905,0.06993803,0.08168029,0.02419043,0.017708562,0.06366327,0.05368756,0.056843035,0.005861353,0.016614685,0.056971543,0.028192198,-0.04888261,0.0068697236,-0.022003235,0.029985351,0.04835899,0.005066476,0.022882627,0.07169139,0.06329948,-0.06892274,-0.023482341,0.014732657,0.054833055,-0.030139795,0.05082568,0.032339286,-0.033706967,0.0071509765,0.06424822,-0.041699685,-0.019198785,-0.0023723869,0.054231234,0.06425516,0.05915336,0.052554473,0.06389166,0.061639853,0.049284592,0.051564,0.04519421,0.019917537,0.056773383,0.023128605,0.008780451,0.02743514,0.06236018,0.024474008,0.07171587,0.058978643,0.069408275,0.015244711,0.06268924,0.05380966,0.049127217,0.03671832,0.063092016,0.052072663,0.06877319,0.05956797,0.061219856,0.0018317183,0.058725916,0.04433165,0.02471298,0.07037214,0.046371315,0.010770644,0.04262229,0.041139644,0.031221084,-0.030018637,0.05915533,0.06219637,0.029689359,0.040147826,0.03555368,0.056059163,0.04677771,0.06576484,0.061642803,0.010193945,0.014303679,0.027283717,0.06571623,0.017854718,0.06794297,0.054281972,0.051406942,0.014469993,-0.003652008,0.011247165,0.007284799,0.05716336,0.0803788,-0.0175747,0.05455357,0.013904192,0.02476057,0.03600656,-0.06522969,-0.046654906,0.019587101,0.026404377,0.04218055,0.0014447653,0.038640205,0.05951265,-0.036005873,-0.0017917494,0.04733727,0.053685356,0.033869058,0.040851288,0.0033935213,0.019741405,0.06256546,0.061988287,0.062300496,0.041696858,0.039947283,0.053076006,0.03832109,0.024822798,0.051026184,0.043825623,0.023499895,0.02524951,0.051475234,0.03767563,0.04188227,0.011790057,0.022824904,-0.03501916,0.046830297,0.015871337,0.056578483,0.011574296,-0.0026508046,-0.0010408281,0.05226754,0.037159078,0.041114043,0.00767626,0.045902967,0.015236107,0.06384338,0.03675977,0.06221534,0.05561223,0.05794316,0.054421447,0.06356068,-0.013512759,0.047331024,0.0408908,0.050530545,0.030186228,0.054244585,0.03730748,0.05422167,0.041581295,0.04283261,0.025489425,0.036573984
-0.0013673772,-0.04626041,-0.022368498,-0.062459026,-0.044182822,-0.038564123,-0.013327686,-0.020922806,0.017287018,-0.01991854,-0.012221419,-0.07241845,0.009951844,-0.045252714,-0.0071084937,-0.048895963,0.033275057,-0.012260115,0.025036367,0.03837941,-0.018351546,-0.03275505,-0.043190327,-0.0068109743,-0.0036735847,-0.028701635,-0.0099840835,0.044745624,0.024533462,-0.039158113,-0.028610423,-0.041026935,0.013275371,0.007548224,-0.032860123,0.01248508,-0.002181254,0.053295974,-0.019452684,-0.00016250023,-0.05024534,0.028399967,-0.045487985,0.059400022,-0.06692404,-0.031023089,-0.043366216,-0.045062065,-0.060834907,-0.095173016,-0.048903096,-0.02582202,-0.032743137,-0.031762086,-0.015700882,-0.021854337,0.0137341395,-0.0061000204,0.047198173,-0.013638534,0.030750819,0.010517928,0.023347294,-0.035406567,-0.031099288,0.052612636,-0.02570794,-0.018431855,-0.025607917,0.014587555,-0.004435631,-0.02038352,-0.0029178986,-0.0045696446,0.006245556,-0.052594904,-0.019747425,-0.0041882307,-0.014464326,0.060601085,-0.00012820525,-0.025398672,-0.054230835,0.02005594,-0.049093053,-0.044519402,-0.029859122,0.0021196783,0.004189757,-0.06366725,-0.021068368,-0.02135585,-0.027667185,-0.03409165,0.0022477908,-0.008947048,0.010166225,-0.023553018,0.024315571,-0.036583424,-0.05926067,-0.06602608,0.012973607,-0.020905089,-0.038167693,-0.028340597,-0.0386305,-0.030462898,-0.049751166,-0.015065902,-0.029354772,0.03303445,0.028462801,0.022797024,-0.03677607,0.020696841,0.00032503402,-0.03799522,0.013503395,0.005599451,0.063461594,-0.0357166,-0.0053447927,-0.029997086,-0.031541564,0.019729592,0.031423047,-0.02431301,-0.019072944,-0.056102015,0.009216243,0.023206063,-0.00043729664,-0.056556836,-0.036287997,-0.004236787,-0.0045781997,-0.029752506,-0.022812096,-0.013875692,-0.012245912,-0.016460272,-0.0050807977,0.005927808,0.0013833973,0.035731427,0.041619442,0.013061002,-0.020656718,0.02983202,0.01357699,0.0111407535,-0.001467781,-0.018296992,-0.009427938,0.05137567,0.0033763512,0.037186943,-0.014884548,-0.017220292,0.04304856,-0.036996458,0.046437398,0.0022096506,0.009050631,0.0033166339,-0.017340563,0.05731059,0.042125322,0.011651481,0.04422553,0.039008394,0.011074002,0.009552232,0.025621243,0.046737153,0.024880849,0.011536447,0.016896898,0.06163306,0.0057976097,-0.05023405,-0.0028251566
-0.011482395,-0.02568257,0.06628118,0.041767035,0.009420071,0.03695418,0.020119386,0.015996585,0.054321848,-0.018043974,0.028757682,0.01891425,0.05812058,0.009856493,0.043508317,0.043458793,0.000103119375,0.020820234,0.070015535,-0.002643923,-0.0069906604,-0.025501726,-0.01811235,-0.027977835,-0.044757247,0.05114031,0.030116934,0.01289016,0.046767924,0.023648005,0.023025343,0.011535536,0.008383859,0.0039233654,0.028561907,-0.026665244,0.0069067404,0.04008761,0.04790414,-0.0018062762,-0.006902129,-0.013421722,0.0013544332,0.005109524,0.024415081,-0.04820553,0.030563774,-0.0022057097,0.035467956,-0.028441984,0.029758936,0.005818877,-0.0069170594,0.020552,0.0017738161,0.010129212,0.02589681,0.003044372,-0.0034235923,-0.004940251,-0.011874773,0.02062081,0.03579445,0.02791153,0.02503915,-0.0050722715,-0.025461497,-0.008127924,0.0060780616,0.03242113,-0.00047293564,0.026423164,0.032957338,0.035079386,0.025654508,-0.013192444,-0.0078115705,0.010497482,0.044495918,0.002208541,0.03652015,0.027646137,0.033924814,0.030676005,0.060978312,0.01128942,-0.009920729,-0.049838927,-0.012122143,-0.008827272,0.005163273,0.016241202,-0.012983733,-0.05340514,1.3863132e-05,-0.00064919435,0.011187242,0.007576323,0.0118727675,0.05393646,0.022252135,0.0011701795,0.060609862,-0.011278665,-0.022977104,0.02628857,0.057956774,-0.0038389347,-0.012939365,0.01173856,0.030321624,-0.013914326,0.032972027,-0.062478423,0.013134416,-0.0008961762,-0.070979394,-0.01376586,0.00836329,0.006643823,0.024772625,0.04617766,0.0042185443,-0.008823814,0.042118516,-0.018655209,-0.016852753,-0.053559583,0.04887954,0.0015519616,-0.04661129,0.046169907,0.02495963,0.018489644,0.0001367289,-0.007093014,0.0031275307,0.05629638,-0.003565076,0.019250734,0.015604964,0.011942394,0.01788893,0.029869573,-0.0111779515,-0.001655706,-0.03245812,0.002487416,-0.024130888,-0.046629325,0.038852587,-0.008412777,-0.01588315,0.01626417,-0.013718603,0.024372572,-0.00956201,0.0029922412,0.022839366,0.012541447,0.0073930966,-0.008075664,-0.01656567,0.0067345165,-0.015987104,-0.00056909927,-0.0039951755,-0.0043762852,0.0023014874,-0.034726303,0.0067898277,-0.027526144,0.032754347,-0.002091725,-0.0077931574,0.007036349,-0.0068384926,0.020376299,-0.011434748,-0.035476472,-0.03555862,0.047870643,0.032675896
0.06319848,0.06453717,0.06944489,0.001182803,-0.011685307,0.01808166,0.044096764,0.05125924,-0.012809894,0.07899733,4.89121e-06,0.061605956,0.016557565,0.0499359,0.030223751,0.031202689,0.05302518,-0.024622107,0.050071176,0.073776945,0.039859425,0.050833676,-0.002114063,0.042371273,0.05125737,0.064032994,-0.026601894,0.07480201,0.010699775,0.03119168,-0.014524294,0.0214941,0.02979479,-0.0108034415,0.04971193,0.044860635,0.040644526,-0.011976591,0.037029415,0.0637251,0.04156932,0.028990004,0.041832883,0.07554188,-0.007955832,0.042526152,0.05263826,-0.0056837196,0.027881177,0.046308883,0.010318519,0.056131452,0.060226563,0.050660755,0.008419023,0.057857357,0.047245033,0.04175814,0.07642744,0.05401834,0.039501607,-0.0024626309,-0.0286017,0.020852217,0.043301582,-0.032518584,0.029851148,0.035189845,0.017059065,0.018066488,0.02284421,0.033584792,0.043174576,0.010500529,-0.027153496,0.044955075,0.04426733,0.056347165,-0.027648365,0.057214346,0.027510032,0.051987264,0.036993846,0.008219702,0.04132189,0.03106392,0.004655933,0.0525654,0.04476613,0.015462044,-0.011175475,0.0137261795,0.026411526,0.028566668,0.0268576,0.03958223,0.07359325,0.06177636,0.016691074,0.04465732,0.022110533,0.036907017,-0.0049926885,0.06492832,0.03696128,0.04074663,-0.0068523684,0.04678805,0.07317339,0.067835994,0.046138298,0.028612126,0.06371113,0.05277245,0.027959624,0.032845166,0.016397066,0.025021732,0.0023601218,0.0082072355,-0.031112093,0.04100092,0.03567411,0.008141816,0.041934837,0.023176622,-0.0030277069,0.029502643,0.027393926,0.054877892,0.05536803,0.015398425,0.028095704,0.05821416,0.042414226,-0.039763037,0.045607883,-0.013536802,0.06571679,0.037330717,0.035450537,0.052149396,-0.027943762,-0.019622728,-0.0048892293,-0.055293433,-0.036804404,-0.020180235,-0.02022661,0.018798284,0.00455892,0.019395718,-0.008441613,-0.025885392,0.011384503,-0.034145523,-0.019569581,0.022271639,-0.057312317,-0.025314491,-0.025566984,-0.026915124,-0.011410152,-0.03785434,-0.023270264,-0.029917024,-0.04593458,0.02259809,-0.021946317,-0.034117058,-0.049742643,0.010788336,-0.022838097,-0.00803617,-0.03887491,-0.018763242,-0.0133876465,-0.049806606,-0.033725154,-0.06031484,0.00316975,0.050572112,0.058139946
