Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
5c1942e200849900010afdcd,forage_dynamic_simdrop,5.763154183384298,2.880020101288703,,47.28707252637529
5c1942e200849900010afdcd,forage_random_baseline,0.0,0.0,,63.864513514568685
5c4a428161c51f0001e96b3f,forage_dynamic_simdrop,3.3405726211874756,3.197035337073475,,59.29140457157269
5c4a428161c51f0001e96b3f,forage_random_baseline,0.0,0.0,,73.68982328604078
5d3cc9010e510a00013df6f6,forage_dynamic_simdrop,5.09798397327282,2.7042207743387388,,35.790370868052804
5d3cc9010e510a00013df6f6,forage_random_baseline,0.0,0.0,,44.21389397162447
5e7fefe06c12706d47e35211,forage_dynamic_simdrop,2.9332542116613247,3.474622311489471,,68.05396603454322
5e7fefe06c12706d47e35211,forage_random_baseline,0.0,0.0,,83.51513305751287
5e8a76b3939b3072dc76fb5c,forage_dynamic_simdrop,6.68808128348653,2.6418755216876226,,24.975086707603946
5e8a76b3939b3072dc76fb5c,forage_random_baseline,0.0,0.0,,34.388584200152366
5ed9311e1a69d449577bb8cf,forage_dynamic_simdrop,5.248763914815858,2.7263655848231165,,18.43610677511885
5ed9311e1a69d449577bb8cf,forage_random_baseline,0.0,0.0,,24.563274428680263
5f6c102b6ec04317fc9a8127,forage_dynamic_simdrop,4.996955206326679,2.5075137739837903,,55.649633892959045
5f6c102b6ec04317fc9a8127,forage_random_baseline,0.0,0.0,,68.77716840030473
5fc6df58f380620a09116434,forage_dynamic_simdrop,3.9014973813241043,1.867914595618989,,72.09826239550162
5fc6df58f380620a09116434,forage_random_baseline,0.0,0.0,,83.51513305751287
60da4f9aa1ced7efeecca18a,forage_dynamic_simdrop,3.4240703600185034,3.954793845303747,,45.627440588895034
60da4f9aa1ced7efeecca18a,forage_random_baseline,0.0,0.0,,58.95185862883263
60fcf1a04c245326d05076e0,forage_dynamic_simdrop,7.014655105299605,0.745331861693405,,7.809566578862023
60fcf1a04c245326d05076e0,forage_random_baseline,0.0,0.0,,9.825309771472105
61035836646fb6ee2152f950,forage_dynamic_simdrop,3.837947749509999,3.1508589684724675,,27.89442439539357
61035836646fb6ee2152f950,forage_random_baseline,0.0,0.0,,34.388584200152366
65512e3cc12f463bc327b7c3,forage_dynamic_simdrop,3.7621420035986706,0.12768448753321754,,26.95490100278919
65512e3cc12f463bc327b7c3,forage_random_baseline,0.0,0.0,,29.475929314416316
65778c02cde55736bb830eca,forage_dynamic_simdrop,4.545072762426358,2.011583664056035,,33.45980971818969
65778c02cde55736bb830eca,forage_random_baseline,0.0,0.0,,39.30123908588842
6595e3b4dc9090390e4edb5f,forage_dynamic_simdrop,2.9193357140543976,2.9535059023394274,,74.39498633208665
6595e3b4dc9090390e4edb5f,forage_random_baseline,0.0,0.0,,88.42778794324892
