Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5d7ff4aa50fda7001a863736,0.5317696224219766,0.1932737860390813,6.893771471143956,0.9815713904117136,32.0,simdrop,7,4.0,1.224744871391589
5f5aa60bef062519ff711fe6,0.5382081386851417,0.21389460079446657,6.612205687273428,1.0992542680340678,22.0,simdrop,6,3.142857142857143,0.9897433186107869
60a48adfe091e410f4eaba34,0.3455335503923169,0.1310593370399648,5.1774162648023,1.1511961758065692,13.0,simdrop,4,2.6,1.019803902718557
60d731567049e5132e3cc4d4,0.5452925257813849,0.1889221115295283,6.539208068791726,1.3191116430461154,43.0,simdrop,17,2.388888888888889,0.6781419786518723
63e802622f8052bd67d6c5f0,0.5599704104362601,0.15465210874842755,6.791972721668123,1.061129897464246,18.0,simdrop,6,2.5714285714285716,0.7284313590846836
63ea4ab1ce4168cbe9f63775,0.3867051169694972,0.15950497341474681,6.014440307258784,1.8375282370643802,26.0,simdrop,6,3.7142857142857144,1.4846149779161806
65b15afd94153c1f50c92493,0.4655652231034748,0.12117305763341456,7.092353591787099,1.239434721364059,13.0,simdrop,3,3.25,0.82915619758885
65c25cf77dca9d7ca7d9ebdb,0.42533411337666926,0.15018969484062566,6.511616060830183,1.4451164163991397,21.0,simdrop,7,2.625,0.4841229182759271
65cb63e160bb47fbf9349269,0.491447263184549,0.17630189725063516,6.006435062933491,1.7245218757906087,26.0,simdrop,8,2.888888888888889,1.0999438818457405
65cc19b4b3d48a22dfc6756d,0.3717750206617613,0.15287863452478048,5.724999721567741,1.591300609871533,13.0,simdrop,2,4.333333333333333,2.0548046676563256
65d54b3b524fcafb543d1b23,0.5063612354051904,0.16538465611898323,6.629089422055055,1.3605093380166973,17.0,simdrop,3,4.25,1.299038105676658
65d6a09286a0c99e632a46dd,0.35763566287878246,0.13315898636150544,5.849207495825722,1.9010311991688156,22.0,simdrop,6,3.142857142857143,1.1248582677159729
65e1f75ab3efd22e847cfbf0,0.4428912910846279,0.10003103517307986,6.7329262561853565,1.0871448725588575,55.0,simdrop,15,3.4375,0.9333240326917549
65e358d9c5e3ee026268b2a7,0.5285098204545905,0.20052548518476887,5.641363902550165,1.550495443463682,39.0,simdrop,13,2.7857142857142856,0.7726181304565691
65e862f844f1b7a803bb3c5a,0.43823997306090484,0.09575182297959911,6.659491762897239,0.8567780153582742,33.0,simdrop,11,2.75,0.82915619758885
