SID,entry,timepoint
5d3cc9010e510a00013df6f6,lego,0.0
5d3cc9010e510a00013df6f6,action figure,5.0
5d3cc9010e510a00013df6f6,doll,3.2
61035836646fb6ee2152f950,doll,1.7
61035836646fb6ee2152f950,action figure,6.3
61035836646fb6ee2152f950,stuffed animal,11.6
5c1942e200849900010afdcd,toy car,1.2
5c1942e200849900010afdcd,lego,0.0
5c1942e200849900010afdcd,stuffed animal,5.6
5c1942e200849900010afdcd,doll,1.3
5c1942e200849900010afdcd,dollhouse,0.0
5c1942e200849900010afdcd,toy keyboard,4.5
5c4a428161c51f0001e96b3f,lego,0.0
5c4a428161c51f0001e96b3f,stuffed animal,0.0
5c4a428161c51f0001e96b3f,action figure,0.0
5c4a428161c51f0001e96b3f,play mat,3.8
5c4a428161c51f0001e96b3f,duplo,3.5
5c4a428161c51f0001e96b3f,ipad,3.1
5c4a428161c51f0001e96b3f,easel,0.0
65778c02cde55736bb830eca,toy car,1.3
65778c02cde55736bb830eca,toy truck,0.0
65778c02cde55736bb830eca,lego,4.4
65778c02cde55736bb830eca,toy car,7.0
65778c02cde55736bb830eca,stuffed animal,6.59999999999999
5fc6df58f380620a09116434,lego,0.0
5fc6df58f380620a09116434,play-doh,0.0
5fc6df58f380620a09116434,doll,0.0
5fc6df58f380620a09116434,easel,-0.199999999999996
5fc6df58f380620a09116434,play food,-1.39999999999999
65512e3cc12f463bc327b7c3,action figure,2.4
65512e3cc12f463bc327b7c3,lego,3.7
65512e3cc12f463bc327b7c3,crayons,14.8
65512e3cc12f463bc327b7c3,dollhouse,3.8
5e7fefe06c12706d47e35211,doll,0.0
5e7fefe06c12706d47e35211,action figure,0.0
5e7fefe06c12706d47e35211,stuffed animal,0.0
5e7fefe06c12706d47e35211,markers,2.2
5e7fefe06c12706d47e35211,coloring pencils,0.0
5e7fefe06c12706d47e35211,play food,0.0
5e7fefe06c12706d47e35211,lego,1.89999999999999
5e7fefe06c12706d47e35211,building blocks,1.59999999999999
5e8a76b3939b3072dc76fb5c,action figure,0.0
5e8a76b3939b3072dc76fb5c,lego,2.4
5e8a76b3939b3072dc76fb5c,play-doh,0.0
60da4f9aa1ced7efeecca18a,teddy bear,0.0
60da4f9aa1ced7efeecca18a,lego,2.6
60fcf1a04c245326d05076e0,lego,1.3
60fcf1a04c245326d05076e0,action figure,2.0
60fcf1a04c245326d05076e0,stuffed animal,0.0
60fcf1a04c245326d05076e0,musical instrument set,4.8
6595e3b4dc9090390e4edb5f,lego,1.5
6595e3b4dc9090390e4edb5f,building blocks,2.2
6595e3b4dc9090390e4edb5f,easel,0.0
6595e3b4dc9090390e4edb5f,markers,6.5
6595e3b4dc9090390e4edb5f,action figure,2.7
6595e3b4dc9090390e4edb5f,teddy bear,0.0
6595e3b4dc9090390e4edb5f,toy piano,4.7
6595e3b4dc9090390e4edb5f,keyboard,10.7
6595e3b4dc9090390e4edb5f,xylophone,13.8
5ed9311e1a69d449577bb8cf,doll,1.3
5f6c102b6ec04317fc9a8127,action figure,0.0
5f6c102b6ec04317fc9a8127,toy truck,1.9
5f6c102b6ec04317fc9a8127,lego,0.0
5f6c102b6ec04317fc9a8127,doll,1.2
5f6c102b6ec04317fc9a8127,toy oboe,2.6
