SID,entry,timepoint,evaluation,replacement
60da4f9aa1ced7efeecca18a,hotels,1.2,REPLACE,hotel
60da4f9aa1ced7efeecca18a,hostels,2.8,REPLACE,hostel
60da4f9aa1ced7efeecca18a,Airbnb,3.9,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,timeshares,10.0,REPLACE,timeshare
60da4f9aa1ced7efeecca18a,Apartments,13.3,REPLACE,apartment
60da4f9aa1ced7efeecca18a,houses,14.4,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,condos,15.1,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,townhouses,18.0,REPLACE,townhouse
60da4f9aa1ced7efeecca18a,rooming houses,23.3,REPLACE,rooming house
60da4f9aa1ced7efeecca18a,boarding school,34.2,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,boarding building,35.8,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,storms,37.9,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,tour bus,47.4,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,resorts,56.2,REPLACE,resort
60da4f9aa1ced7efeecca18a,tents,61.0,REPLACE,tent
60da4f9aa1ced7efeecca18a,motels,65.1,REPLACE,motel
60da4f9aa1ced7efeecca18a,duplexes,86.0,REPLACE,duplex
60da4f9aa1ced7efeecca18a,nursing homes,91.4,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,assisted living facilities,92.8,EXCLUDE,EXCLUDE
60da4f9aa1ced7efeecca18a,hospital rooms,102.7,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,breakfast,5.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,lounges,11.7,REPLACE,lodge
5d3cc9010e510a00013df6f6,room,19.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,service,20.6,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,valet,28.8,REPLACE,chalet
5d3cc9010e510a00013df6f6,parking,29.8,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,low priced,51.1,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,hotels,61.3,REPLACE,hotel
5d3cc9010e510a00013df6f6,airbnb,67.6,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,bed and breakfast,70.1,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,vacation,73.8,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,rentals,75.0,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,Wi-Fi,84.2,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,pool,89.6,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,hot tub,90.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,kitchenette,96.0,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,inside the room,96.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,pet friendly,116.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,smoker friendly,119.2,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,house,15.9,REPLACE,hostel
6595e3b4dc9090390e4edb5f,apartment,17.0,FOUND,apartment
6595e3b4dc9090390e4edb5f,condo,17.6,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,airbnb,18.0,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,hotel,20.1,FOUND,hotel
6595e3b4dc9090390e4edb5f,motel,21.0,FOUND,motel
6595e3b4dc9090390e4edb5f,cabin,26.8,FOUND,cabin
6595e3b4dc9090390e4edb5f,Boathouse,29.6,REPLACE,treehouse
6595e3b4dc9090390e4edb5f,RV,30.5,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,trailer,31.1,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,inn,77.5,FOUND,inn
6595e3b4dc9090390e4edb5f,Lodge,79.5,REPLACE,lodge
6595e3b4dc9090390e4edb5f,Penthouse,86.0,REPLACE,penthouse
6595e3b4dc9090390e4edb5f,Homestay,92.7,REPLACE,homestay
6595e3b4dc9090390e4edb5f,bed and breakfast,93.6,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,guest house,96.5,REPLACE,guesthouse
6595e3b4dc9090390e4edb5f,hostel,99.2,FOUND,hostel
6595e3b4dc9090390e4edb5f,Resort,105.0,REPLACE,resort
6595e3b4dc9090390e4edb5f,Van,109.5,EXCLUDE,EXCLUDE
6595e3b4dc9090390e4edb5f,Time Share,112.5,REPLACE,timeshare
6595e3b4dc9090390e4edb5f,igloo,118.9,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,hotels,21.3,REPLACE,hotel
5c1942e200849900010afdcd,Apartments,24.0,REPLACE,apartment
5c1942e200849900010afdcd,motels,24.8,REPLACE,motel
5c1942e200849900010afdcd,hostels,25.7,REPLACE,hostel
5c1942e200849900010afdcd,cruise ships,28.6,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,airplanes,29.6,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,residence Halls,37.2,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Resort,50.2,REPLACE,resort
5c1942e200849900010afdcd,gas spaces at houses,55.1,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,hotel,8.5,FOUND,hotel
5e7fefe06c12706d47e35211,room,9.6,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,Howell,12.7,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a bed,15.4,REPLACE,bunk bed
5e7fefe06c12706d47e35211,a pillow,16.4,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a free coupon,22.4,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211, a voucher,23.4,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a car service,27.1,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,escort,32.8,REPLACE,resort
5e7fefe06c12706d47e35211,valet,33.8,REPLACE,chalet
5e7fefe06c12706d47e35211,parking,35.0,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a service spot,64.7,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a stroller,67.1,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a wheelchair,68.2,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a walking stick,72.9,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,Motel,85.4,REPLACE,motel
5e7fefe06c12706d47e35211,Airbnb,92.6,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,a train,99.3,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,high chair,107.8,EXCLUDE,EXCLUDE
5e7fefe06c12706d47e35211,folding chair,114.0,EXCLUDE,EXCLUDE
5f6c102b6ec04317fc9a8127,shelters,16.8,EXCLUDE,EXCLUDE
5f6c102b6ec04317fc9a8127,housing,20.6,EXCLUDE,EXCLUDE
5f6c102b6ec04317fc9a8127,apartment,25.1,FOUND,apartment
5f6c102b6ec04317fc9a8127,room,26.3,EXCLUDE,EXCLUDE
5f6c102b6ec04317fc9a8127,a large,33.4,REPLACE,barge
5f6c102b6ec04317fc9a8127,sitting,49.1,EXCLUDE,EXCLUDE
5f6c102b6ec04317fc9a8127,order,69.3,REPLACE,lodge
61035836646fb6ee2152f950,Hotel,3.7,REPLACE,motel
61035836646fb6ee2152f950,hostel,5.8,FOUND,hostel
61035836646fb6ee2152f950,Airbnb,7.9,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Motel,10.1,REPLACE,motel
61035836646fb6ee2152f950,bed and breakfast,12.6,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Tent,16.4,REPLACE,tent
61035836646fb6ee2152f950,cabin,17.2,FOUND,cabin
61035836646fb6ee2152f950,RV,18.6,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,suite,26.9,FOUND,suite
61035836646fb6ee2152f950,lodge,33.8,FOUND,lodge
61035836646fb6ee2152f950,Boutique,37.2,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Club,42.3,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,resort,46.9,FOUND,resort
61035836646fb6ee2152f950,inn,51.5,FOUND,inn
61035836646fb6ee2152f950,cottage,53.2,FOUND,cottage
61035836646fb6ee2152f950,yurt,57.0,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,hotels,3.6,REPLACE,hotel
5e8a76b3939b3072dc76fb5c,motels,4.7,REPLACE,motel
5e8a76b3939b3072dc76fb5c,Airbnb,5.6,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,Apartments,6.4,REPLACE,apartment
5e8a76b3939b3072dc76fb5c,houses,7.7,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,homes,8.7,REPLACE,homestay
5e8a76b3939b3072dc76fb5c,trailers,13.4,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,tents,17.6,REPLACE,tent
5e8a76b3939b3072dc76fb5c,mobile homes,23.0,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,dorms,32.2,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,boarding houses,34.6,EXCLUDE,EXCLUDE
5e8a76b3939b3072dc76fb5c,ski resorts,101.3,REPLACE,ski resort
5e8a76b3939b3072dc76fb5c,Leo's,118.2,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,Hotel,1.7,REPLACE,motel
65512e3cc12f463bc327b7c3,Airbnb,4.7,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,bed and breakfast,8.6,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,House,17.2,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,apartment,21.3,FOUND,apartment
65512e3cc12f463bc327b7c3,condo,24.9,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,igloo,32.4,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,teepee,35.3,FOUND,teepee
65512e3cc12f463bc327b7c3,cabin,41.6,FOUND,cabin
65512e3cc12f463bc327b7c3,mother-in-law apartment,50.0,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,camper,65.2,REPLACE,campervan
65512e3cc12f463bc327b7c3,guest house,89.3,REPLACE,guesthouse
65512e3cc12f463bc327b7c3,cottage,96.5,FOUND,cottage
65512e3cc12f463bc327b7c3,dorm room,103.4,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,Cottage,114.6,REPLACE,cottage
5c4a428161c51f0001e96b3f,hotels,2.7,REPLACE,hotel
5c4a428161c51f0001e96b3f,VRBO,5.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Airbnb,7.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Hilton,10.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Marriott,10.9,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,when then,12.3,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Motel 6,15.7,REPLACE,motel
5c4a428161c51f0001e96b3f,hospitals,22.1,REPLACE,hostel
5c4a428161c51f0001e96b3f,Rosewood,37.7,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,mansion,38.5,FOUND,mansion
5c4a428161c51f0001e96b3f,Crowne,40.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Plaza Hotels,41.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,friends homes,49.2,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Comfort Inn,52.2,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Suites,53.0,REPLACE,suite
5c4a428161c51f0001e96b3f,La Quinta suites,53.3,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Luxury Collection Hotel,58.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Group,61.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Ritz hotel group,63.6,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Fairmont,65.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,barrier,72.4,REPLACE,barge
5c4a428161c51f0001e96b3f,train,90.1,REPLACE,ranch
5c4a428161c51f0001e96b3f,virgin Hotel,99.2,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Homewood hotels,111.4,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Holiday Inn,114.6,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,concert accommodations,7.6,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,apartment accommodations,18.4,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,housing accommodations,20.8,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,wheelchair accommodations,36.5,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Vision accommodations,41.1,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,disability accommodations,42.9,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Motel accommodations,49.8,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,dinner accommodations,50.8,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,lunch accommodations,54.4,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,breakfast accommodation,55.4,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,hotel resort accommodations,55.9,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,bow tie accommodations,63.2,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,party accommodations,64.2,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Festival dancing night club accommodations,66.3,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Beach accommodations,74.1,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,pool accommodations,76.9,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,Waterpark accommodations,78.5,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,amusement park accommodations,79.2,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,guest accommodations,87.9,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,kitchen accommodations,95.0,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,food accommodations,117.8,EXCLUDE,EXCLUDE
5ed9311e1a69d449577bb8cf,allergy accommodations,119.1,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,food,5.0,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,ramps,30.1,REPLACE,campsite
65778c02cde55736bb830eca,writing,32.5,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,braille,33.1,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,a gem,41.8,REPLACE,barge
65778c02cde55736bb830eca,water,44.1,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,sign,71.6,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,language,72.4,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,for,72.7,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,thanks,75.9,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,place to,94.0,REPLACE,palace
65778c02cde55736bb830eca,sleep,94.9,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Room,99.6,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,&,100.4,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Board,100.5,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,shower,104.7,REPLACE,dhow
65778c02cde55736bb830eca,access,105.3,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,accessibility,1.3,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,disability,2.9,EXCLUDE,EXCLUDE
