vocab
7up
acetone
soup
soup
soup stock
soy milk
soy sauce
soy sauce
sparkling water
sparkling water
spearmint tea
spinach juice
spirulina juice
sports drink
spring water
spring water
sprite
stain remover
stainless steel cleaner
stock
stone cleaner
strawberry cider
strawberry juice
strawberry syrup
sunflower oil
surface sanitizer
sweat
sweat
sweet tea
syrup
tar
tar remover
tea
tea
tears
tequila
tequila
teriyaki sauce
the ocean
there's
tieguanyin tea
tile cleaner
tire cleaner
toilet bowl cleaner
tomato juice
tonic water
transmission
transmission fluid
turmeric tea
unsweetened tea
urine
urine stain remover
vanilla extract
vanilla soda
vanilla syrup
varnish remover
vegetable oil
vegetable oil
veggie-infused water
vinaigrette
vinegar
vinegar
vinyl cleaner
vitamin water
vodka
vodka
walnut milk
water
water
watermelon juice
wax remover
welch's juice
wheatgrass juice
wheel cleaner
whiskey
whiskey
whisky
white tea
windex
window cleaner
window cleaner
windshield
windshield washer fluid
windshield wiper fluid
wine
wine
wiper fluid
wood cleaner
worcestershire sauce
yerba mate
yogurt
