Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5c1942e200849900010afdcd,0.4663946457360926,0.1241692905015657,7.3648120794350165,0.5101894877914117,59.0,simdrop,18,3.1052631578947367,1.2093816097974797
5c4a428161c51f0001e96b3f,0.4966727654937737,0.10421403140078601,7.057265143138662,0.6462776404958374,74.0,simdrop,21,3.3636363636363638,1.3995276653036957
5d3cc9010e510a00013df6f6,0.4730525695118635,0.11245755330431889,7.57514387662372,0.6515618610553563,27.0,simdrop,8,3.0,0.4714045207910317
5e7fefe06c12706d47e35211,0.46102884440344344,0.11305397120191242,7.448628080814051,0.6146862590348808,39.0,simdrop,13,2.7857142857142856,0.6738557951469003
5e8a76b3939b3072dc76fb5c,0.4712272304208829,0.1255906066145339,7.459774930489238,0.6290419297115096,36.0,simdrop,10,3.272727272727273,1.4826824027545535
5ed9311e1a69d449577bb8cf,0.45004486162969737,0.10224199494501571,7.580437616759513,0.5907000778556781,36.0,simdrop,9,3.6,1.4966629547095764
5f6c102b6ec04317fc9a8127,0.3907300228307168,0.08741329058311949,7.523439353984153,0.6292610595797276,33.0,simdrop,11,2.75,0.82915619758885
5fc6df58f380620a09116434,0.46600151029693065,0.10676677769835001,7.395214647706085,0.5855570516206631,56.0,simdrop,19,2.8,0.6782329983125268
60da4f9aa1ced7efeecca18a,0.4734183412375574,0.11005920309021643,7.338553883633225,0.6301744357852617,49.0,simdrop,15,3.0625,1.3448396744593758
60fcf1a04c245326d05076e0,0.4792856515141753,0.1161425125891593,7.547223676501607,0.5792851922333505,27.0,simdrop,10,2.4545454545454546,0.7820295697311479
61035836646fb6ee2152f950,0.4381137906216143,0.11227377325745189,7.471321035891139,0.4830240946791405,23.0,simdrop,5,3.8333333333333335,1.5723301886761005
612e6569f68929afb886fb5c,0.44994211477605944,0.10376437034591941,7.172984345948448,0.5607720659955719,73.0,simdrop,21,3.3181818181818183,1.3275528969554757
65512e3cc12f463bc327b7c3,0.45296180892447074,0.121855079404008,7.4737054859805285,0.6789369705456404,25.0,simdrop,7,3.125,1.3635890143294642
65778c02cde55736bb830eca,0.4632838095584698,0.10122320646278059,7.383613291539343,0.595631797702175,28.0,simdrop,9,2.8,0.9797958971132713
6595e3b4dc9090390e4edb5f,0.4522705693806821,0.10503163560394538,7.5319605658993884,0.44639369785096933,25.0,simdrop,7,3.125,1.0532687216470449
65c10fdabd93bdc59f95835b,0.435400978950464,0.18996830990350944,7.20369557500288,0.7564103554462982,22.0,simdrop,4,4.4,1.624807680927192
65c18079d4f634d2c8a0728c,0.44715230522455013,0.15354158293564465,7.3610179992201035,0.5957570451429512,44.0,simdrop,14,2.933333333333333,0.9977753031397176
65cb586172a8853f26cc8eec,0.4767989012114028,0.09042686009409777,7.5632269377206836,0.45932230563169874,29.0,simdrop,9,2.9,1.1357816691600546
65cbcaaab9e2fae86452af73,0.45671246101241786,0.12072807526472,7.25124207873411,0.6101391009591438,51.0,simdrop,16,3.0,1.0846522890932808
65cc2139907d390e13480a97,0.4753687118638313,0.10727495738815111,7.523612499917535,0.5765153991226297,32.0,simdrop,10,2.909090909090909,0.7925270806437588
65d26dcd13d9c8026aa92c4a,0.46621643401656493,0.10618312695968021,7.440692598779913,0.6172971977847265,30.0,simdrop,9,3.0,1.2649110640673518
65d6af2397543519d98f2498,0.4225648556016648,0.09283022009747544,7.3962459403724345,0.53860764202843,48.0,simdrop,15,3.0,1.0606601717798212
65e63b7fc845c96c2c2520bc,0.4735903354189967,0.10431028259268794,7.223293485377938,0.6316384844912866,65.0,simdrop,19,3.25,1.8131464364468746
65eeceee847314e8232923c9,0.36632138292329847,0.10820688360446279,7.299449418572304,0.7056186481172426,28.0,simdrop,9,2.8,1.0770329614269007
65ef726771fe85fd222416d1,0.42689525315413135,0.09690020283868657,7.651592908501185,0.5510647438864482,27.0,simdrop,7,3.375,1.5761900266148114
65f1ec7ae5a09035345db62e,0.3650516113075343,0.09469750650374636,7.366412746150038,0.6133351844815195,58.0,simdrop,19,2.9,0.99498743710662
65f36565fe88b95d6806e496,0.46099559401302814,0.1487160404770262,7.468095369242417,0.5492147473228705,39.0,simdrop,12,3.0,1.0377490433255416
65f3d5016e5acb0fd67df6ee,0.4134405401145035,0.11047901228822675,7.2129131700375,0.4804520909571023,12.0,simdrop,2,4.0,0.816496580927726
