Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5d7ff4aa50fda7001a863736,0.4969469075371948,0.10666161848013973,7.245149552279661,1.2253134174720666,16.0,simdrop,4,3.2,1.469693845669907
5f5aa60bef062519ff711fe6,0.5520050545806957,0.1675036696167288,6.355394172097866,1.2119755931657419,14.0,simdrop,3,3.5,0.5
60a48adfe091e410f4eaba34,0.549080859565822,0.1247051495255186,6.875509583408796,1.0728389775728127,16.0,simdrop,5,2.6666666666666665,1.3743685418725535
60d731567049e5132e3cc4d4,0.4892038900943687,0.16215744939169663,6.546642452465164,1.1691286025199565,29.0,simdrop,7,3.625,2.057759704144291
63e802622f8052bd67d6c5f0,0.5137076004829265,0.16489877025745842,6.8150657658849525,2.1005916389895773,9.0,simdrop,2,3.0,0.816496580927726
63ea4ab1ce4168cbe9f63775,0.5507780945910428,0.16836560883483007,6.119746186690388,1.251690439310403,35.0,simdrop,11,2.9166666666666665,0.8620067027323833
65b15afd94153c1f50c92493,0.44619684583767927,0.10792442269831945,7.367112251403598,0.8944979057117725,26.0,simdrop,6,3.7142857142857144,1.6659862556700857
65c25cf77dca9d7ca7d9ebdb,0.5477466711437332,0.19142937459710047,6.6494474831088946,1.2998540278626474,24.0,simdrop,7,3.0,0.7071067811865476
65cb63e160bb47fbf9349269,0.4434046014458837,0.17214104224016546,7.070952682206022,1.3420880148989038,16.0,simdrop,3,4.0,1.5811388300841898
65cc19b4b3d48a22dfc6756d,0.4705169684228606,0.1535710961220798,6.823051934686243,1.3778475777721044,18.0,simdrop,5,3.0,0.5773502691896257
65d54b3b524fcafb543d1b23,0.5130281137186005,0.22824208659468243,6.054246544213113,1.4552530333223728,16.0,simdrop,2,5.333333333333333,0.9428090415820634
65d6a09286a0c99e632a46dd,0.4181578254779768,0.13584871700449763,6.895759968765689,1.6954187800927807,15.0,simdrop,4,3.0,1.0954451150103321
65e1f75ab3efd22e847cfbf0,0.5737626972465462,0.1592310473943744,6.115805151835312,1.5328691985241836,20.0,simdrop,7,2.5,1.118033988749895
65e358d9c5e3ee026268b2a7,0.5399261647306051,0.17232600502149262,6.185426073126576,1.4207515369707322,37.0,simdrop,11,3.0833333333333335,0.8620067027323833
65e862f844f1b7a803bb3c5a,0.4898534854240432,0.12762804322865315,7.168940420267736,1.1889905645738685,20.0,simdrop,6,2.857142857142857,1.124858267715973
