Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5c1942e200849900010afdcd,0.40837137610608976,0.12113537287896534,5.771356308973146,1.304858054561231,12.0,simdrop,4,2.4,0.8
5c4a428161c51f0001e96b3f,0.34172474322043556,0.0658911520376184,6.268644283126284,1.043564444319532,8.0,simdrop,1,4.0,3.0
5d3cc9010e510a00013df6f6,0.4233815479538457,0.08009801674558834,6.799112319879686,0.7171862011807797,6.0,simdrop,1,3.0,1.0
5e7fefe06c12706d47e35211,0.37067565427468685,0.10557143113603443,6.275901646930506,1.211367122412184,8.0,simdrop,1,4.0,1.0
5e8a76b3939b3072dc76fb5c,0.37204284776656377,0.09630188427650264,6.673589037888049,1.0249888343330111,8.0,simdrop,2,2.6666666666666665,0.4714045207910317
5ed9311e1a69d449577bb8cf,0.4621845943375434,0.08228898146329741,6.7154063442734655,0.732620872776156,7.0,simdrop,0,7.0,0.0
5f6c102b6ec04317fc9a8127,0.3866675889864292,0.06212617838130427,6.674885594507325,0.6507902074657654,9.0,simdrop,1,4.5,1.5
5fc6df58f380620a09116434,0.4034014633085814,0.06921491638966196,6.282640437656534,0.8657605595104815,10.0,simdrop,2,3.3333333333333335,0.4714045207910317
60da4f9aa1ced7efeecca18a,0.4765732217580958,0.0783022958784275,6.3110038077360695,0.7819805489167205,10.0,simdrop,2,3.3333333333333335,0.4714045207910317
60fcf1a04c245326d05076e0,0.38829769481882875,0.08301187878709826,6.188893727784767,0.9388074630180688,11.0,simdrop,3,2.75,0.82915619758885
61035836646fb6ee2152f950,0.4159292193526248,0.12139020701798141,6.211067047793853,0.9021625804253045,10.0,simdrop,2,3.3333333333333335,0.4714045207910317
65512e3cc12f463bc327b7c3,0.4503521666679526,0.08159537643530075,6.378686630946822,0.6578498956471436,15.0,simdrop,4,3.0,1.6733200530681511
65778c02cde55736bb830eca,0.3130422786096361,0.04883825347769247,6.262735208055881,1.0899801827637694,8.0,simdrop,1,4.0,2.0
6595e3b4dc9090390e4edb5f,0.3809125658788115,0.09100662424206357,6.241737277640728,0.767196127366789,21.0,simdrop,5,3.5,1.8929694486000912
