Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
5c1942e200849900010afdcd,forage_dynamic_simdrop,2.8412361259919447,2.569795738039589,,54.70159961974501
5c1942e200849900010afdcd,forage_random_baseline,0.0,0.0,,61.55878457907688
5c4a428161c51f0001e96b3f,forage_dynamic_simdrop,6.311837833508095,0.5832552883888575,,34.925079546876205
5c4a428161c51f0001e96b3f,forage_random_baseline,0.0,0.0,,41.03918971938459
5d3cc9010e510a00013df6f6,forage_dynamic_simdrop,9.418207725708493,1.1021443370730486,,21.653503834478357
5d3cc9010e510a00013df6f6,forage_random_baseline,0.0,0.0,,30.77939228953844
5e7fefe06c12706d47e35211,forage_dynamic_simdrop,5.992364985790173,1.2036821967734634,,34.65605043907684
5e7fefe06c12706d47e35211,forage_random_baseline,0.0,0.0,,41.03918971938459
5e8a76b3939b3072dc76fb5c,forage_dynamic_simdrop,8.469808005558615,1.1701016273396851,,30.746654656706774
5e8a76b3939b3072dc76fb5c,forage_random_baseline,0.0,0.0,,41.03918971938459
5ed9311e1a69d449577bb8cf,forage_dynamic_simdrop,9.140455161656956,1.77002020270049,,25.028427508965496
5ed9311e1a69d449577bb8cf,forage_random_baseline,0.0,0.0,,35.909291004461515
5f6c102b6ec04317fc9a8127,forage_dynamic_simdrop,9.029044300863212,1.0757894338228753,,33.98499304760684
5f6c102b6ec04317fc9a8127,forage_random_baseline,0.0,0.0,,46.16908843430766
5fc6df58f380620a09116434,forage_dynamic_simdrop,6.786627501502451,1.7262461191383827,,42.01899968897634
5fc6df58f380620a09116434,forage_random_baseline,0.0,0.0,,51.29898714923073
60da4f9aa1ced7efeecca18a,forage_dynamic_simdrop,6.336389006272603,2.341294729728948,,40.374134657066215
60da4f9aa1ced7efeecca18a,forage_random_baseline,0.0,0.0,,51.29898714923073
60fcf1a04c245326d05076e0,forage_dynamic_simdrop,5.7734611015989135,1.436680654165218,,48.04343506643228
60fcf1a04c245326d05076e0,forage_random_baseline,0.0,0.0,,56.428885864153806
61035836646fb6ee2152f950,forage_dynamic_simdrop,6.144827204889749,1.9929734204305094,,42.485673543277045
61035836646fb6ee2152f950,forage_random_baseline,0.0,0.0,,51.29898714923073
65512e3cc12f463bc327b7c3,forage_dynamic_simdrop,7.107428856312951,2.1101624792141305,,60.22099994499321
65512e3cc12f463bc327b7c3,forage_random_baseline,0.0,0.0,,76.9484807238461
65778c02cde55736bb830eca,forage_dynamic_simdrop,6.247096891614664,0.1895274176667854,,35.180770276253526
65778c02cde55736bb830eca,forage_random_baseline,0.0,0.0,,41.03918971938459
6595e3b4dc9090390e4edb5f,forage_dynamic_simdrop,6.42428285260364,1.08176647589574,,90.66801733447001
6595e3b4dc9090390e4edb5f,forage_random_baseline,0.0,0.0,,107.72787301338454
