Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5d7ff4aa50fda7001a863736,0.4914706378059286,0.15460773614797702,7.051876527682565,0.9225344457067591,18.0,simdrop,4,3.6,0.8
5f5aa60bef062519ff711fe6,0.5174182227052789,0.087215031272184,6.990750012364415,0.8741253727470494,16.0,simdrop,4,3.2,1.16619037896906
60a48adfe091e410f4eaba34,0.5057558277959547,0.15519692342539562,6.616098303921044,1.5135860514441961,16.0,simdrop,4,3.2,1.7204650534085253
60d731567049e5132e3cc4d4,0.4472265588349845,0.11703920292340299,5.606623172662877,1.6623381063949985,27.0,simdrop,9,2.7,1.004987562112089
63e802622f8052bd67d6c5f0,0.49296512741086773,0.15624609143273857,6.675500345033984,1.2788643948661105,12.0,simdrop,2,4.0,0.816496580927726
63ea4ab1ce4168cbe9f63775,0.5009358699356017,0.16429331978716544,6.027060792189967,1.6017488579954247,26.0,simdrop,8,2.888888888888889,1.1967032904743342
65c25cf77dca9d7ca7d9ebdb,0.5118571524213081,0.11686764946697818,6.9401374144319234,0.8867502139335264,17.0,simdrop,4,3.4,1.3564659966250538
65cb63e160bb47fbf9349269,0.5506243656571063,0.14779168297777148,6.514200402107204,1.1073444634033125,21.0,simdrop,6,3.0,1.5118578920369088
65cc19b4b3d48a22dfc6756d,0.5786485012240359,0.0693922807440269,7.209632722076795,1.1230105166663844,9.0,simdrop,2,3.0,1.632993161855452
65d54b3b524fcafb543d1b23,0.6473152843599278,0.1831860981666266,6.705180353629016,1.256310880367926,17.0,simdrop,6,2.4285714285714284,0.7284313590846836
65d6a09286a0c99e632a46dd,0.5445577085407066,0.1628977071718193,6.342248662290103,1.6106231198034962,16.0,simdrop,4,3.2,1.469693845669907
65e1f75ab3efd22e847cfbf0,0.5136260232332505,0.1769152171451795,7.326470335283125,0.9480620298365153,15.0,simdrop,4,3.0,0.0
65e358d9c5e3ee026268b2a7,0.5739657088611658,0.1430789914223007,5.8013004913243025,1.6200644771299755,27.0,simdrop,9,2.7,1.1874342087037917
65e862f844f1b7a803bb3c5a,0.4871791034379322,0.12651658349630138,6.704973738552457,1.138943844199773,22.0,simdrop,5,3.6666666666666665,1.49071198499986
