SID,entry,timepoint,evaluation,replacement
5d3cc9010e510a00013df6f6,Legos,5.4,REPLACE,lego
5d3cc9010e510a00013df6f6,board games,10.6,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,action figures,16.7,REPLACE,action figure
5d3cc9010e510a00013df6f6,army men,24.9,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,Hot Wheels,39.6,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,rubber ducks,46.3,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,puzzles,56.3,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,Barbies,78.3,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,Bratz dolls,82.7,EXCLUDE,EXCLUDE
5d3cc9010e510a00013df6f6,dolls,87.2,REPLACE,doll
5d3cc9010e510a00013df6f6,mini slide,102.9,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,cards,4.7,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Humpty Dumpty,8.5,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,cars,17.0,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,dolls,19.6,REPLACE,doll
61035836646fb6ee2152f950,action figure,26.8,FOUND,action figure
61035836646fb6ee2152f950,dice,28.0,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Bop It,31.2,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,game,34.5,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Slinky,38.7,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,fidget spinner,44.8,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,Transformer,49.7,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,etch-a-sketch,52.8,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,puzzle,58.5,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,hacky sack,85.2,EXCLUDE,EXCLUDE
61035836646fb6ee2152f950,stuffed animal,98.0,FOUND,stuffed animal
5c1942e200849900010afdcd,balls,3.3,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,bouncy balls,3.9,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,bowling balls,5.0,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,bowling pins,6.8,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,music box for piano,10.2,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,xylophone mallets Toy,13.0,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Soldiers,16.9,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Jack's action figures toy,17.4,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,toy cars,21.8,REPLACE,toy car
5c1942e200849900010afdcd,race car,23.9,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,tracks,24.5,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Legos,24.9,REPLACE,lego
5c1942e200849900010afdcd,other breaks building blocks,26.4,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,magnets for magnetics,32.0,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Tamagotchi,37.3,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Digimon,38.3,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,remote control toys,41.3,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,Play-Doh electronic toys,47.6,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,stuffed animals,59.5,REPLACE,stuffed animal
5c1942e200849900010afdcd,dolls,61.8,REPLACE,doll
5c1942e200849900010afdcd,doll houses,62.4,REPLACE,dollhouse
5c1942e200849900010afdcd,action sets,66.8,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,liquid timers,76.5,EXCLUDE,EXCLUDE
5c1942e200849900010afdcd,toy keyboard,82.0,FOUND,toy keyboard
5c1942e200849900010afdcd,Casio keyboard,83.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Legos,1.5,REPLACE,lego
5c4a428161c51f0001e96b3f,Build-A-Bear,7.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,stuffed animals,8.0,REPLACE,stuffed animal
5c4a428161c51f0001e96b3f,Buzz Lightyear,9.7,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,action figures,11.4,REPLACE,action figure
5c4a428161c51f0001e96b3f,board games,21.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Hot Wheels,24.9,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Barbie dolls,29.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Marvel action figures,32.2,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,play sets,37.2,REPLACE,play mat
5c4a428161c51f0001e96b3f,Duplo,42.6,REPLACE,duplo
5c4a428161c51f0001e96b3f,RC cars,49.9,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,RC boat,51.2,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,RC planes,52.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,iPad,56.2,REPLACE,ipad
5c4a428161c51f0001e96b3f,Marvels,63.7,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Slinky,68.9,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Magic Putty,69.8,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,wooden toys,75.6,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Basque Sports,79.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,basketball,80.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,baseball,81.1,REPLACE,easel
5c4a428161c51f0001e96b3f,golf,81.5,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,soccer,87.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,video games,98.6,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Nintendo DS,103.0,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Nintendo switch,105.4,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Xbox PlayStation5,108.4,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,Xbox One,110.1,EXCLUDE,EXCLUDE
5c4a428161c51f0001e96b3f,YouTube videos,115.6,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,plastic bat,8.7,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,toy,11.2,REPLACE,toy car
65778c02cde55736bb830eca,truck,11.6,REPLACE,toy truck
65778c02cde55736bb830eca,Barbie dol,13.8,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,American Girl doll,16.3,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,fidget spinner,19.4,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Legos,24.9,REPLACE,lego
65778c02cde55736bb830eca,dinosaur toys,28.3,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Hot Wheels,36.2,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Toy car,44.3,REPLACE,toy car
65778c02cde55736bb830eca,ball,60.3,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,Bop It,89.7,EXCLUDE,EXCLUDE
65778c02cde55736bb830eca,stuffed animal,97.1,FOUND,stuffed animal
5fc6df58f380620a09116434,Legos,1.1,REPLACE,lego
5fc6df58f380620a09116434,cards,3.9,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,unos,4.9,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Monopoly,5.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Jenga,6.7,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Slinky,7.2,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Play-Doh,8.5,REPLACE,play-doh
5fc6df58f380620a09116434,dolls,9.4,REPLACE,doll
5fc6df58f380620a09116434,by Pockets,10.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Barbie,11.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,race cars,13.6,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Domino's,15.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Scrabble,20.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,American Girl dolls,28.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,hula hoop,36.2,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,jump rope,37.1,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,ball,39.7,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,soccer ball,40.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,baseball,41.6,REPLACE,easel
5fc6df58f380620a09116434,football,41.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,basketball,42.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Etch Sketch,49.4,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,electronic,54.4,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,rings,61.4,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,dartblue,65.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,laser tag,68.3,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,ping pong table,72.1,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,puzzle,79.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Chutes and Ladders,83.8,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,HungryHungry Hippos,87.4,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,board games,92.7,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,Ticket to Ride,98.5,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,chess,103.7,EXCLUDE,EXCLUDE
5fc6df58f380620a09116434,plastic food,114.7,REPLACE,play food
5fc6df58f380620a09116434,dress up,118.1,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,go-kart,1.9,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,dog,6.4,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,action figures,9.6,REPLACE,action figure
65512e3cc12f463bc327b7c3,race car,13.3,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,chew toy,19.5,EXCLUDE,EXCLUDE
65512e3cc12f463bc327b7c3,Legos,24.0,REPLACE,lego
65512e3cc12f463bc327b7c3,castles,48.4,EXCLUDE,EXCLUDE
