SID,entry,timepoint
5d3cc9010e510a00013df6f6,lego,5.4
5d3cc9010e510a00013df6f6,action figure,16.7
5d3cc9010e510a00013df6f6,doll,87.2
61035836646fb6ee2152f950,doll,19.6
61035836646fb6ee2152f950,action figure,26.8
61035836646fb6ee2152f950,stuffed animal,98.0
5c1942e200849900010afdcd,toy car,21.8
5c1942e200849900010afdcd,lego,24.9
5c1942e200849900010afdcd,stuffed animal,59.5
5c1942e200849900010afdcd,doll,61.8
5c1942e200849900010afdcd,dollhouse,62.4
5c1942e200849900010afdcd,toy keyboard,82.0
5c4a428161c51f0001e96b3f,lego,1.5
5c4a428161c51f0001e96b3f,stuffed animal,8.0
5c4a428161c51f0001e96b3f,action figure,11.4
5c4a428161c51f0001e96b3f,play mat,37.2
5c4a428161c51f0001e96b3f,duplo,42.6
5c4a428161c51f0001e96b3f,ipad,56.2
5c4a428161c51f0001e96b3f,easel,81.1
65778c02cde55736bb830eca,toy car,11.2
65778c02cde55736bb830eca,toy truck,11.6
65778c02cde55736bb830eca,lego,24.9
65778c02cde55736bb830eca,toy car,44.3
65778c02cde55736bb830eca,stuffed animal,97.1
5fc6df58f380620a09116434,lego,1.1
5fc6df58f380620a09116434,play-doh,8.5
5fc6df58f380620a09116434,doll,9.4
5fc6df58f380620a09116434,easel,41.6
5fc6df58f380620a09116434,play food,114.7
65512e3cc12f463bc327b7c3,action figure,9.6
65512e3cc12f463bc327b7c3,lego,24.0
65512e3cc12f463bc327b7c3,crayons,93.3
65512e3cc12f463bc327b7c3,dollhouse,106.7
5e7fefe06c12706d47e35211,doll,3.6
5e7fefe06c12706d47e35211,action figure,4.8
5e7fefe06c12706d47e35211,stuffed animal,10.2
5e7fefe06c12706d47e35211,markers,15.0
5e7fefe06c12706d47e35211,coloring pencils,16.5
5e7fefe06c12706d47e35211,play food,61.3
5e7fefe06c12706d47e35211,lego,85.1
5e7fefe06c12706d47e35211,building blocks,88.6
5e8a76b3939b3072dc76fb5c,action figure,4.5
5e8a76b3939b3072dc76fb5c,lego,51.6
5e8a76b3939b3072dc76fb5c,play-doh,52.4
60da4f9aa1ced7efeecca18a,teddy bear,2.3
60da4f9aa1ced7efeecca18a,lego,13.1
60fcf1a04c245326d05076e0,lego,9.5
60fcf1a04c245326d05076e0,action figure,13.6
60fcf1a04c245326d05076e0,stuffed animal,17.1
60fcf1a04c245326d05076e0,musical instrument set,31.8
6595e3b4dc9090390e4edb5f,lego,12.6
6595e3b4dc9090390e4edb5f,building blocks,15.9
6595e3b4dc9090390e4edb5f,easel,32.6
6595e3b4dc9090390e4edb5f,markers,40.2
6595e3b4dc9090390e4edb5f,action figure,50.3
6595e3b4dc9090390e4edb5f,teddy bear,54.6
6595e3b4dc9090390e4edb5f,toy piano,67.7
6595e3b4dc9090390e4edb5f,keyboard,98.0
6595e3b4dc9090390e4edb5f,xylophone,113.0
5ed9311e1a69d449577bb8cf,doll,16.2
5f6c102b6ec04317fc9a8127,action figure,7.9
5f6c102b6ec04317fc9a8127,toy truck,15.7
5f6c102b6ec04317fc9a8127,lego,18.0
5f6c102b6ec04317fc9a8127,doll,24.8
5f6c102b6ec04317fc9a8127,toy oboe,28.6
