SID,entry,timepoint
5e7fefe06c12706d47e35211,shirt,2.6
5e7fefe06c12706d47e35211,blouse,3.7
5e7fefe06c12706d47e35211,jacket,4.9
5e7fefe06c12706d47e35211,coat,7.2
5e7fefe06c12706d47e35211,flannel,10.0
5e7fefe06c12706d47e35211,tank top,14.7
5e7fefe06c12706d47e35211,jeans,35.8
5e7fefe06c12706d47e35211,socks,42.1
5e7fefe06c12706d47e35211,shorts,45.7
5e7fefe06c12706d47e35211,skirt,52.5
5e7fefe06c12706d47e35211,dress,55.3
5e7fefe06c12706d47e35211,shorts,60.4
5e7fefe06c12706d47e35211,necktie,67.3
5e7fefe06c12706d47e35211,socks,77.0
5e7fefe06c12706d47e35211,leg warmers,81.0
5e7fefe06c12706d47e35211,leggings,83.7
5e7fefe06c12706d47e35211,lace,86.9
5e7fefe06c12706d47e35211,crown,93.1
5e7fefe06c12706d47e35211,shorts,99.3
5e8a76b3939b3072dc76fb5c,shirt,1.0
5e8a76b3939b3072dc76fb5c,pants,2.4
5e8a76b3939b3072dc76fb5c,socks,3.0
5e8a76b3939b3072dc76fb5c,boxers,3.8
5e8a76b3939b3072dc76fb5c,briefs,4.8
5e8a76b3939b3072dc76fb5c,sweater,6.8
5e8a76b3939b3072dc76fb5c,jacket,7.6
5e8a76b3939b3072dc76fb5c,coat,8.4
5e8a76b3939b3072dc76fb5c,gloves,13.8
5e8a76b3939b3072dc76fb5c,pants,15.5
5e8a76b3939b3072dc76fb5c,bra,19.5
5e8a76b3939b3072dc76fb5c,leggings,24.5
5e8a76b3939b3072dc76fb5c,shorts,30.4
5e8a76b3939b3072dc76fb5c,shorts,41.4
5e8a76b3939b3072dc76fb5c,zipper,53.7
5e8a76b3939b3072dc76fb5c,suit,65.1
6595e3b4dc9090390e4edb5f,suit,6.8
6595e3b4dc9090390e4edb5f,jacket,9.2
6595e3b4dc9090390e4edb5f,sweater,11.9
6595e3b4dc9090390e4edb5f,blouse,12.5
6595e3b4dc9090390e4edb5f,dress,15.4
6595e3b4dc9090390e4edb5f,skirt,16.0
6595e3b4dc9090390e4edb5f,cardigan,18.5
6595e3b4dc9090390e4edb5f,jeans,20.6
6595e3b4dc9090390e4edb5f,shorts,20.8
6595e3b4dc9090390e4edb5f,bow tie,24.9
6595e3b4dc9090390e4edb5f,leggings,30.5
6595e3b4dc9090390e4edb5f,skirt,32.4
6595e3b4dc9090390e4edb5f,blazer,34.1
6595e3b4dc9090390e4edb5f,pants,35.1
6595e3b4dc9090390e4edb5f,shorts,35.9
6595e3b4dc9090390e4edb5f,pajamas,39.1
6595e3b4dc9090390e4edb5f,t-shirt,42.1
6595e3b4dc9090390e4edb5f,hoodie,44.3
6595e3b4dc9090390e4edb5f,suit,49.4
6595e3b4dc9090390e4edb5f,socks,50.7
6595e3b4dc9090390e4edb5f,pants,52.6
6595e3b4dc9090390e4edb5f,gloves,53.1
6595e3b4dc9090390e4edb5f,waistcoat,65.0
6595e3b4dc9090390e4edb5f,vest,66.0
6595e3b4dc9090390e4edb5f,romper,69.8
6595e3b4dc9090390e4edb5f,tank top,72.0
6595e3b4dc9090390e4edb5f,suit,73.8
6595e3b4dc9090390e4edb5f,scarf,91.7
6595e3b4dc9090390e4edb5f,lab coat,99.7
6595e3b4dc9090390e4edb5f,bow tie,116.7
6595e3b4dc9090390e4edb5f,tie,117.6
65512e3cc12f463bc327b7c3,socks,2.5
65512e3cc12f463bc327b7c3,shorts,3.4
65512e3cc12f463bc327b7c3,pants,6.4
65512e3cc12f463bc327b7c3,shirt,8.3
65512e3cc12f463bc327b7c3,tank top,10.1
65512e3cc12f463bc327b7c3,sweater,12.1
65512e3cc12f463bc327b7c3,sun hat,14.0
65512e3cc12f463bc327b7c3,gloves,15.8
65512e3cc12f463bc327b7c3,shorts,20.9
65512e3cc12f463bc327b7c3,patches,37.6
65512e3cc12f463bc327b7c3,bra,44.4
65512e3cc12f463bc327b7c3,suit,82.7
65512e3cc12f463bc327b7c3,tie,83.5
65512e3cc12f463bc327b7c3,dress,87.2
