Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
simdrop,6.107142857142857,2.95609884952504,forage_dynamic,4.203007042829385,1.7830252201191616,2.8023628784529993,0.8465034747161286,,
