Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5c1942e200849900010afdcd,0.48916159690800953,0.11318121780898031,7.392166086055905,0.5426730367763329,60.0,simdrop,18,3.1578947368421053,0.9874559494365115
5c4a428161c51f0001e96b3f,0.5168355481396284,0.09683066420650688,7.079238675409256,0.6468477699170594,71.0,simdrop,20,3.380952380952381,1.430157849302972
5d3cc9010e510a00013df6f6,0.4773634559959939,0.08877223416565884,7.502681650323984,0.6138955221566905,26.0,simdrop,9,2.6,0.66332495807108
5e7fefe06c12706d47e35211,0.45342116019638,0.10876600634853692,7.468249672633665,0.6984690246169029,33.0,simdrop,10,3.0,0.8528028654224418
5e8a76b3939b3072dc76fb5c,0.48268069429371024,0.12008727768281817,7.43242075211568,0.6404046756448785,37.0,simdrop,11,3.0833333333333335,1.1873172373979173
5ed9311e1a69d449577bb8cf,0.4501590033714847,0.10712320691437185,7.5718228681784625,0.5874672504974161,36.0,simdrop,9,3.6,1.4966629547095764
5f6c102b6ec04317fc9a8127,0.3899717940289639,0.09312419739639985,7.545905966459515,0.6261180712607262,31.0,simdrop,11,2.5833333333333335,0.4930066485916347
5fc6df58f380620a09116434,0.46984855583044755,0.11101052057969807,7.337764119894792,0.5899566596671832,56.0,simdrop,17,3.111111111111111,0.8089010988089465
60da4f9aa1ced7efeecca18a,0.48571040691906137,0.10523502757033747,7.304115552268004,0.6720306871459288,49.0,simdrop,15,3.0625,1.6758859597239903
60fcf1a04c245326d05076e0,0.4799355772137875,0.10993602477147202,7.514357772013093,0.5742985117058808,29.0,simdrop,10,2.6363636363636362,1.0679400113155209
61035836646fb6ee2152f950,0.4381137906216143,0.11227377325745189,7.471321035891139,0.4830240946791405,23.0,simdrop,5,3.8333333333333335,1.5723301886761005
65512e3cc12f463bc327b7c3,0.43990419540059683,0.12689571045914777,7.461300248023817,0.6727506971473783,25.0,simdrop,7,3.125,1.3635890143294642
65778c02cde55736bb830eca,0.4642059854298987,0.09898921505703197,7.316251784455916,0.7001598427325741,28.0,simdrop,9,2.8,0.9797958971132713
6595e3b4dc9090390e4edb5f,0.4550010471420569,0.08669832391318463,7.552878413800041,0.4494173512153268,35.0,simdrop,11,2.9166666666666665,1.0374916331657276
