Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
5c1942e200849900010afdcd,forage_dynamic_simdrop,9.949468346522995,1.2326578431715878,,16.724757095540145
5c1942e200849900010afdcd,forage_random_baseline,0.0,0.0,,27.444688630783432
5c4a428161c51f0001e96b3f,forage_dynamic_simdrop,9.235997623042412,0.6485533846030875,,24.72546459477984
5c4a428161c51f0001e96b3f,forage_random_baseline,0.0,0.0,,38.4225640830968
5d3cc9010e510a00013df6f6,forage_dynamic_simdrop,8.42074761541682,1.3822928024224206,,10.649863015314644
5d3cc9010e510a00013df6f6,forage_random_baseline,0.0,0.0,,16.466813178470062
5e7fefe06c12706d47e35211,forage_dynamic_simdrop,6.524682104389839,-1.458412538461594,,20.28556726453476
5e7fefe06c12706d47e35211,forage_random_baseline,0.0,0.0,,27.444688630783432
5e8a76b3939b3072dc76fb5c,forage_dynamic_simdrop,5.934407250670041,0.21605640242545399,,24.73713144706089
5e8a76b3939b3072dc76fb5c,forage_random_baseline,0.0,0.0,,32.93362635694012
5f6c102b6ec04317fc9a8127,forage_dynamic_simdrop,15.617267086318174,-3.255881463343135,,8.428834442192555
5f6c102b6ec04317fc9a8127,forage_random_baseline,0.0,0.0,,16.466813178470062
5fc6df58f380620a09116434,forage_dynamic_simdrop,8.82829670774143,0.8934000323714983,,17.594013343451785
5fc6df58f380620a09116434,forage_random_baseline,0.0,0.0,,27.444688630783432
60da4f9aa1ced7efeecca18a,forage_dynamic_simdrop,5.92355928447529,1.1254201197531506,,40.03724268798698
60da4f9aa1ced7efeecca18a,forage_random_baseline,0.0,0.0,,54.88937726156686
60fcf1a04c245326d05076e0,forage_dynamic_simdrop,5.007826129732049,2.5660741121811865,,26.582485117504177
60fcf1a04c245326d05076e0,forage_random_baseline,0.0,0.0,,38.4225640830968
61035836646fb6ee2152f950,forage_dynamic_simdrop,9.453588777450738,1.5791137137177031,,33.34725692060641
61035836646fb6ee2152f950,forage_random_baseline,0.0,0.0,,54.88937726156686
65512e3cc12f463bc327b7c3,forage_dynamic_simdrop,4.536073945922937,2.4994856829237877,,31.94611615158665
65512e3cc12f463bc327b7c3,forage_random_baseline,0.0,0.0,,43.91150180925349
65778c02cde55736bb830eca,forage_dynamic_simdrop,5.192919990766583,0.7788759140182868,,16.925244371542746
65778c02cde55736bb830eca,forage_random_baseline,0.0,0.0,,21.955750904626747
6595e3b4dc9090390e4edb5f,forage_dynamic_simdrop,5.231901043073261,1.85089170062547,,56.11445357232771
6595e3b4dc9090390e4edb5f,forage_random_baseline,0.0,0.0,,76.84512816619362
