SID,entry
65d54b3b524fcafb543d1b23,christmas
65d54b3b524fcafb543d1b23,new year's
65d54b3b524fcafb543d1b23,ramadan
65d54b3b524fcafb543d1b23,easter
65d54b3b524fcafb543d1b23,resurrection day
65d54b3b524fcafb543d1b23,halloween
65d54b3b524fcafb543d1b23,thanksgiving
65d54b3b524fcafb543d1b23,martin luther king's day
65d54b3b524fcafb543d1b23,labor day
65d54b3b524fcafb543d1b23,valentine's day
65d54b3b524fcafb543d1b23,saint patrick's day
65d54b3b524fcafb543d1b23,april fool's day
65d54b3b524fcafb543d1b23,memorial day
65d54b3b524fcafb543d1b23,4th of july
65d54b3b524fcafb543d1b23,anniversaries
65d54b3b524fcafb543d1b23,columbus day
65b15afd94153c1f50c92493,valentine's day
65b15afd94153c1f50c92493,saint patrick's day
65b15afd94153c1f50c92493,easter
65b15afd94153c1f50c92493,fourth of july
65b15afd94153c1f50c92493,independence day
65b15afd94153c1f50c92493,president's day
65b15afd94153c1f50c92493,christmas
65b15afd94153c1f50c92493,halloween
65b15afd94153c1f50c92493,new year's
65b15afd94153c1f50c92493,saint patrick's day
65b15afd94153c1f50c92493,hanukkah
65b15afd94153c1f50c92493,labor day
65b15afd94153c1f50c92493,thanksgiving
65b15afd94153c1f50c92493,spring break
65b15afd94153c1f50c92493,presidents day
65c25cf77dca9d7ca7d9ebdb,hanukkah
65c25cf77dca9d7ca7d9ebdb,christmas
65c25cf77dca9d7ca7d9ebdb,valentine's day
65c25cf77dca9d7ca7d9ebdb,easter
65c25cf77dca9d7ca7d9ebdb,halloween
65c25cf77dca9d7ca7d9ebdb,veterans day
65c25cf77dca9d7ca7d9ebdb,women's day
65c25cf77dca9d7ca7d9ebdb,mother's day
65c25cf77dca9d7ca7d9ebdb,father's day
65c25cf77dca9d7ca7d9ebdb,chinese new year
65c25cf77dca9d7ca7d9ebdb,new year
65c25cf77dca9d7ca7d9ebdb,new year's eve
65c25cf77dca9d7ca7d9ebdb,christmas eve
65c25cf77dca9d7ca7d9ebdb,thanksgiving
65c25cf77dca9d7ca7d9ebdb,spring break
65c25cf77dca9d7ca7d9ebdb,saint patrick's day
65c25cf77dca9d7ca7d9ebdb,fourth of july
65c25cf77dca9d7ca7d9ebdb,cinco de mayo
60a48adfe091e410f4eaba34,christmas
60a48adfe091e410f4eaba34,new year's
60a48adfe091e410f4eaba34,easter
60a48adfe091e410f4eaba34,fourth of july
60a48adfe091e410f4eaba34,thanksgiving
60a48adfe091e410f4eaba34,halloween
60a48adfe091e410f4eaba34,martin luther king day
60a48adfe091e410f4eaba34,christopher columbus day
60a48adfe091e410f4eaba34,veterans day
60a48adfe091e410f4eaba34,black friday
60a48adfe091e410f4eaba34,valentine's day
63e802622f8052bd67d6c5f0,easter
63e802622f8052bd67d6c5f0,halloween
63e802622f8052bd67d6c5f0,hanukkah
63e802622f8052bd67d6c5f0,thanksgiving
63e802622f8052bd67d6c5f0,presidents day
65e358d9c5e3ee026268b2a7,new year's
65e358d9c5e3ee026268b2a7,valentine's day
65e358d9c5e3ee026268b2a7,st patrick's day
65e358d9c5e3ee026268b2a7,easter
65e358d9c5e3ee026268b2a7,memorial day 
65e358d9c5e3ee026268b2a7,veterans day
65e358d9c5e3ee026268b2a7,fourth of july
65e358d9c5e3ee026268b2a7,mlk.day
65e358d9c5e3ee026268b2a7,thanksgiving
65e358d9c5e3ee026268b2a7,halloween
65e358d9c5e3ee026268b2a7,christmas
65e358d9c5e3ee026268b2a7,the chinese new year
65e358d9c5e3ee026268b2a7,labor day
65e358d9c5e3ee026268b2a7,columbus day
65e358d9c5e3ee026268b2a7,juneteenth
65e358d9c5e3ee026268b2a7,president's day
65e358d9c5e3ee026268b2a7,presidents day
65e862f844f1b7a803bb3c5a,christmas
65e862f844f1b7a803bb3c5a,new year
65e862f844f1b7a803bb3c5a,veterans day
65e862f844f1b7a803bb3c5a,thansgiving day
65e862f844f1b7a803bb3c5a,independence day
65e862f844f1b7a803bb3c5a,labor day
65e862f844f1b7a803bb3c5a,memorial day
65e862f844f1b7a803bb3c5a,veteran's day
65e862f844f1b7a803bb3c5a,columbus day
65e862f844f1b7a803bb3c5a,memorial day
65e862f844f1b7a803bb3c5a,martin luther king day
65e862f844f1b7a803bb3c5a,juneteenth
65e862f844f1b7a803bb3c5a,democracy day
65e862f844f1b7a803bb3c5a,easter day
65e862f844f1b7a803bb3c5a,inauguration day
65cc19b4b3d48a22dfc6756d,christmas
65cc19b4b3d48a22dfc6756d,new year's
65cc19b4b3d48a22dfc6756d,valentine's day
65cc19b4b3d48a22dfc6756d,st. partrick's day
65cc19b4b3d48a22dfc6756d,presidents day
