SID,entry
538590,stapler
538590,monitor
538590,mouse
538590,paper
538590,printer
538590,pencil
538590,pen
538590,paper
538590,ruler
538590,tape
538590,folder
538590,paper
538590,divider
538590,notebook
538590,sharpener
538590,paper
538590,eraser
538590,keyboard
538590,pen
538590,stapler
538590,monitor
538590,mouse
538590,paper
538590,printer
538590,pencil
538590,pen
538590,paper
538590,ruler
538590,tape
538590,folder
538590,paper
538590,divider
538590,notebook
538590,sharpener
538590,paper
538590,eraser
538590,keyboard
538590,pen
4144,stapler
4144,tape
4144,tape
4144,scissors
4144,highlighter
4144,notebook
4144,paper
4144,paper
4144,desk pad
4144,pencil
4144,folder
4144,cable ties
4144,pencil
4144,pen
4144,eraser
4144,keyboard
4144,eraser
4144,marker
4144,bookends
4144,post-it
929641,paper
929641,note pad
929641,post-it
929641,notebook
929641,notebook
929641,printer
929641,paper
929641,note pad
929641,paper
929641,monitor
929641,keyboard
929641,mouse
929641,ruler
929641,scissors
929641,pencil
929641,pencil
929641,sharpener
929641,ink
929641,printer
929641,notebook
929641,tape
929641,tape
929641,cork board
929641,bookends
929641,tape
929641,scanner
929641,scanner
929641,scanner
395439,paper
395439,printer
395439,stapler
395439,pen
395439,pencil
395439,eraser
395439,paper
395439,thumbtack
395439,notebook
395439,folder
395439,notebook
395439,cable ties
395439,tape
395439,desk chair
910517,pencil
910517,pen
910517,printer
910517,paper
910517,printer
910517,fax machine
910517,mouse
910517,monitor
910517,stapler
910517,tape
910517,paper
910517,eraser
910517,folder
910517,binder
910517,binder
910517,paper
910517,thumbtack
910517,push pin
910517,post-it
910517,notebook
910517,highlighter
910517,printer
910517,ink
910517,keyboard
