 democratic republic of the,5.652548017667561,449312.0
 north,8.634287650665073,430811860.0
 republic of the,6.342848475428861,2202158.0
 south,8.672918559246016,470889015.0
afghanistan,7.123134397822093,13278053.0
albania,6.629306416420045,4258988.0
algeria,6.872495647638445,7455824.0
andorra,5.716890235580247,521063.0
angola,6.757166141142259,5716973.0
antigua and barbuda,5.477176261870325,300038.0
argentina,7.274644794518799,18821091.0
armenia,6.627927924558627,4245491.0
australia,7.972595512110607,93884849.0
austria,7.5265005697394285,33612481.0
azerbaijan,6.3505412619668755,2241513.0
bahamas,6.560029956726571,3631031.0
bahrain,6.395513352859823,2486070.0
bangladesh,6.9345183980320435,8600395.0
barbados,6.657315204176385,4542712.0
belarus,6.246663010386444,1764668.0
belgium,7.46328081440588,29059010.0
belize,6.410050890729662,2570697.0
benin,6.3494080876584755,2235672.0
bhutan,6.191648833300569,1554708.0
bolivia,6.874513417416665,7490545.0
bosnia and herzegovina,6.066866127450825,1166450.0
botswana,6.569351550482604,3709809.0
brazil,7.57518875740713,37600079.0
brunei,6.3540215715639725,2259548.0
bulgaria,7.0019671914632475,10045399.0
burkina faso,5.980663633702406,956453.0
burundi,6.198409358511088,1579099.0
cabo verde,4.810239240767848,64601.0
cambodia,6.8172592724971315,6565371.0
cameroon,6.503179518100962,3185514.0
canada,8.273589737142615,187754233.0
central african republic,5.904144042423664,801944.0
chad,6.645714484612034,4422975.0
chile,7.27945686259455,19030792.0
china,8.217304135401733,164931700.0
colombia,7.128062883389124,13429594.0
comoros,5.645453710345406,442032.0
congo,7.023104033172935,10546395.0
costa rica,6.8618792602417304,7275775.0
cote d'ivoire,5.212286175399884,163037.0
croatia,6.580019194601579,3802062.0
cuba,7.423112139813253,26491841.0
cyprus,7.003994239761043,10092395.0
czech republic,6.54417176630251,3500836.0
denmark,7.393823145336955,24764134.0
djibouti,5.933849049203987,858715.0
dominica,6.216633474096111,1646772.0
dominican republic,6.598764032589808,3969758.0
ecuador,6.855262015990612,7165756.0
egypt,7.722251072948253,52753475.0
el salvador,6.702802371125634,5044317.0
equatorial guinea,5.762746065395614,579090.0
eritrea,6.186174862804537,1535235.0
estonia,6.553400910626645,3576028.0
ethiopia,6.9437345975649984,8784855.0
fiji,6.720272618800726,5251370.0
finland,7.243670318051807,17525496.0
france,8.285608341236559,193022680.0
gabon,6.205020751786275,1603322.0
gambia,6.333263239749756,2154087.0
georgia,7.728036550039479,53460935.0
germany,8.187393546998118,153954911.0
ghana,6.955301378641084,9021970.0
greece,7.542505125578001,34874270.0
grenada,6.4516424652946815,2829062.0
guatemala,6.986001320331291,9682808.0
guinea,7.388349446119236,24453974.0
guinea-bissau,5.690952334437966,490854.0
guyana,6.419778196395157,2628925.0
haiti,6.8346871757166525,6834192.0
honduras,6.817310270587898,6566142.0
hungary,7.349436700742083,22358193.0
iceland,6.887962236161365,7726134.0
india,8.290123637060331,195039977.0
indonesia,7.278177824973954,18974827.0
iran,7.353218184450308,22553720.0
iraq,7.353347604011685,22560442.0
ireland,7.946118486607993,88332086.0
israel,7.899599612440994,79359626.0
italy,7.933016308971046,85707003.0
jamaica,7.166270369489726,14664605.0
japan,8.137370400273742,137205146.0
jordan,7.41865163556341,26221144.0
kazakhstan,6.446314060106358,2794564.0
kenya,7.154319876047989,14266580.0
kiribati,5.692739433509087,492878.0
korea,7.601141443250352,39915488.0
kosovo,6.51678953034667,3286923.0
kuwait,6.834468327214806,6830749.0
kyrgyzstan,5.917240230588678,826495.0
laos,6.686935168302564,4863346.0
latvia,6.523742956033598,3339973.0
lebanon,7.139846607512495,13798968.0
lesotho,6.326046508044663,2118588.0
liberia,6.7104406375381584,5133820.0
libya,6.774295163445799,5946962.0
liechtenstein,5.993970722988319,986213.0
lithuania,6.677328951789303,4756954.0
luxembourg,6.898044473052785,7907596.0
madagascar,6.659444587281746,4565040.0
malawi,6.535165078693825,3428981.0
malaysia,7.147612860061817,14047947.0
maldives,5.885846137576511,768858.0
mali,6.5009538953496815,3169231.0
malta,6.839849144570309,6915907.0
marshall islands,5.997378956762175,993983.0
mauritania,6.185782890670649,1533850.0
mauritius,6.63202582046448,4285740.0
mexico,8.019024555271098,104477929.0
micronesia,6.140932388368469,1383351.0
moldova,6.090617405500102,1232019.0
monaco,6.2714779940067205,1868435.0
mongolia,6.605513845246769,4031938.0
montenegro,6.313592853565583,2058699.0
morocco,7.103459705582124,12689944.0
mozambique,6.663373243901691,4606523.0
myanmar (formerly burma),3.9193396367874134,8305.0
namibia,6.612373837535003,4096131.0
nauru,5.875694870914255,751095.0
nepal,6.886913927827348,7707507.0
netherlands,7.591082947229285,39001647.0
new zealand,7.635987537690202,43250142.0
nicaragua,6.956380769697365,9044421.0
niger,6.72921364507392,5360603.0
nigeria,7.284513072784526,19253650.0
norway,7.405097684008376,25415443.0
oman,6.523303104172999,3336592.0
pakistan,7.5225373685999,33307142.0
palau,6.077610243030857,1195667.0
panama,7.313043198090779,20560951.0
papua new guinea,6.500138047382182,3163283.0
paraguay,6.678210348667214,4766618.0
peru,7.262624179727242,18307295.0
philippines,7.413817908576385,25930919.0
poland,7.526356584197119,33601339.0
portugal,7.309334278048032,20386106.0
qatar,6.31484412668801,2064639.0
romania,6.896899561247143,7886777.0
russia,7.896665935324718,78825355.0
rwanda,6.513802437905671,3264393.0
saint kitts and nevis,4.868938178332911,73950.0
saint lucia,5.406965750758948,255250.0
saint vincent and the grenadines,5.083423780342954,121178.0
samoa,6.682176496126998,4810348.0
san marino,5.933607233745298,858237.0
