accessories,air fresheners,allergy medications,antiperspirant,apparel,baby backpacks,baby bibs,baby bottles,baby bouncers,baby carriers,baby diaper cream,baby food,baby formula,baby gates,baby lotion,baby mobiles,baby monitors,baby oil,baby play mats,baby powder,baby products,baby proofing accessories,baby rattles,baby shampoo,baby slings,baby swings,baby teethers,baby toys,baby utensils,baby walkers,baby wipes,baby wraps,babyproofing products,bakeware,bandages,bath towels,batteries,beauty products,bedding,body wash,booster seats,bottle sterilizers,bottle warmers,breast pumps,bug spray,candles,car seats,child harnesses,child monitors,child safety locks,childproofing kits,cleaning supplies,cleaning tools,cold and flu remedies,conditioner,cookware,coolers,cutting boards,dental care accessories,dental floss,deodorant,diapers,digestive aids,dish drying rack,dish scrubbers,dishwasher tablets,dishwashing liquid,disposable cups,disposable cutlery,disposable plates,disposable tableware,electronics,facial tissue,feminine hygiene products,first aid supplies,foil and plastic wrap,food storage containers,gardening supplies,hand sanitizer,hand soap,health and wellness products,high chairs,home decor,home fragrance,household items,ice packs,incontinence products,insect repellent,insulated containers,kitchenware,laundry products,light bulbs,lunch bags,menstrual cups,moisturizers,mouthwash,napkins,nursing covers,nursing pads,nursing pillows,office supplies,oral care products,oven mitts,pacifiers,pads,pain relievers,paper goods,paper towels,party supplies,personal care products,pet supplies,plasticware,pot holders,razors,school supplies,shampoo,shaving cream,shoes,small appliances,soap bars,sponges,stationery,storage solutions,strollers,sunscreen,supplements,tampons,tissues,toilet paper,toiletries,toothbrushes,toothpaste,trash bags,utensils,vitamins,ziplock bags
-0.061791386,0.037586134,-0.0068790447,0.06282414,0.016800765,0.004996109,0.00039638815,0.023445936,-0.05475461,0.0047984603,0.032717675,-0.022759538,-0.02031537,0.038319994,-0.012546877,-0.030631306,0.02128532,-0.04822329,0.02817588,0.053514116,0.034506552,-0.0044549187,-0.012011227,0.009921091,0.013675021,0.010502277,0.0030894547,-0.024974924,0.0014135453,0.05226445,-0.028069919,-0.035211243,0.06879675,-0.02983473,-0.04723892,0.030135322,0.003925595,0.017331248,-0.04394722,-0.013986104,0.043537844,0.054620236,0.041729916,-0.046367038,-0.019109068,-0.023938982,-0.0119634075,0.046330497,-0.0023786686,0.041043766,0.015118543,-0.014330933,-0.055741973,-0.06322403,-0.0012142753,-0.009593137,0.0033831445,0.020615457,-0.010389511,-0.014058458,0.04957891,0.051299214,0.06745863,0.041932665,0.018820632,0.038287736,0.035597213,0.02926287,0.00030682658,0.035807766,0.023191966,-0.064339906,-0.02782273,0.043913525,-0.011820804,0.053983208,0.073500834,0.05685611,0.011797736,-0.044231996,-0.026584249,-0.038809467,-0.06606749,-0.04595591,-0.05919572,0.011058335,0.07616046,-0.010708474,0.028605746,-0.015280059,0.06801403,0.012134949,-0.033802543,-0.0043516583,0.01807049,0.0020187856,0.013403558,-0.01109864,0.027028153,-0.023877585,-0.01739142,0.04138548,0.012017759,0.040187344,0.018381994,-0.041609533,-0.01691216,0.00030564558,-0.030633109,-0.005653051,-0.017515311,0.031651493,0.0072075543,0.04569464,0.0047919434,-0.007833422,-0.03126929,-0.06261474,-0.08182927,-0.024796871,0.02348364,-0.017226836,0.013960325,0.04265683,0.03765479,-0.059086233,0.0514035,-0.031477917,-0.013403981,-0.018512223,0.03700317,0.010120449,0.009484977,-0.016725011,-0.0077999337,0.008724997
0.03340792,0.022396758,-0.02386554,0.019345766,0.020716442,0.04176586,-0.022438576,-0.022751357,0.033309743,-0.032080784,0.033738025,-0.02584439,-0.06374944,-0.04058393,-0.02295038,0.044635896,-0.012965434,0.012291606,0.0002287572,0.059236594,-0.04081555,0.020069746,0.031108128,-0.010989239,-0.01651622,0.015536038,-0.017141929,-0.0037480118,0.008011572,-0.010076034,-0.0026139847,0.030100375,-0.028087331,-0.007829265,0.0490771,0.03413806,-0.0039833053,-0.026551645,0.04559798,-0.009970616,-0.015719794,-0.046453997,0.006823451,0.0017287428,0.030580753,0.021836335,-0.0029274889,0.022219045,0.027806357,0.06870704,-0.019859552,-0.020079156,-0.043403167,-0.005063318,-0.005050585,-0.017816857,0.018853392,-0.026612567,0.004336886,0.005634508,-0.03616489,-0.038541097,-0.024387728,0.056147143,0.03083594,0.0013922652,0.0022622733,-0.06260107,-0.031176567,-0.044254087,-0.045126166,0.003444684,0.0531178,0.005406449,-0.030940028,0.046922896,0.024390219,-0.028813645,-0.0026070962,-0.013714046,-0.01292721,0.007393816,0.048935246,0.0004469347,0.01190643,0.013346491,0.028482167,-0.022694526,0.039169528,-0.018334199,0.0060282373,-0.020592907,0.02600567,-0.022760464,0.008288919,-0.0035299826,0.034294087,0.026862063,0.013439534,0.034402605,0.048987973,-0.03909873,-0.02697332,-0.029337069,0.016219167,-0.056845,-0.044134036,-0.009446759,-0.020125234,-0.024271794,0.0052231,-0.00039253983,0.01151553,-0.06746959,-0.023113746,-0.010990663,0.008322961,0.017971694,-0.0028427737,0.023179425,0.01136086,-0.020624515,0.0063086557,-0.020133857,0.0029290728,-0.051427096,-0.028418368,0.026856521,-0.055274747,-0.03692693,-0.04534858,0.021018475,0.032933604,0.022704529,-0.06735281,0.05058066
0.00017183177,-0.0009497719,0.050871953,-0.014104078,-0.03257763,-0.0034962862,-0.04833522,-0.027306903,-0.0374632,-0.019691607,-0.06738761,0.04919926,-0.04817467,0.0048111645,-0.011275034,-0.01841564,0.019892666,0.04874341,-0.017378012,-0.049037684,0.0015543107,-0.038759544,-0.028863447,0.01246145,-0.046320282,-0.009490877,-0.049303018,0.02911368,0.055505034,-0.050242715,0.039364886,0.038587935,0.027790122,0.027459458,0.06883119,-0.027075628,0.055947073,0.06359866,0.005464104,-0.047787286,0.043504782,-0.017715208,-0.014849166,-0.035040963,0.06746115,0.06860154,-0.011330597,0.018829735,0.04560095,-0.017762052,0.029621089,0.076247565,0.05550861,-0.051834166,-0.046104852,0.073093854,-0.051779684,0.016937364,-0.046922967,0.04319034,0.010869428,-0.06906802,-0.017788172,-0.024476169,-1.4652937e-05,-0.05491031,0.04086084,-0.017267363,0.017179467,0.0017653514,0.030054344,0.041197136,0.021126948,0.031459622,0.04645712,0.07003292,0.05803776,0.07291385,-0.061802533,-0.058581717,0.044774413,0.06769538,-0.0032526774,-0.0067109615,0.013942617,0.0017750419,-0.027129753,0.03847048,-0.03668585,0.04553043,0.002093852,0.044979896,0.053568017,0.039644465,-0.030351352,-0.035980035,0.040329818,0.0283322,0.026314974,0.031634394,0.057608806,0.0224264,-0.06925093,-0.019587247,0.04133454,0.06634371,0.08422043,-0.007218562,0.05317217,-0.039685894,0.051640805,0.06961271,0.013123853,0.07581621,0.06262237,0.029878346,0.03194395,0.060900364,-0.045380164,-0.03183345,0.021280142,0.069811225,-0.040610626,-0.054238237,0.04251928,0.037163593,0.051313937,0.05015722,0.0482058,0.06329903,-0.006603733,0.0045019235,0.021882392,0.06673867,0.052150983,0.016796777
0.03397978,-0.0012477731,0.04233842,0.024642808,0.011068703,0.069609344,0.039079446,0.036523208,0.018317876,0.055304084,0.054542836,0.058746923,0.07174669,-0.043624826,0.052787233,0.065141626,0.03687867,0.059026685,0.04329733,0.03517386,0.06153191,0.013140356,0.055356625,0.060907744,0.04893933,0.049132258,0.03133666,0.031849846,0.06834672,0.018788554,0.012388675,0.038967695,0.008295768,0.037109382,0.02732652,0.012649176,0.05854657,0.022075752,0.019319322,0.05255812,0.030982478,0.02768114,-0.023908926,0.0024010625,-0.013308099,-0.024443723,0.07157566,0.06485466,0.05033639,0.03341325,0.047502156,-0.035014566,0.0040529766,-0.016304037,0.054185625,0.041652367,0.0078419605,-0.00025530803,-0.0034197832,0.019701665,0.01657852,0.023857838,0.036852404,0.048124943,0.05493967,0.009450669,0.061322466,0.029005984,0.018169498,0.011997783,0.011559343,0.014863433,0.033437535,0.006242221,-0.0007421918,-0.0051735877,0.05878536,0.026824692,-0.045012202,0.020355625,0.049857277,0.05450883,-0.013731383,0.022106107,-0.003083377,0.05737457,-0.032870784,0.009925715,0.055953998,0.01872215,0.011159534,0.01105917,0.064981304,0.013777366,0.019811414,0.01407999,0.006978741,-0.043392733,-0.032819662,-0.037531484,0.038944855,-0.058212146,-0.01724783,0.009768853,0.011395712,0.053096022,0.0028223319,0.002872198,0.010546493,0.009334489,0.05035483,0.021855878,0.03802006,0.03336093,0.026515458,0.058344595,0.036003362,0.042452507,-0.008029397,0.012904584,0.017993314,0.017516864,0.0454246,0.060748797,-0.02315407,-0.0283012,0.0056639,0.022938216,0.029854406,-0.031049455,0.012588344,0.010749404,-0.010455997,0.05659263,-0.009262439,0.05523671
-0.038364228,-0.024374329,-0.046550848,0.045341015,-0.04785953,-0.07105789,-0.03651805,-0.03412366,-0.020027561,-0.03268328,-0.02501693,-0.06399366,-0.049092527,0.025006924,0.012412141,-0.041979857,-0.042670704,0.037338357,-0.035385825,0.038949315,-0.07806386,-0.0549293,-0.02748343,-0.02643898,-0.002601,-0.06730581,-0.0621045,-0.068746,-0.034671765,-0.02762336,0.022173315,-0.048606426,-0.0012164048,0.05122007,0.048826464,0.05454588,0.018545443,-0.028767968,0.036534417,0.05190375,-0.05700457,-0.017969944,-0.050793465,0.03690471,0.047081266,0.05296815,-0.06030274,-0.08361286,-0.08537684,-0.08465265,-0.013991549,0.055866122,-0.035690855,0.068133846,0.04978669,0.0123895295,-0.041966632,-0.05769749,0.012631882,0.0011571505,0.004603458,0.0022635448,0.07466756,0.04256053,0.033714045,-0.030374005,0.0634167,0.014779989,-0.0049665235,0.031238774,-0.018974526,-0.034431536,0.076054454,-0.019989697,0.058601733,0.024231622,-0.015544075,0.0056465515,0.04162432,0.032080226,-0.00076357205,0.0058838776,-0.0045416728,0.012275935,-0.031471033,0.019658156,-0.06874292,0.049823966,0.0066047036,0.02827702,-0.032467555,0.015546945,-0.04538113,0.021311756,-0.0410688,0.060868397,0.049282417,0.009836766,0.055969723,0.034645353,0.05143298,-0.007578256,-0.027922874,-0.025363611,0.0033218893,0.013297731,0.0064868485,0.057277806,0.027534187,-0.06508662,0.024830082,-0.086860724,-0.027994407,-0.053294815,-0.06203454,0.032046825,0.0054341955,-0.06935891,-0.055075455,0.004272821,-0.0015391955,-0.0095588565,-0.07588043,-0.009356519,-0.04883326,-0.04486094,0.0075385827,0.046411056,0.022920841,-0.020328347,-0.037935376,0.056891553,-0.010427525,0.003968578,0.004750647,-0.023048038
0.03776292,-0.042789925,0.06227393,0.057646155,0.077966474,0.06638623,0.050758485,0.055068888,0.07428593,-0.03134672,-0.045095004,0.04462221,0.010584274,-0.005897363,-0.007884062,-0.00039514707,-0.004136619,-0.018109968,0.011449555,0.04202869,0.01097837,0.027667964,0.0050635077,0.055892896,0.04815433,0.08126753,0.04264178,0.034330763,0.034230907,0.04573614,0.024065094,0.042751268,-0.029931258,-0.0038033596,-0.015946046,0.07751463,-0.020806504,-0.0134792235,-0.021525718,-0.0036898272,0.0005017833,0.023726977,0.045197573,-0.009864671,-0.03375198,-0.05873888,-0.019009728,0.040178355,-0.0018758964,0.06014325,-0.0077158795,0.030199595,0.01424001,0.05307213,-0.010417095,0.06255292,0.017748347,-0.04848623,-0.009107939,-0.05851303,-0.011299772,-0.04932023,-0.0664491,0.070012614,-0.0021728312,0.053115465,-0.008781432,0.041390173,0.015968941,0.048600037,0.05638392,-0.027776774,-0.0008402265,-0.032858174,0.06273524,-0.0607925,0.016289687,0.039944295,0.027627878,0.019629417,-0.04693923,-0.0105981985,0.04129884,0.072271,0.04026758,0.025791403,0.014797327,-0.018871358,-0.021181637,0.008975666,0.07321821,-0.080959536,0.05110515,-0.007459797,0.03597628,0.0049341023,0.04309334,0.015385447,0.0012613457,-0.005169963,0.061138835,-0.0343432,-0.027077302,0.005698863,0.024391849,0.03793737,0.025911476,0.018779876,0.02264242,0.05672457,0.036500532,0.05998618,0.037007704,-0.036072187,0.08061156,0.024796009,0.008685463,0.00030849772,0.049713053,-0.05827925,0.047714047,0.023622852,0.0020494654,0.043760423,0.034600962,0.025952987,0.042258333,-0.019686105,0.026462676,-0.03404585,0.048342664,0.046615556,-0.05622259,-0.004471021,0.041914433,-0.0475181
-0.06773829,0.031618197,-0.046749763,0.018188234,-0.059458327,-0.021476127,-0.021071123,-0.041182388,-0.008710322,-0.003272706,-0.03094272,-3.6344623e-05,-0.052758127,-0.07291362,-0.035662018,0.03233512,-0.030318117,-0.02291939,-0.059640154,-0.023819115,-0.020663122,-0.059267975,-0.041227046,-0.03231587,-0.04236588,-0.06163355,-0.020564318,-0.07674473,-0.028442584,-0.038577694,0.005084673,-0.0077314414,0.034794215,-0.027633155,-0.009984618,-0.043383732,0.021356622,0.034823794,-0.036015257,-0.016289951,0.067347415,-0.037825964,-0.0010509772,-0.018542457,0.004807396,0.02692969,0.06446266,-0.03215846,0.003898258,0.033910327,-0.035306532,0.02518144,-0.024441896,0.015880173,-0.014753936,-0.04342437,0.04871654,0.026727654,-0.04992689,0.049857903,0.049913265,-0.034143783,-0.021251807,-0.03656903,0.03618394,-0.0013501265,0.016126603,0.043684013,0.07435897,0.04827887,0.04027414,-0.010181694,-0.0046717855,-0.0025791144,0.05243528,0.052388772,-0.012089262,-0.008744847,0.017322985,-0.052183595,0.011094777,0.080448024,-0.054689597,0.0076571177,0.05369022,0.053818714,-0.01789705,0.013699339,0.023074718,-0.036480114,-0.015278906,0.007772725,-0.04622528,0.0033712604,-0.027147863,0.0091716545,0.018237509,-0.02447059,-0.032130886,-0.040068295,0.058821037,0.00501637,-0.0031714141,-0.056873452,0.031100588,-0.03924629,0.017107766,0.029966017,0.03200192,0.0007135875,-0.081297174,0.020886943,-0.06481318,0.074777,0.01889211,0.03210454,0.06285782,-0.06487991,-0.05351662,0.00094890146,0.008598026,-0.007873295,-0.006791455,-0.025121573,0.021316929,0.011604904,0.06261698,0.012655761,0.067666724,0.06607495,0.03970302,0.041832954,0.018798813,-0.0056179445,-0.006766661,0.030423986
0.03815172,-0.047985956,-0.048408013,-0.07234581,-0.039556913,-0.0020574192,0.024435738,-0.010909391,0.01988695,-0.00975922,-0.035561316,-0.002410626,-0.03347922,-0.034703378,-0.017936861,0.023811812,0.025125291,-0.0005095121,-0.010648853,-0.043957144,0.03748736,0.062518835,-0.0039054179,-0.05969441,0.00971451,0.021857671,-0.018305179,-0.022174492,0.0007819105,-0.020722268,-0.060193308,0.045583695,0.02405952,-0.042294215,0.03716493,-0.041055262,-0.015755977,0.04698213,-0.032647397,0.003406027,0.023666946,0.028474543,0.0260126,0.025720837,0.010831732,-0.017642457,-0.02218568,0.0055592535,0.026123427,0.06720066,0.04281312,-0.036120072,-0.018508883,-0.013819478,-0.05454602,-0.027379453,-0.008085053,0.025398029,0.02557544,-0.006360832,-0.043445498,-0.045509655,0.03868896,0.010822566,-0.019382337,0.018242918,-0.017715048,-0.0144736115,0.032501828,0.015717486,0.008853322,-0.06699652,-0.009556187,0.014692936,0.04575631,0.06817202,0.03510671,-0.036848698,-0.034069847,0.0019187772,0.049420282,-0.00794457,0.007974367,-0.07527951,-0.014463338,0.033714745,0.022079356,-0.039985716,0.0019597036,-0.016830482,-0.008703107,-0.049952354,0.015716095,0.023050731,-0.059168387,-0.042087406,-0.024173878,0.068197064,0.032577995,-0.0073866826,-0.001684818,-0.003654799,0.03343229,-0.029345,0.03564458,-0.031798717,0.0405973,-0.013931383,-0.022482056,0.013247057,-0.027732184,0.013589184,0.0010756699,-0.03960958,0.034353334,-0.06293506,-0.0049698655,-0.01982521,-0.038399607,0.027054772,-0.029681826,0.024735088,0.0042562755,0.02556632,-0.035529297,-0.016017398,-0.007928607,-0.019987037,0.007050054,-0.035356052,-0.0046521793,-0.011949403,0.05739647,-0.016425755,0.0030029258,-0.005228314
0.022683108,-0.066794,-0.02030466,0.035397947,-0.017738707,-0.04417331,-0.055763334,-0.07539138,-0.036395453,-0.06985787,0.045925252,0.03319097,0.034232736,-0.064088196,0.042583622,-0.039965276,-0.057030424,0.0045529115,-0.054039765,0.009860866,0.0060966285,-0.006918057,-0.036757573,0.025800003,-0.010541131,-0.045564238,-0.015561817,-0.04397842,-0.02318053,-0.07942097,-0.06929673,-0.07836239,-0.058151267,-0.017305009,-0.058924977,-0.0701402,-0.07266286,-0.03370673,-0.03359719,0.015075415,-0.07093173,0.0022197755,-0.076279074,-0.07458598,0.04248876,-0.06838721,-0.048008516,0.046576086,-0.028324097,-0.033960268,-0.08489166,0.03227034,0.0139779,-0.03740817,0.07232873,-0.032948535,-0.078143,-0.044258885,-0.04081387,-0.03583768,0.039651524,-0.05981114,0.017967403,-0.014416271,-0.016535413,-0.07110043,0.0018946694,-0.077876434,-0.065743014,-0.0827925,-0.04884734,0.04055984,-0.011349286,0.0010608198,0.009989634,0.018921694,-0.04673784,0.01946578,0.012526935,0.046639726,0.048603687,-0.08265544,0.043313906,0.064684294,-0.006689538,-0.07564109,-0.02639154,-0.012726473,-0.06840213,0.012716881,0.022141654,-0.08268983,-0.043240562,-0.070999555,0.055637483,0.031785034,-0.065682255,-0.04910452,-0.048968777,-0.068298794,-0.008670165,-0.02306848,-0.06844974,-0.0731923,-0.07541386,-0.07036754,0.011933076,-0.03222824,-0.018080467,0.026436744,-0.011211014,-0.0033944254,-0.08600609,-0.05888363,-0.024488922,0.016135396,0.017918255,-0.083058506,-0.07789686,-0.04820135,-0.07259481,-0.008881923,-0.039071336,-0.0086867735,0.018048253,-0.0675741,-0.068979315,-0.015401699,0.038752623,0.0142677445,-0.06503058,-0.028187573,-0.07558825,-0.022239298,-0.07028383,-0.072130956
-0.047332607,0.049888834,0.04164765,0.04879995,-0.060180046,-0.039539233,0.036726296,0.05154611,-0.026427807,0.007230831,0.016410777,0.043338683,0.0124444375,0.029929092,0.048013322,0.026261378,-0.008466882,0.05457863,0.049976703,0.03823093,-0.017403526,0.021755481,0.08327899,0.05053444,0.06374029,0.07249987,0.07646287,0.04105523,0.060114503,0.06621456,0.06367874,0.03521851,-0.02378772,0.02828503,0.028157976,0.05074961,0.0383642,-0.05479148,0.045781296,-0.024991352,-0.06572154,0.05156831,0.02330136,0.03278493,0.058727726,0.02840215,-0.057417035,0.015525474,-0.045551334,-0.04203743,-0.0339575,0.038322374,0.068743795,0.076854646,0.06917659,-0.033473026,-0.022956518,0.027939867,-0.03809091,0.047683816,0.032645524,-0.0042509185,0.059393454,0.016165735,0.036067966,0.032724835,0.05462953,0.013171492,-0.0017529128,-0.033508316,-0.015703706,-0.017156715,0.039123338,0.001119494,-0.05701132,-0.009720142,-0.05866193,-0.053997096,0.048256904,0.023467384,0.04280421,0.024396451,-0.05381574,0.011905577,0.038611684,0.025159167,-0.019262908,0.049826518,0.036618296,0.033620622,-0.011780893,-0.0008712816,-0.038790323,0.063684314,0.05890123,0.052013088,0.04380578,-0.053067084,0.041984793,0.052534696,-0.07902655,-0.015580724,0.011326288,0.05437772,0.031613495,0.084570214,-0.04315738,0.0644549,-0.0769269,-0.06379804,-0.078748204,0.02453836,-0.025931675,-0.023824861,-0.07043322,0.05053463,0.035700697,0.013454904,0.04268156,0.010107057,0.05571806,-0.009141284,-0.038337894,-0.037971016,0.026550863,-0.0030190574,0.031423252,0.027382303,-0.0009063418,-0.035352975,0.066059105,0.06442886,-0.029012902,0.0626615,0.041382127,-0.018270215
