SID,entry
787646,thanksgiving
787646,christmas
787646,easter
787646,labor day
787646,halloween
787646,groundhog day
787646,cinco de mayo
610108,christmas
610108,easter
610108,labor day
610108,thanksgiving
610108,halloween
610108,earth day
898793,halloween
898793,christmas
898793,thanksgiving
898793,kwanzaa
898793,hanukkah
898793,labor day
898793,ramadan
898793,chinese new year
547183,christmas
547183,halloween
547183,easter
547183,halloween
547183,halloween
547183,thanksgiving
547183,memorial day
547183,cinco de mayo
547183,easter
547183,christmas
547183,easter
547183,easter
920371,christmas
920371,earth day
920371,ramadan
920371,hanukkah
920371,kwanzaa
920371,thanksgiving
920371,labor day
920371,easter
920371,passover
