1.0,0.4167,0.25,0.1667,0.3333,0.3333,0.25,0.1667,0.1667,0.3333,0.0833,0.0833,0.0,0.3333,0.1667,0.0,0.1667,0.1667,0.0833,0.0833,0.0833,0.3333,0.0833,0.4,0.25,0.0833,0.0833,0.3846,0.0882,0.1143,0.1111,0.0833,0.0952,0.125,0.12,0.0909,0.08,0.08,0.1111,0.08,0.1667,0.125,0.2273,0.2353,0.1905,0.25,0.1875,0.0833,0.25,0.3333,0.0833,0.1667,0.3333,0.1667,0.0,0.3333,0.0,0.0,0.3077,0.25,0.1667,0.0,0.25,0.0,0.5,0.4167,0.25,0.1667,0.25,0.4286,0.3158,0.1667,0.3846,0.3077,0.25,0.2308,0.0
0.4167,1.0,0.3636,0.1818,0.2727,0.1818,0.2727,0.1818,0.1818,0.1818,0.0,0.0909,0.0,0.2,0.0909,0.0909,0.1818,0.0909,0.1818,0.0909,0.0,0.2727,0.0909,0.1333,0.1818,0.1818,0.0,0.1538,0.1176,0.0857,0.0741,0.0833,0.0476,0.125,0.08,0.0455,0.08,0.12,0.1111,0.08,0.0833,0.125,0.1364,0.1176,0.0952,0.15,0.125,0.0,0.2727,0.0909,0.0,0.1818,0.2727,0.0909,0.0667,0.2727,0.0909,0.0909,0.1538,0.1667,0.2727,0.0,0.1818,0.0,0.25,0.2727,0.1818,0.1818,0.1818,0.2143,0.1579,0.1818,0.2308,0.1538,0.1818,0.2308,0.0
0.25,0.3636,1.0,0.2222,0.3,0.2222,0.2222,0.0,0.2222,0.1,0.1,0.1111,0.1,0.2667,0.2,0.0,0.2222,0.1111,0.1111,0.0,0.0,0.2222,0.1111,0.2,0.2,0.2222,0.1111,0.2308,0.1176,0.1429,0.1481,0.125,0.1429,0.1667,0.12,0.1364,0.12,0.12,0.2222,0.12,0.125,0.1667,0.2273,0.1765,0.1905,0.2,0.1875,0.1111,0.2222,0.0909,0.0,0.1,0.2222,0.1111,0.1333,0.1111,0.1111,0.2222,0.2308,0.1667,0.1,0.0,0.2222,0.1,0.1667,0.2,0.1111,0.1111,0.1818,0.1429,0.1579,0.2222,0.2308,0.0769,0.1,0.1538,0.0
0.1667,0.1818,0.2222,1.0,0.4,0.2222,0.2222,0.2222,0.25,0.2,0.0,0.125,0.2,0.2667,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.125,0.2667,0.4,0.0,0.0,0.1538,0.1176,0.0857,0.0741,0.0833,0.0952,0.0833,0.12,0.0909,0.08,0.08,0.1111,0.08,0.0833,0.0833,0.0909,0.1176,0.1429,0.1,0.125,0.125,0.75,0.3636,0.3333,0.2,0.25,0.1111,0.1333,0.2222,0.0,0.125,0.3077,0.25,0.3,0.0,0.25,0.0,0.1667,0.2,0.2222,0.2222,0.1818,0.2143,0.1579,0.2222,0.1538,0.2308,0.2,0.1538,0.0
0.3333,0.2727,0.3,0.4,1.0,0.3,0.3,0.1,0.3,0.2,0.0,0.4,0.0,0.2667,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.3,0.1,0.3333,0.3,0.1,0.2,0.3077,0.1176,0.1429,0.1111,0.125,0.1429,0.125,0.12,0.1364,0.12,0.12,0.1667,0.12,0.125,0.125,0.2273,0.1765,0.1905,0.25,0.1875,0.1,0.2,0.2727,0.2,0.4,0.4,0.2,0.2,0.3,0.1,0.3,0.3846,0.4167,0.3,0.1,0.2,0.1,0.3333,0.3,0.2,0.2,0.2727,0.3571,0.2105,0.2,0.2308,0.2308,0.2,0.1538,0.1
0.3333,0.1818,0.2222,0.2222,0.3,1.0,0.2222,0.1111,0.2222,0.3,0.1,0.1111,0.1,0.2,0.1,0.0,0.2222,0.1111,0.0,0.0,0.2222,0.2222,0.1111,0.2667,0.3,0.1111,0.2222,0.4615,0.1765,0.1714,0.2222,0.25,0.2857,0.25,0.24,0.2727,0.24,0.24,0.3333,0.24,0.25,0.25,0.2727,0.3529,0.2857,0.3,0.375,0.2222,0.2222,0.2727,0.0,0.3,0.2222,0.2222,0.2,0.2222,0.0,0.2222,0.3077,0.4167,0.3,0.1111,0.2222,0.0,0.5,0.4,0.2222,0.2222,0.2727,0.2143,0.2632,0.2222,0.1538,0.2308,0.2,0.1538,0.0
0.25,0.2727,0.2222,0.2222,0.3,0.2222,1.0,0.2222,0.3333,0.2,0.0,0.1111,0.1,0.2667,0.2,0.1111,0.2222,0.2222,0.0,0.1111,0.1111,0.2222,0.1111,0.2667,0.2,0.0,0.0,0.1538,0.0882,0.1429,0.1111,0.125,0.1429,0.125,0.16,0.1364,0.12,0.12,0.1667,0.12,0.1667,0.125,0.1818,0.2941,0.1905,0.25,0.25,0.0,0.2222,0.3636,0.0,0.2,0.2222,0.1111,0.2,0.3333,0.2222,0.1111,0.2308,0.1667,0.3,0.0,0.2222,0.1,0.3333,0.3,0.3333,0.2222,0.1818,0.2143,0.1579,0.2222,0.2308,0.2308,0.2,0.2308,0.1111
0.1667,0.1818,0.0,0.2222,0.1,0.1111,0.2222,1.0,0.3333,0.2,0.0,0.0,0.1,0.0667,0.1,0.1111,0.1111,0.0,0.0,0.2222,0.2222,0.1111,0.5556,0.2,0.1,0.0,0.0,0.0769,0.1471,0.1143,0.1111,0.125,0.1429,0.125,0.2,0.1364,0.12,0.08,0.1111,0.08,0.125,0.0833,0.1364,0.1176,0.0952,0.1,0.125,0.1111,0.2222,0.1818,0.0,0.2,0.1111,0.1111,0.0667,0.1111,0.1111,0.1111,0.0769,0.1667,0.1,0.0,0.1111,0.1,0.1667,0.1,0.2222,0.1111,0.2727,0.1429,0.1579,0.2222,0.1538,0.2308,0.2,0.2308,0.1111
0.1667,0.1818,0.2222,0.25,0.3,0.2222,0.3333,0.3333,1.0,0.2,0.0,0.125,0.2,0.2,0.1,0.0,0.25,0.125,0.0,0.0,0.0,0.375,0.125,0.1333,0.2,0.0,0.125,0.1538,0.1176,0.0571,0.0741,0.0833,0.0952,0.0833,0.08,0.0909,0.08,0.08,0.1111,0.08,0.0833,0.0833,0.1364,0.1176,0.0952,0.1,0.125,0.125,0.375,0.3636,0.1111,0.2,0.25,0.1111,0.1333,0.2222,0.125,0.0,0.1538,0.1667,0.2,0.0,0.25,0.2,0.1667,0.2,0.3333,0.2222,0.2727,0.1429,0.1053,0.2222,0.1538,0.1538,0.2,0.1538,0.125
0.3333,0.1818,0.1,0.2,0.2,0.3,0.2,0.2,0.2,1.0,0.1,0.1,0.0,0.1333,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.3,0.2,0.4,0.2,0.2,0.1,0.3077,0.1176,0.1429,0.1481,0.125,0.1429,0.125,0.24,0.1364,0.12,0.12,0.1667,0.12,0.1667,0.125,0.1364,0.2941,0.1905,0.2,0.1875,0.2,0.3,0.1818,0.1,0.3,0.3,0.1,0.1333,0.4,0.0,0.1,0.2308,0.3333,0.2,0.0,0.3,0.0,0.3333,0.2,0.2,0.5,0.4545,0.3571,0.3684,0.4,0.3077,0.4615,0.4,0.3077,0.0
