4th of july,all saints' day,all souls' day,anniversaries,anzac day,april fool's,april fool's day,april fools,arbor day,armistice day,ascension day,bank holiday,bastille day,black friday,boxing day,carnivale,children's day,chinese new year,christmas,christmas eve,christopher,christopher columbus day,cinco de mayo,columbus day,constitution day,day of the dead,democracy day,dia de los muertos,diwali,earth day,easter,easter day,eid al-adha,eid al-fitr,election day,epiphany,fat tuesday,father's day,flag day,fourth of july,good friday,grandparents day,groundhog day,groundhog's day,halloween,hanukkah,holi,inauguration day,independence day,indigenous peoples day,international day for biological diversity,international day for disaster reduction,international day for mine awareness,international day for monuments and sites,international day for the elimination of racial discrimination,international day for the elimination of violence against women,international day for the eradication of poverty,international day of biological diversity,international day of charity,international day of commemoration and dignity of the victims of the crime of genocide,international day of democracy,international day of families,international day of forests,international day of friendship,international day of happiness,international day of human rights,international day of human space flight,international day of non-violence,international day of older persons,international day of peace,international day of persons with disabilities,international day of rural women,international day of solidarity with palestinian people,international day of sport for development and peace,international day of the girl child,international day of the midwife,international day of the world's indigenous peoples,international day of tolerance,international day of zero tolerance for female genital mutilation,international literacy day,international men's day,international volunteer day,international women's day,international youth day,july 4th,juneteenth,kwanzaa,labor day,liberation day,lunar new year,mardi gras,martin luther king day,martin luther king jr. day,martin luther king's day,memorial day,memorial day ,mlk day,mlk.day,mother's day,national day,national day of prayer,new year,new year's,new year's day,new year's eve,parents day,passover,president's day,presidents day,ramadan,reformation day,remembrance day,republic day,resurrection day,rosh hashanah,saint patrick's day,spring break,st patrick's day,st patricks.day,st. partrick's day,st. patrick's day,superbowl,teacher's day,thanksgiving,thanksgiving day,thansgiving day,the chinese new year,the queen's jubilee day,three kings day,valentine's day,valentines day,veteran's day,veterans day,victory day,women's day,world aids day,world cancer day,world diabetes day,world environment day,world food day,world health day,world refugee day,world water day,world wildlife day,yom kippur
0.028292224,-0.07054292,-0.057932414,-0.066446394,0.022048613,0.0057290043,0.017975645,0.0057290043,0.04121833,0.047985088,0.035952892,0.039052464,0.004328201,0.032076944,0.06006635,0.03790088,0.011293006,0.009985458,0.03644983,0.058612898,0.0845721,0.07376594,0.02379887,0.045487538,0.042491063,0.014711263,0.05584551,0.04016798,0.013931656,0.061922263,0.03152319,0.045414645,0.01006697,0.021638494,0.05607525,0.10696115,0.017718913,0.060121745,0.04255534,0.017047111,0.019264126,-0.08277093,0.04021727,-0.010638005,0.079371646,0.047881413,0.056469806,0.07648394,0.03406533,-0.059655003,0.016704958,0.016145987,0.072100356,-0.053731684,0.046019733,-0.008548674,0.050922565,0.012708989,0.067641504,0.028292092,0.037425254,-0.053840306,-0.022386253,0.03567459,0.036770824,0.022861902,0.011346769,0.042514425,-0.060946897,0.05183923,-0.050303016,-0.06574837,-0.03380685,0.06186786,0.07397235,0.05735336,-0.07370393,0.034792587,0.0067871963,0.038675614,0.042069454,0.052812386,0.015700923,-0.0098680565,0.040441625,0.04190545,0.078141645,0.04425508,0.08634643,0.043138787,-0.0009225562,0.07461023,0.06587897,0.06232185,0.05285367,0.05285367,0.059169218,-0.0041608075,0.05460747,0.07634368,0.03761574,0.07286495,0.0025113341,0.038296495,0.051689588,-0.09404668,0.0484324,0.01804241,0.01804241,-0.00046850438,0.041838747,0.05993544,0.06271229,0.06898572,0.02979114,0.059200875,0.04385171,0.0694134,0.060615003,0.042447943,0.0694134,0.027032845,-0.0032542134,0.05689218,0.0384602,0.059935197,0.0030617798,0.020590838,-0.051866967,0.08334818,0.08334818,-0.027906228,-0.027906228,0.057076912,0.041378725,0.022557888,0.034288924,0.014869217,0.029533338,0.0076632667,0.051288366,0.032759827,0.026601782,-0.009946117,0.049830843
0.08040952,0.03661603,-0.02062118,-0.007496489,0.08750922,0.018383756,0.020406159,0.018383756,0.036020108,0.11077126,0.044608112,0.06924276,0.037125062,0.07739667,0.10614855,0.06483635,0.030133793,0.059927966,0.04034317,0.030938175,-0.0272851,0.05325213,0.007575713,0.09172719,0.053214483,0.08049946,0.061310362,-0.00270348,0.038321517,0.0130187925,0.0735958,0.08208221,0.060161326,0.062430207,0.06668036,-0.048028857,0.07884362,0.0710731,0.10899741,0.06859076,0.082277715,0.06546626,0.08672583,0.08295073,0.022521751,0.030562107,0.05531719,0.084665805,0.06591068,0.07701576,-0.0021323438,0.07104794,0.012148387,0.020717248,0.046397295,0.036351655,0.034447923,-0.014245739,0.0025304437,0.050593674,0.053867493,0.04399117,0.079870716,0.017960737,0.05162058,0.0065255966,0.00923506,0.082614824,0.028141951,0.054501362,0.037099134,0.0669958,0.02974906,0.08111601,0.027755832,0.044275627,0.041791465,0.043080077,0.049754404,0.046368603,0.042681403,0.0052977153,0.043935128,0.01784654,0.07550172,0.12909962,0.034669627,0.088028386,0.06822375,0.053196795,0.0566584,0.08649824,0.078794144,0.08216988,0.09385325,0.09385325,0.09459867,0.092724204,0.047424503,0.09283,0.049162235,0.002636112,-0.00088164647,0.016963076,0.0008461418,0.060564626,0.07704331,0.10422234,0.10422234,0.018447436,0.10967958,0.069234036,0.06396998,0.076980144,0.030404238,0.050654143,0.029864514,0.04858287,0.009173407,0.09751158,0.04858287,0.037726164,0.05902976,0.056406535,0.06422616,0.07775454,0.06861321,0.058526576,0.041974783,0.037996456,0.037996456,0.07365708,0.07365708,0.07802596,0.06613735,0.076462395,0.10273709,0.09235053,-0.012167589,0.047936145,0.076467164,0.049736526,-0.0011174497,0.030028438,0.0051976684
-0.033443026,0.042112716,0.046327874,-0.0068854694,0.047702327,-0.053371046,-0.063039765,-0.053371046,-0.0031484435,0.051819,-0.0101293195,0.04545875,-0.038828716,-0.0054698647,0.021363355,0.037116528,0.0103533035,0.011116611,0.046924945,0.05219071,0.018549604,-0.0063472795,-0.014501872,-0.016433327,-0.01153208,-0.0005736185,-0.03035061,-0.016130166,-0.061509132,-0.01565922,0.07185632,0.064665176,-0.05267778,-0.04171964,-0.021544423,-0.0018597947,-0.02519727,0.053867854,-0.00065932784,-0.029943261,-0.0032294886,0.05563534,0.004088407,0.020487417,-5.43128e-06,0.034337573,-0.01990962,0.007729614,-0.020944366,0.017519603,0.03164049,-0.027374655,-0.01098156,-0.029898558,0.013907217,-0.073006585,-0.07956764,0.020556988,-0.06960502,-0.007408177,-0.060429804,-0.03814248,-0.04370181,-0.03480283,-0.072049126,-0.048810363,0.021411292,-0.065777645,-0.009824929,-0.024612995,0.021306803,-0.081346355,-0.0013869772,-0.035316616,-0.022230282,-0.06377194,-0.033623643,-0.024114555,0.012720208,-0.05033814,-0.013344779,-0.029033972,-0.044034384,-0.028185409,-0.042261686,-0.02792755,0.027197916,0.014652036,-0.017918628,-0.00885112,-0.008760162,0.041822214,0.053549238,0.033529006,0.038881116,0.038881116,0.032259475,0.004313899,0.010093079,-0.017913077,0.0019990876,-0.038608156,-0.036755018,-0.034067992,-0.020085888,-0.0024289147,0.011697203,0.008020694,0.008020694,-0.049345195,0.0049771923,0.0030605118,0.0073668477,0.03025202,-0.033552542,0.06861406,0.07270421,0.074131675,0.0054278933,0.06528189,0.074131675,-0.0235473,-0.0035516613,-0.03791047,-0.03314273,0.0028521111,-0.009337917,0.024404934,-0.042017695,0.030442942,0.030442942,0.044823047,0.044823047,-0.03835748,-0.02555883,-0.020972326,0.007886438,-0.014917959,-0.015442483,-0.01745192,0.014165991,-0.018230459,-0.05047618,-0.028180221,-0.018689077
-0.007980091,-0.053806953,-0.03687637,-0.059844118,-0.084894985,-0.029194072,-0.02916694,-0.029194072,-0.103257276,-0.056295637,-0.042915795,-0.051012665,0.0006415582,-0.0661607,-0.03832464,-0.041081008,-0.04259168,-0.01931608,-0.001253088,0.02191324,-0.053424105,-0.078458704,-0.016147526,-0.09264818,-0.06350816,-0.04852565,-0.037038106,-0.047483463,-0.031258054,-0.078831986,-0.01901022,-0.025120199,-0.00080236525,-0.005456149,-0.049606178,0.004175462,-0.03030377,-0.030444838,-0.06785976,0.0030010475,-0.04047886,-0.06383063,-0.07151183,-0.06539903,-0.002602227,0.017285995,0.014972991,-0.06260666,-0.03673109,-0.09522495,-0.06786507,-0.090951875,-0.101153664,-0.10759885,-0.03165842,-0.0552628,-0.021783244,-0.06997431,-0.08517538,-0.09325413,-0.071845375,-0.10937625,-0.09290963,-0.10232696,-0.09154823,-0.09659906,-0.07512647,-0.03507896,-0.105684154,-0.03395268,-0.104273535,-0.09890165,-0.075944796,-0.042506278,-0.105691314,-0.082197726,-0.13663691,-0.06964045,-0.08449818,-0.076130785,-0.10205087,-0.07921379,-0.100156985,-0.08635696,0.008746196,-0.042199995,-0.050000798,-0.06321154,-0.0011249125,-0.050229885,-0.038564086,0.0062883734,0.010513675,0.0062422073,-0.09386325,-0.09386325,-0.030629978,0.040679403,-0.056819256,-0.10557389,-0.08055332,-0.05104045,-0.060541227,-0.06422722,-0.025305245,-0.062396597,0.035258066,-0.10609421,-0.10609421,-0.00089848053,0.037652206,-0.074603915,-0.023559218,-0.07326705,-0.0047995895,-0.024540612,-0.022703862,-0.022701966,0.019503362,-0.04098052,-0.022701966,-0.03708156,-0.05937621,-0.014276964,-0.016339045,-0.026041511,-0.03246994,-0.036620475,-0.008932673,0.0019731831,0.0019731831,-0.08479436,-0.08479436,-0.03342118,-0.065070026,-0.012534083,-0.02704109,-0.02595631,-0.062037263,0.010532837,-0.065609455,0.00012936437,-0.05645503,-0.087784044,0.010702538
0.08884003,0.018288197,0.018045578,0.01792704,0.031961117,-0.020169644,-0.011029698,-0.020169644,-0.02565155,0.01302628,0.010455369,0.05339319,0.055872317,0.0049950844,0.042960603,-0.0013983102,0.020201966,0.0129936235,0.075790025,0.07574075,0.028878195,0.012083598,0.02804586,0.03186358,0.014968027,-0.021063067,0.046104096,0.09480008,0.08044534,-0.031015264,0.041557465,0.028640363,0.035186853,0.042690575,0.021407807,-0.024793277,-0.01997094,-0.050336402,0.02709401,0.09035865,-0.0034463357,0.0091496045,-0.020674383,0.0012859314,0.05072201,0.074461535,-0.0010619507,-0.0022066727,0.050565965,-0.008446302,-0.05071192,-0.09423801,-0.10250365,-0.011819102,-0.0059615183,-0.14036785,-0.0807498,-0.05352184,-0.058122557,-0.0021871335,-0.041192215,-0.041163675,-0.10039985,-0.055340223,-0.053213578,-0.12014445,-0.063073,-0.07024871,-0.019012708,-0.06330937,-0.013323513,-0.13562621,-0.03994537,-0.044055723,-0.10035357,-0.15892148,-0.080964595,-0.05495614,-0.105073996,-0.082367755,-0.13614771,-0.06963576,-0.15847084,-0.03955227,0.083359905,0.057903875,0.043089755,-0.027897105,-0.008111933,-0.011925383,-0.016391926,0.014520031,0.021054305,0.02220062,0.031523313,0.031523313,0.03835961,0.0769765,-0.037284136,0.0073596747,0.0350729,0.019815352,0.023370985,0.021198345,0.015316278,0.024545833,0.0010478038,0.008650765,0.008650765,0.019683266,-0.02157128,0.060520977,0.041532513,0.022835096,0.08117273,0.042268395,-0.03293748,0.03731322,0.02430786,-0.0045524244,0.03731322,-0.067843296,0.01868609,0.03988777,0.057100277,0.0135730505,0.011149443,0.029959306,0.009731595,0.05769775,0.05769775,0.07180444,0.07180444,-0.0187047,-0.14917427,-0.0286402,0.00010542773,0.019565925,-0.038160887,-0.05211453,-0.028496439,0.0019380442,-0.048419956,-0.07009095,0.038984552
-0.0032506802,-0.0062319194,-0.02569085,0.00826343,-0.034641374,0.008492135,0.0056531117,0.008492135,-0.013609636,0.057615973,-0.0515779,-0.030647866,-0.020462051,-0.064655766,0.020641632,-0.1102836,-0.022229109,-0.0021313129,-0.015648821,-0.023019014,0.01856038,-0.03236307,0.06269692,-0.008751655,0.014743541,-0.024673583,0.0017605731,0.0075809765,-0.053276863,-0.010327877,-0.039412808,-0.045337748,0.05440704,0.0042248857,-0.0020700018,-0.044803243,0.0051327143,0.0015660427,0.018816492,0.008219056,-0.05328944,-0.028327,-0.0036205319,0.025295122,-0.06422566,-0.0060081445,-0.06187205,-0.013379235,0.0002779867,-0.0013276056,-0.027212642,-0.022462176,0.02763845,-0.0010049179,-0.005836951,-0.008592097,-0.033077583,-0.04321353,-0.063013285,-0.009379446,-0.014416752,-0.04610965,-0.042528212,-0.0040953625,-0.03423802,-0.016302425,-0.031728562,0.0033597674,-0.040383436,0.03035828,-0.042248584,-0.040686127,0.043729745,0.026398057,-0.03071219,-0.053740993,-0.040941544,-0.011586627,-0.012439211,-0.02010024,-0.008090857,-0.04259968,-0.033855733,-0.0054296735,-0.0072682956,-0.029824797,-0.034121122,-0.0538831,0.0043798336,0.0015280341,-0.021231716,-0.047078714,-0.040442787,-0.04675045,-0.017629137,-0.017629137,-0.046614222,0.022999378,-0.034523685,-0.02030346,0.03170612,-0.012425272,-0.020642877,-0.011650306,-0.018645346,-0.03902728,0.01166155,-0.04326821,-0.04326821,0.07113862,-0.06463573,0.013942973,-0.016681446,-0.050673466,-0.0012045486,-0.053708386,-0.03898026,-0.058269355,-0.068979576,-0.0437957,-0.058269355,-0.05625029,0.015215012,-0.010159654,-0.013718039,-0.030937014,-0.0064834044,-0.02374064,0.0010320551,0.01673275,0.01673275,0.0012011568,0.0012011568,-0.020060215,-0.030357126,-0.047196377,-0.05376576,-0.040242776,-0.031769514,-0.06155609,-0.039751697,-0.0074547036,-0.06609489,-0.040622342,-0.04240821
0.015623172,-0.018825041,0.0030449608,-0.03755232,0.0043552173,0.024984973,0.031171687,0.024984973,0.0076638097,-0.02763049,-0.10970413,-0.047143515,0.024625707,-0.05738925,-0.03357209,-0.0061694984,-0.014460001,0.053642582,-0.055956535,-0.05167178,0.03958077,-0.04628778,0.012195834,-0.057608332,-0.027705187,-0.03817257,0.015965562,-0.05005681,-0.03371069,-0.01754109,-0.027487952,-0.034096025,0.002321236,-0.021759743,0.010848852,-0.053241838,-0.04654268,-0.076132536,-0.044147,0.04108783,-0.09590291,0.0109417625,-0.021794364,-0.0039188615,-0.014877482,-0.06824426,-0.04806413,-0.06046884,-0.008589524,-0.0077655115,0.0075795865,0.0049240836,0.017001469,-0.044362526,0.0279307,0.055978905,0.021574974,0.0034475487,0.0073194415,-0.0019382688,0.030535568,-0.026626624,0.011964668,-0.013972435,-0.024282685,-0.0028311454,-0.042794287,0.02519414,-0.001285567,0.005493017,-0.0009760493,0.0039706924,0.0032171407,0.03387151,-0.027308531,0.0020660951,0.022309868,-0.050020076,0.025325805,0.011083161,-0.025615241,0.02783535,-0.008135284,-0.031308334,0.007773307,-0.008030713,-0.017823033,-0.0018121259,-0.050763693,-0.02398416,-0.008284893,-0.019395221,-0.020041829,0.000897957,-0.057544705,-0.057544705,-0.050652698,-0.012624871,-0.034384534,-0.04419383,-0.07440175,-0.0066770683,-0.00842134,-0.016341232,0.013022944,-0.006761689,-0.04928291,-0.07659446,-0.07659446,0.017342199,-0.010336177,-0.03271354,-0.057719603,-0.06076777,-0.041396573,-0.026282337,0.029929567,-0.02177514,-0.065473914,-0.06346823,-0.02177514,-0.008068636,-0.028460775,0.010748269,-0.0033198232,-0.03083157,0.04452429,-0.02085741,-0.035771064,-0.048220105,-0.048220105,-0.055688646,-0.055688646,-0.029020328,-0.016176116,-0.0006780474,0.0077702617,0.018373841,0.0024292613,-0.015555658,-0.014935243,-0.009326617,0.009003154,0.0132783875,0.010305461
0.038542382,0.036926053,0.0003406041,0.048970684,0.044408057,0.02273249,0.022718571,0.02273249,0.05800532,0.040425774,0.0152971195,0.0026842286,0.05238683,0.0119236205,0.046322465,-0.07515958,0.003262193,0.054480363,-0.010479236,0.029210567,0.023825897,0.10123249,0.01980998,0.07637616,0.06300481,0.05420978,0.031972814,0.036397394,-0.0021733383,0.0016410847,-0.022730686,-0.011677392,-0.048281446,-0.0024826282,0.09191384,0.03037571,-0.014985365,0.06740262,-0.025148183,0.029772753,0.020953814,0.026796447,0.023265714,0.05231544,0.015125942,0.003081755,-0.025346503,0.04133377,0.05896277,0.075806774,-0.01850474,-0.03267738,-0.037812725,0.01698876,-0.030984994,-0.035342824,-0.08205232,-0.02398678,-0.045983564,-0.046421595,-0.016670456,-0.04004173,-0.01147564,-0.004991292,0.0042149615,-0.011381863,0.004526053,0.005404361,-0.042202517,0.009307481,-0.04535484,-0.063138336,-0.007555247,-0.019646885,-0.041443016,-0.08579975,0.003016987,-0.020746058,-0.05054921,-0.03667252,0.106024094,-0.08189217,-0.036353175,-0.04465042,0.020535175,0.026543014,0.006675827,0.038513742,0.007778371,0.05864507,-0.004145724,0.043307036,0.0436015,0.03654724,-9.268858e-06,-9.268858e-06,0.058685336,-0.048183266,-0.029818015,0.012234819,-0.0058928863,0.08574291,0.08039719,0.08702747,0.07080736,0.005735457,-0.064108424,0.05858718,0.05858718,-0.004841744,0.045099813,0.018167865,-0.044971485,0.0028185504,0.018361345,0.059560623,-0.0017323254,0.045628957,-0.018249942,0.03968583,0.045628957,0.016225347,0.010508511,0.020689553,0.038644835,0.00053017243,0.06728543,0.005759321,0.024983754,0.1311255,0.1311255,0.033498053,0.033498053,0.005822009,0.01579863,-0.004194851,0.020847993,0.027855653,0.008562283,0.042862765,0.0064978767,0.02714256,-0.007606882,0.014883355,-0.012056135
0.01027266,0.01688518,0.0018451028,-0.051415376,0.005039421,-0.066218086,-0.066681474,-0.066218086,-0.0033493394,-0.07667782,0.0072484184,-0.019931918,0.004107488,-9.230957e-05,-0.034616183,-0.023760293,-0.0023489024,-0.06656258,-0.033291902,-0.049178053,-0.02246145,-0.050794072,0.01085772,-0.04270442,-0.08995692,0.007856981,-0.055142965,-0.02921943,-0.069401115,-0.025050437,-0.028824467,-0.04865522,-0.06371558,-0.07542846,-0.032103106,-0.04098699,-0.05634838,-0.036157176,-0.056357928,-0.0022205478,-0.0047643646,-0.0071295453,-0.032966465,-0.029850286,0.03841238,-0.04310136,-0.03839807,-0.05912414,-0.028955668,-0.04180233,-0.024232931,-0.0675603,-0.0698907,-0.081680045,-0.015799977,-0.026454227,-0.05214583,-0.025973681,-0.036235865,-0.080231056,-0.055781867,-0.010710963,-0.04654886,-0.01952275,-0.03346133,-0.10211734,-0.032375716,-0.05899715,-0.03619816,-0.034209955,-0.023807166,0.0012003777,0.0036400147,-0.067632124,-0.046172265,-0.06293035,-0.047530435,-0.03886957,-0.009447061,-0.06475194,-0.034991685,-0.057309102,-0.029913325,-0.023739351,-0.010104383,-0.04115102,-0.03660036,-0.051265813,-0.02115916,-0.022943446,-0.042410154,-0.0043046367,-0.013998317,-0.0036393204,-0.042958464,-0.042958464,-0.040023386,0.0104335295,-0.013990546,-0.06260233,-0.029433673,-0.062336564,-0.061669324,-0.06480964,-0.04654179,-0.020475736,-0.09950405,-0.041049063,-0.041049063,-0.0021340635,-0.027756577,-0.028597526,-0.010122046,0.011930764,-0.076645434,-0.04692985,0.0062164324,-0.04662047,0.052181885,0.012355978,-0.04662047,0.0059271078,0.021564322,-0.07951747,-0.07472228,-0.057329703,-0.059246425,-0.017696956,-0.04389187,-0.05848015,-0.05848015,-0.012725273,-0.012725273,-0.033467725,-0.019294254,-0.015596458,-0.04673591,0.01779294,-0.06990498,-0.039135043,-0.019511815,0.019132258,-0.01678418,-0.049139198,-0.098594785
-0.024833268,0.0105262315,-0.051201582,-0.06723303,0.007732838,-0.0044412133,-0.015633961,-0.0044412133,-0.044308156,-0.05088032,0.01546306,-0.013328434,-0.014076102,-0.042934332,-0.02992199,0.058384087,-0.010574215,-0.058584064,-0.10144629,-0.07050842,0.029904572,-0.031506732,-0.072204046,-0.05131643,-0.06613373,0.022383332,-0.046238452,0.0057908203,-0.07533428,-0.014353166,0.04552144,0.027559817,-0.03430224,-0.012911769,-0.03567157,-0.10209597,-0.032657117,-0.06984653,0.01143678,-0.03361343,-0.028049702,-0.06986436,0.011503266,0.01750405,0.040274344,-0.106255084,0.009011108,-0.0005669319,-0.032896973,-0.050720852,-0.042025656,-0.019382197,-0.076042436,-0.057407405,-0.01839855,-0.02901384,0.022869064,-0.053321175,0.020133542,-0.013453094,-0.04697933,-0.02226999,-0.010471474,-0.06722336,-0.070590615,0.013186954,0.016869519,-0.0051819524,-0.04335368,-0.05411708,0.0019887323,-0.017628731,0.028054686,0.028973807,-0.0098639,-0.053810876,-0.032658786,-0.059864335,-0.059542093,-0.06529633,0.021045363,0.002529277,0.013404839,0.0015393626,-0.031524286,-0.013727146,-0.08379491,0.0067416984,-0.0014458767,0.028004164,0.02719484,-0.036546145,-0.036154885,-0.029202614,-0.02250502,-0.02250502,-0.06121833,0.015623883,-0.05436191,-0.05359078,-0.07122548,-0.010572845,-0.025470786,-0.02674733,0.0066548497,-0.06111878,-0.003983224,2.9045972e-05,2.9045972e-05,-0.043606605,-0.036607683,-0.031517394,0.041158963,0.018062174,-0.04418777,0.049983867,0.033133086,0.051498756,0.00914567,0.027259402,0.051498756,-0.0037424692,-0.03615176,-0.071505606,-0.07070164,-0.07357145,-0.04500768,0.03251102,-0.055833835,-0.07794577,-0.07794577,-0.029857729,-0.029857729,-0.059820578,0.015292094,0.0019319291,-0.054388043,-0.0669397,0.013919127,-0.07428133,-0.05533715,-0.00011169364,-0.015254635,-0.03215883,-0.027740177
0.0059611443,-0.015294949,0.017310517,0.013289889,-0.0045062825,-0.010153623,-0.0031628043,-0.010153623,-0.019997483,0.05973737,0.008433732,-0.009377648,0.062349703,-0.02333059,0.0015557804,-0.08139756,0.002811308,-0.034992963,-0.040264938,-0.052915573,0.04804331,-0.014754435,-0.00076095713,-0.02103207,0.017245868,0.039421894,0.01514768,0.052527465,-0.010587701,0.01374499,0.00056122564,0.010302983,0.01982632,0.008059587,0.022375064,0.014023263,0.06278902,0.010308589,0.06072359,0.00055982586,-0.0010677011,0.038082927,0.031850692,0.038752634,-0.031674888,0.015261372,0.04794573,0.041043546,0.055510383,0.015202468,0.021300083,0.03651447,0.018600425,-0.022539528,0.048787005,0.0021263424,0.017537348,0.022152973,0.034408182,0.030766316,0.015806613,0.061055474,-0.01587712,0.053108703,0.08175709,0.037296288,0.053380594,0.02428729,0.040845472,0.05872932,0.03774211,0.023169849,0.07288905,-0.0024991205,0.04697542,0.014369809,0.036745027,0.073910385,0.047641713,-0.029956589,0.014754502,-0.021243932,0.04992979,0.0268837,0.01156938,0.03044649,0.010050227,0.049189135,0.011727679,-0.0018083223,0.08406131,0.03321405,0.0519777,0.029133953,0.0357019,0.0357019,0.039887276,0.025889562,0.022837566,0.04912108,0.05708002,-0.04423859,-0.037667084,-0.026292324,-0.045727618,0.02723808,0.086240865,0.03404609,0.03404609,0.016410777,0.0015326926,0.046487566,0.027410746,0.047259185,0.008731772,0.058102697,0.0031604082,0.042145673,-0.005829266,-0.024208331,0.042145673,0.027647268,0.044184424,-0.049419567,-0.043803878,-0.06590114,-0.018140808,0.08710008,0.011433302,0.0035662248,0.0035662248,0.028721571,0.028721571,0.040653937,0.03442028,0.077362604,0.07860636,0.07942236,0.031727083,0.03762934,0.03964848,0.06929701,0.030806758,-0.0071716853,0.026151953
0.118018426,-0.011570382,0.06856219,0.085581884,0.100805834,0.042019133,0.06015871,0.042019133,0.08437595,0.09983327,0.017805835,-0.015147893,0.045839105,0.05037785,0.058256213,0.036662877,0.0680829,0.021395488,0.03834961,0.06751667,-0.03609268,0.017198136,0.044709075,0.020646162,0.08467068,0.063413866,0.030547377,0.018424038,-0.027761076,0.07065243,-0.035866622,-0.011445013,-0.0050950265,0.022506004,0.011936746,-0.053733155,-0.01992498,0.042260285,0.09848608,0.11477391,0.0584013,0.071987145,0.023380402,0.008135782,0.06665003,-0.0059933495,0.07319307,0.091302775,0.08873087,0.07000433,0.070356265,0.05052583,0.040576357,-0.042558983,0.041068695,0.029417273,0.030966684,0.05563219,0.05260844,0.05163857,0.02502594,0.038252458,0.075339235,0.029997895,0.052510716,0.057929944,0.03616509,0.06315882,0.04685498,0.08590114,0.06699284,0.021760982,0.007636179,0.026110608,0.025655521,0.041783746,0.07209596,0.04214841,0.000980381,0.011249788,0.03494732,0.077731185,0.050610617,0.032309886,0.123331815,0.06738309,0.015617348,0.07866732,0.028445652,0.065018296,-0.014866195,0.01940762,0.0034488572,0.010450972,0.10384949,0.10384949,0.027574029,0.07531787,0.03876003,0.067539446,0.06302424,0.08799086,0.09276328,0.09533654,0.10562468,0.052033678,0.038979217,0.037647173,0.037647173,0.022489708,0.031225005,0.07653062,0.05369308,0.05582551,0.038135838,0.027095653,0.048169114,0.046915084,-0.07997846,0.07493997,0.046915084,0.023855202,0.064686686,0.09664029,0.107321076,0.110635586,0.034759242,0.045768134,0.0093905805,0.0104185,0.0104185,0.08525402,0.08525402,0.06786163,0.06391376,0.08423428,0.12615429,0.08662485,0.074006446,0.096682616,0.07426254,0.07951828,0.08242873,0.08258249,0.053587586
-0.029129278,0.053923145,0.027720759,0.0023011144,0.0025474064,0.026128681,0.0077707376,0.026128681,0.0050715297,-0.023243582,-0.039562155,0.046272583,-0.038617767,0.015468915,-0.0050645634,0.005529652,-0.041311093,0.0063494267,0.045462325,0.027670063,-0.018203542,-0.071570195,-0.011581267,-0.06323811,-0.053417996,-0.0068518254,0.021093331,-7.927612e-05,-0.057479948,-0.030257272,-0.0074509643,-0.03037768,-0.0014457053,-0.02288628,0.023725934,0.011750426,0.008708085,-0.008609703,-0.03198356,-0.01933649,-0.03046744,-0.01590094,-0.07229551,-0.062224668,-0.038111925,0.03854688,-0.08055477,-0.0075859586,-0.046339083,-0.026830364,-0.079499595,-0.0029680012,-0.029245436,0.00031018417,-0.025393931,-0.018246923,-0.052353363,-0.080288425,-0.029790219,0.00059069175,-0.010648972,-0.03288141,-0.028147139,-0.04832275,-0.066306554,-0.103144206,-0.0945517,-0.04807816,-0.011158219,-0.061817545,-0.06929127,-0.04597031,-0.038633745,0.0065192636,-0.101159275,-0.11906594,-0.057182163,-0.034532648,-0.03423888,-0.044770084,-0.059129965,0.0044826805,-0.06676711,-0.060576566,-0.040436674,0.06057201,-0.00091264356,-0.01921425,-0.042397816,-0.041163202,0.022528779,-0.04621476,-0.054307606,-0.046138603,-0.028681004,-0.028681004,-0.054000195,0.11427848,-0.005104497,-0.029898964,-0.018803455,0.04177485,0.038490925,0.0076336525,0.030753275,0.010140248,-0.00087907445,-0.04851099,-0.04851099,0.012023684,-0.022797162,0.008003714,-0.00854664,-0.00087026664,-0.008622435,-0.046140045,0.04160138,-0.054038048,0.014885023,-0.06599965,-0.054038048,0.043526884,-0.011123912,-0.004139312,-0.016233558,-0.021865556,0.0029311185,-0.0053985617,0.006586741,-0.0012419261,-0.0012419261,0.0062905424,0.0062905424,-0.020559153,-0.03629159,-0.0155635895,-0.041619323,-0.060704403,-0.05111291,0.0016713246,-0.0070040254,-0.05089376,-0.060773794,-0.07774502,0.006867344
