abyssinian gladiolus,african daisy (gerbera),african violet,agapanthus,alstroemeria,amaranth,amazon lily,anemone,angel's trumpet,angelonia,anise hyssop,anthurium,apricot blossom,aster,asters,australian sword lily,azalea,baby blue eyes,baby's breath,bachelor's button,balloon flower,balsam,bamboo orchid,bearded iris,begonia,bellflower,bergenia,betony,bitterroot,black-eyed susan,blanket flower,bleeding heart,blue eyed grass,blue false indigo,bluebell,borage,bottlebrush,bougainvillea,butterfly bush,cactus flower,calendula,california poppy,calla lily,calluna (heather),camellia,canna lily,canterbury bells,carnation,catmint,celosia,chelone (turtlehead),china aster,chinese lantern,chrysanthemum,cineraria,clematis,clivia,clover,columbine,coneflower,cornflower,daffodil,dahlia,daisy,echinacea,evening primrose,forget-me-not,four o'clock flower,foxglove,freesia,fuchsia,gardenia,gerbera,gladiolus,globe amaranth,heliotrope,hellebore,hibiscus,hollyhock,hyacinth,hydrangea,iceland poppy,iris,jasmine,lavender,lily,lily of the valley,lily-of-the-nile,lisianthus,love-in-a-mist,magnolia,malva,marigold,money plant,morning glory,narcissus,nasturtium,orchid,painted daisy,pansy,passion flower,peacock orchid,peony,periwinkle,petunia,poppy,portulaca,primrose,queen anne's lace,queen of the meadow,ragged robin,ranunculus,red hot poker,rock cress,rose,rose campion,rudbeckia,salvia,sea holly,sea lavender,sea thrift,shasta daisy,siberian iris,silver dollar eucalyptus,snapdragon,snowdrop,spider flower,starflower,statice,stephanotis,stock,strawflower,strelitzia (bird of paradise),sunflower,sweet pea,sweet william,tansy,tiger lily,tithonia,toadflax,trillium,trumpet vine,tuberose,tulip,turtlehead,verbena,veronica,viola,violet,virginia bluebell,wallflower,water lily,wax begonia,waxflower,wild columbine,windflower,winter jasmine,wisteria,wood sorrel,yarrow,yellow archangel,yellow bell,yellow flag,yellow foxglove,yellow iris,yellow star thistle,yellow toadflax,zantedeschia (calla lily),zinnia
0.06704102,0.019141497,-0.04648882,0.019956741,0.07224334,0.05036056,-0.036825035,0.015926164,-0.02902733,0.08291155,0.0415164,0.037222676,0.06010736,0.021326734,0.021738322,0.042506352,0.016821153,-0.018172694,-0.03017337,-0.014915887,-0.0093322415,0.06444518,0.016501099,0.026213856,0.055825666,0.03045584,0.017233418,-0.033574436,0.05212163,0.019329503,0.02557726,-0.0148838665,0.022704411,0.032498717,0.039404415,0.08861845,0.04760345,-0.013122962,-0.011001932,0.009636261,0.04995717,-0.016975623,0.04830359,-0.042123623,0.052199397,0.025997914,0.04445924,0.037571188,0.010636994,0.051011138,0.071421005,0.03003787,0.015270069,0.07914763,-0.032120854,0.05882464,-0.03881878,-0.032890048,0.018295884,0.020862054,0.06819266,0.06254042,-0.020767936,0.015153949,0.018212521,0.05302174,-0.030913353,0.026092136,0.029075945,0.07222774,0.061347626,0.038668692,-0.0050378735,0.07627155,-0.02307708,0.04227851,0.017722735,0.05439854,0.016799696,0.043517433,0.04089565,-0.0078997025,0.018735794,-0.04799139,-0.030038113,0.0034069156,0.016226325,0.044000663,0.033183996,0.015135373,-0.007852226,0.05502622,0.045936298,-0.001578499,0.040544786,0.048379466,0.036217034,0.0019940517,-0.01522413,0.020190107,0.05043154,0.019036146,0.09395148,0.057786956,0.016119333,-0.011694,0.054649845,0.05929766,-0.0032247833,0.030336907,-0.010228554,0.046705622,0.022301508,-0.058526993,-0.026732678,-0.008545988,0.002055213,0.03863787,-0.053811505,-0.047142673,-0.023542637,0.050958343,0.061575543,-0.016491493,0.023385849,0.022907956,-0.002976345,0.041144125,-0.021469455,0.032000702,-0.037075475,-0.027827865,0.019249246,0.02244279,-0.014808723,-0.0006014218,0.026671318,0.031431932,0.032731894,0.010565634,0.071021795,0.037661646,0.026755882,0.04885112,0.00609031,0.07369291,-8.107173e-05,-0.045302376,-0.045043178,0.041925248,-0.04035793,0.0461494,0.056156456,-0.016224824,-0.014661827,-0.0494311,-0.025933148,0.060701605,-0.03667541,0.048006482,0.018195655,-0.0033712555,-0.018298214,0.03141826,0.041411042,0.05791508,0.0033807813,0.053798355,0.0058286856
-0.031321008,0.035688367,-0.03601597,0.013944799,0.014207237,-0.033060387,-0.009554423,0.00064603536,0.009051451,0.0018711514,0.007699543,-0.047887072,-0.030202532,0.010361356,0.0035559786,0.008465433,-0.017760592,0.006089863,0.053910855,-0.054359455,0.035295334,0.009756461,-0.056093395,0.027932575,-0.008842931,-0.0328381,-0.07080885,-0.012021516,-0.04868452,0.0016302573,0.049716614,0.0033577168,0.042714175,-0.041439828,-0.03619211,-0.031205013,0.0051983623,0.029874634,-0.048296154,0.017408554,-0.040910058,-0.005687381,-0.0035482082,-0.001929028,-0.031170327,0.001732851,0.0018241991,-0.033037722,0.022560807,-0.02890315,-0.0041111032,-0.0558825,0.011461868,-0.034647465,0.034672674,-0.023977177,-0.0019678744,-0.022256386,0.046928734,-0.003185891,0.010527991,-0.018816747,-0.062244207,0.012514947,-0.04122706,-0.025113389,0.037415616,-0.015106133,-0.0073217037,-0.033556074,0.009551177,-0.022478467,0.019767601,-0.007492893,-0.030473754,-0.05323788,0.014154598,-0.02217629,-0.031630073,-0.0058206627,-0.014850789,-0.044210907,0.012326209,0.0047450755,0.063245356,-0.011202187,0.030348593,-0.0144688245,-0.0017210216,-0.04812215,0.0515001,-0.010535903,0.00685929,-0.056010086,-0.0131227765,0.022505686,-0.024105225,-0.046681896,0.05659035,0.038056433,0.035888936,-0.018601041,-0.06006837,0.00044807693,0.042402465,-0.006025057,-0.05723964,-0.038981058,0.006130791,0.0020165497,-0.027498836,-0.018742144,0.021391643,0.029296702,-0.034167312,-0.03540013,-0.026880657,-0.0005932105,0.060074735,0.057577297,0.021858541,-0.008788076,0.01299275,0.019701527,0.013551205,0.015857102,0.033833396,-0.057412375,-0.01997662,-0.044097908,-0.052467357,-0.0029801263,0.02449115,0.01934986,0.0044861184,-0.028460965,0.021825312,0.025182448,-0.07153978,0.0280216,-0.04719744,0.051554188,-0.037192695,-0.025545672,0.020977637,-0.021715512,-0.029488372,-0.048836377,-0.042503595,-0.024206482,0.01591322,0.0011966487,0.02319787,-0.01367298,0.054549705,0.049448453,-0.056145377,0.01569711,0.010512447,0.0075964257,0.02905639,0.022484073,0.041932337,0.029483216,0.025091974,-0.02225337,0.02076288,4.22249e-05,-0.019956687
0.040435694,0.039462358,0.06412589,0.0020131469,-0.004929975,0.0709495,0.06340545,0.0751188,0.0750826,0.050145894,0.0076622767,0.048500996,-0.0076583824,0.044558924,0.091531314,0.0040630107,0.08094503,0.065902255,-0.06558359,-0.063557215,0.038229734,0.032096025,0.07489725,0.043747876,0.021849563,-0.0138389645,0.08322027,0.01373698,0.058135252,0.0709983,0.00868251,0.07600947,0.0040848013,0.056965686,-0.007875937,-0.00046575966,0.10338054,-0.06766755,0.063610874,-0.011851479,0.060216427,0.06620286,0.061014004,0.024101011,0.07574657,0.055734117,-0.048675157,0.007032765,0.07642228,0.042198166,0.078484714,0.06526748,0.056231532,-0.013781785,0.042037044,0.05185176,0.030967569,0.018245948,0.052360795,0.052925363,0.03397436,0.027688237,0.058012214,-0.00718658,-0.007531142,0.077799805,0.03526045,0.0240753,0.013436418,0.07662187,-0.03574583,0.04789835,0.021262592,0.038612388,-0.024355093,0.076597676,-0.0009749652,0.04621273,0.064693905,0.039348356,0.054135926,0.061377775,0.052298672,0.022090558,0.036289245,0.07307358,0.02151857,0.020494726,0.046989646,0.03278113,-0.003306993,0.02527863,0.06354083,-0.020962449,0.065603785,0.053351983,0.053830534,0.08427221,0.046671808,-0.015024316,0.022182819,0.07527449,0.0110088065,0.037563805,0.013495366,0.07563364,0.0128363995,0.06679202,0.054556727,0.061007764,0.041000787,0.05234446,-0.017144807,0.0750766,0.058133744,0.022201646,0.031923592,0.063567095,0.06359106,0.056316484,0.028968232,-0.029099625,0.054857902,0.015471839,-0.010267293,0.04499304,0.040822,0.076974735,0.036693435,0.024066955,-0.03185006,0.026458923,0.05530613,0.053215366,-0.004350538,0.012861234,0.039486278,0.046549708,0.004334101,0.057658322,-0.04524377,0.037520032,0.016913837,-0.03747189,0.02250794,0.04916626,-0.054699566,0.05408852,0.06333053,-0.03361406,-0.013968157,0.039173234,0.07068375,-0.007251357,0.038925454,0.0401457,0.029638544,0.04145941,0.023253158,0.07379314,0.047567137,-0.0004927835,0.0027362767,-0.0023855278,0.04777609,0.0236595,0.040269576,0.052255392,-0.03446046
-0.00010751358,0.0015160696,0.036692366,0.052036002,-0.0057047503,0.025027424,0.034435194,0.07133816,-0.06870179,0.023605984,0.06678324,0.035743844,-0.022338012,0.06023822,0.052363932,-0.0006465649,0.077658065,0.025586886,0.05105695,0.0062584756,0.045756955,0.003378216,-0.01650866,0.05947658,0.0939355,-0.019893633,0.06619283,0.021441067,0.023388064,0.029761275,0.041177392,0.0073607857,0.044561606,-0.048069954,0.042098004,0.04103605,0.008910772,0.048558548,0.034026377,0.011574143,0.020281307,-0.05147056,0.06595284,0.066798955,0.068768956,0.067398585,-0.048111424,-0.011905764,0.07590217,0.070709266,0.002574351,0.008200202,-0.008482585,0.051359203,0.035430532,0.026338127,-0.018687109,0.032397844,-0.0183014,0.025177056,-0.046755116,0.005612933,0.05121973,0.030529287,-0.026486248,-0.039956663,0.02598343,0.04660209,0.03175546,0.008520556,0.0072498466,0.061545156,0.048905365,0.0069056223,0.02067922,0.004267822,0.052672233,0.028269475,0.034813292,0.037817053,0.03272866,-0.025660155,0.07252919,0.051907048,-0.017300498,0.050545413,-0.014783999,0.05625115,0.0045404355,0.025342094,-0.037407175,-0.024524968,0.046396542,0.07947648,-0.010961625,-0.00048400927,0.03305692,0.02311824,-0.044266384,0.027284924,0.03679233,-0.018780382,-0.012839349,-0.019888954,0.034255538,-0.035126816,-0.019690668,0.0031913884,0.0054758377,-0.03695359,-0.014924823,-0.021009237,-0.055039562,0.004050904,0.06361541,0.025617516,0.035399843,0.035724178,-0.003968322,-0.033989463,-0.024299204,0.047206532,0.0614667,-0.02133116,-0.0056070876,0.058936212,0.0028200243,0.00863313,0.018746749,0.015645942,-0.017176047,0.07295118,-0.043411445,0.03051721,-0.04843454,0.015187033,0.08000001,-0.013373509,-0.01591503,0.04027131,0.016294513,0.0038755357,0.039772406,-0.013592278,0.060919296,-0.019582361,0.005593208,0.04823663,0.074073665,-0.031474676,-0.027826834,0.04683887,0.05281449,0.019525614,-0.014903242,0.071855836,0.05652584,0.06765346,0.05296075,0.037924886,-0.005544024,-0.002857222,-0.016215997,0.011771494,0.0547188,-0.049818937,0.016967028,0.049762312,0.08081938
0.008259466,0.01036124,-0.021709654,0.05493258,0.014271351,-0.036122203,-0.0590117,0.03732106,-0.0014494187,-0.013540982,0.010604339,-0.05752814,0.009931152,-0.014856606,-0.005639753,-0.06371851,-0.0019165823,0.022739584,0.0033356075,-0.00934714,-0.045415524,0.045366257,0.051900994,0.051711176,-0.058825243,-0.06371092,-0.049179982,-0.06797291,-0.10085167,-0.03743524,-0.011814553,0.02424061,0.0034053281,0.01392512,-0.055184294,-0.056712344,0.021946007,-0.055126984,-0.074145995,0.05311005,-0.05655774,-0.05517592,-0.0417874,0.044847187,-0.0027584909,-0.069989815,0.04897525,-0.018887723,-0.02486818,0.004298824,0.018540353,-0.030589867,0.048082165,-0.057063777,0.01787143,0.0027989654,0.060217906,0.014351897,-0.05755511,-0.05176807,-0.04704075,0.04701894,0.015491482,-0.037172932,-0.019415176,0.046968054,-0.04211909,0.0385761,-0.032353744,-0.07352412,-0.0729477,0.00053431495,-0.012406835,-0.05224683,-0.06352756,-0.097205035,0.03240711,0.06502009,-0.035696205,-0.034365557,0.026451215,0.008711613,0.027438747,-0.055691037,-0.021864729,-0.06405381,-0.048265304,-0.020969251,-0.041751903,-0.0060663493,0.03558019,-0.04528991,-0.03057698,0.049684484,0.0658841,0.059710387,-0.040852305,0.041604012,-0.013968301,-0.011321007,0.018224292,0.07209171,-0.01931025,-0.029762484,-0.023075137,-0.05164374,-0.06822619,0.02095868,0.04955342,0.06183504,0.0087177055,-0.05193057,0.048180204,0.018359372,0.017378217,0.033671748,0.026689686,-0.06366134,0.02083736,0.03920008,0.07724184,-0.055003352,0.071126655,0.04000927,0.024639038,-0.023587717,-0.018829277,-0.0013617701,-0.008877922,0.037995122,-0.015390363,-0.02717661,0.033289507,0.076004855,0.030740501,-0.021530142,-0.044933066,-0.0338531,0.007555527,-0.06589482,0.020491688,-0.031783853,0.007484571,-0.023160787,-0.021079136,-0.10010774,-0.02204557,-0.03174637,-0.043498643,-0.035135712,-0.04023425,-0.012506143,0.012118538,-0.062149573,-0.057867795,-0.048639163,-0.04971302,-0.029690346,-0.011432542,-0.03941388,0.073329054,0.064151764,0.07391797,0.036239523,0.07026179,-0.032821707,0.01202835,-0.028268158,-0.03778546
0.037607294,0.003150086,-0.008930304,0.005225941,0.061074466,0.03333287,0.045867782,-0.044808544,0.053504307,-0.011558338,0.01009066,0.036164176,0.03818536,-0.055642586,-0.031081662,-0.027886137,-0.010428656,0.05015599,0.026960092,0.06194236,0.012542633,-0.009642532,0.05038122,-0.033097424,0.03365365,0.0024301065,0.048544765,0.03156097,0.03536985,-0.03857253,0.032862045,-0.069020204,0.08491257,-0.0148035,0.005131858,-0.015968956,-0.01946812,0.05575747,0.026904967,-0.0072183423,-0.008909917,0.0023829637,-0.037792105,-0.010521138,0.03273531,0.00024526985,0.016658597,-0.0008155175,0.06798736,0.0042313538,-0.011245171,-0.06820921,-0.08057185,0.0004510436,0.052536484,0.02176348,0.058451217,0.015340884,-0.007969673,0.03675163,-0.047514394,-0.015426167,-0.061535932,0.0022730841,0.066160366,0.034573365,0.029046537,-0.011909252,-5.0272094e-05,0.066639006,-0.046399906,0.04544941,-0.051575,0.006345529,-0.010703628,0.03407281,0.006511038,0.05116445,0.029046707,0.017545652,0.04754657,0.07095034,0.008516932,0.025222214,-0.0014268698,0.01305366,0.00038101268,0.06592988,0.091710225,-0.010018655,-0.011467492,-0.028645488,-0.045153867,0.040599063,0.042726077,0.005991757,-0.013903176,-0.05671816,-0.012111883,0.04594744,0.072592564,0.0028816028,0.030763948,-0.06035189,0.012087938,0.019684758,0.022776242,0.06227396,-0.049630843,-0.05224962,-0.03415259,-0.038149763,-0.04142104,0.014398319,-0.039949503,-0.008839883,0.036521647,0.033916257,0.054219235,0.0006490669,-0.037977275,0.004292616,0.0028930437,-0.019443432,-0.064516954,-0.035596915,-0.024600923,0.049085066,0.024076952,-0.0028753716,0.075103864,0.005554397,-0.04445343,0.00895452,0.049347665,0.0539498,-0.03296564,0.056117125,0.04919274,0.08330404,-0.0056611598,0.06411353,0.05459169,-0.010792513,0.04143688,0.015546926,0.052288346,0.025357816,-0.060903866,-0.051736675,0.08134122,0.0701846,0.010420611,-0.008449183,0.024131363,0.04027604,-0.015744124,0.002995704,-0.0056226472,0.027496789,-0.032630842,-0.06710151,-0.06513082,-0.039682902,-0.049666576,-0.019003203,-0.001648308,-0.035943378,0.023976073
-0.06609072,-0.014637341,0.04401497,-0.04457606,-0.09230376,0.010040483,-0.061873138,0.038529452,-0.0070165675,0.008566781,-0.007844442,-0.0724861,-0.055498008,-0.03160035,0.015959421,0.0138994735,0.0062804087,-0.008177905,-0.020296,-0.008751949,-0.013571513,0.0015564673,0.03403765,-0.054858036,-0.059836484,-0.06256306,-0.04403733,0.0027812126,-0.008810547,-0.01775013,-0.05843799,-0.040430687,-0.023535669,-0.0053944685,0.0027543139,-0.06754335,0.017975,-0.008916791,-0.03532444,-0.03645349,-0.04607895,-0.06784441,-0.03217062,0.017068105,-0.018760541,-0.05357307,-0.016463619,-0.074818596,-0.03642685,-0.022066856,-0.043243095,0.015702361,-0.026307259,-0.066620566,0.03989926,0.0015161952,-0.0048655644,0.014064746,-0.029791156,0.0010018843,-0.028177312,-0.044845555,-0.0356582,-0.07357958,0.020807723,-0.053433094,0.0014300485,0.021232253,-0.048747156,-0.0035337228,-0.014604687,-0.07603219,-0.052451417,-0.039652165,-0.03128453,-0.014080579,-0.03915614,-0.00065376866,-0.02381379,-0.022620939,-0.05716778,0.059873037,-0.07425418,-0.047227643,-0.043326642,-0.06309483,-0.06454967,-0.006419096,-0.0767003,-0.019446716,-0.035272475,-0.076576374,-0.032807566,-0.06968955,-0.0029814336,0.01940961,-0.0069060097,0.030329797,-0.034528214,-0.023107547,-0.04205988,0.051658724,-0.06254163,-0.054340255,-0.007169569,-0.011731638,-0.026580842,-0.05309072,0.03617691,0.050863516,-0.05947336,-0.033413988,-0.013225781,0.047905326,-0.014314302,-0.00557757,0.05550512,0.03912875,-0.037444774,-0.003648104,0.0030985489,-0.06811013,-0.05300468,-0.050359275,0.052311312,-0.011018236,-0.027367238,-0.003771322,0.031963345,-0.0016030852,0.0098185735,-0.020365141,-0.018669209,-0.03075327,-0.023149092,0.025037032,0.026512254,-0.03517325,0.006805368,0.03428078,-0.05257836,0.05936281,0.028745303,-0.068027385,0.033309866,-0.014776846,-0.06422157,0.035209015,-0.009823783,-0.0052502844,-0.021157952,-0.042131934,0.02459017,-0.06530907,-0.029019343,-0.018656522,-0.037597686,-0.03072317,-0.021700507,-0.020961586,-0.02806774,-0.019284379,-0.0688623,-0.054841783,-0.06807257,0.0023386537,-0.019581223,-0.036107473,-0.040894806
0.022530124,0.049450498,-0.0049610296,-0.03445936,-0.028086755,-0.030992037,0.019582758,-0.054482542,0.007249663,-0.058343593,-0.04710457,-0.069900505,0.03938004,-0.0146343205,0.0038836284,0.059078928,-0.0373664,0.043126058,-0.053661924,0.082114756,0.0066216374,-0.046415668,0.013696435,-0.039263,-0.026211116,-0.008749801,-0.05422016,-0.0612104,-0.05622462,0.002879023,0.022576349,-0.057514,0.02481171,-0.05198704,-0.07348541,-0.074392505,0.0022271278,0.028610596,0.008015923,0.031709872,-0.040705487,-0.044123814,-0.0047893515,-0.019726869,-0.0648383,0.02504687,-0.05222425,-0.010891253,-0.0069902507,0.010848557,-0.015318965,-0.03281995,0.0054279068,-0.05137606,-0.06523287,0.043135766,-0.049617577,0.046736516,0.016452005,-0.029426888,0.049224447,0.0095096845,-0.011143856,-0.049387448,-0.021172708,-0.041829057,-0.055562817,0.06955872,0.005928125,-0.085819475,-0.042342965,-0.085630424,0.060845926,-0.038485326,0.03323867,-0.05572323,-0.051654853,0.0033984669,-0.046827402,-0.040080283,-0.014697365,-0.0012690151,-0.06872327,-0.04093201,-0.022663584,0.022647277,0.04232317,-0.056968063,-0.043125756,-0.0047061876,-0.06018588,-0.052983537,-0.078689866,-0.018176813,0.037817426,0.044551574,-0.002233991,-0.007253963,0.02192261,-0.047437515,-0.024712726,0.0027268245,-0.024399513,-0.050346658,-0.012004902,0.011435801,0.05310783,-0.060460653,-0.042641576,0.021768061,0.036396023,0.014452698,-0.046593748,0.05089348,-0.061016154,-0.06393292,-0.019950926,0.0042896643,0.021112137,0.002762094,0.010004927,-0.044039696,-0.063538685,0.0029498641,-0.033203166,-0.0019166024,0.026225286,-0.006101092,-0.04875517,0.0070806514,0.07265133,-0.06198908,0.015979731,-0.008529858,-0.029801417,-0.05628079,-0.07853149,0.047324114,-0.055875782,-0.06379528,-0.061395146,0.029763866,-0.050214447,-0.031158624,-0.01648926,-0.04206397,-0.061364636,-0.057028558,-0.05844968,-0.067629956,0.038293097,0.06320626,0.064720705,-0.037994172,0.012405416,-0.045077484,-0.041531626,0.0012351412,-0.017745,-0.019038618,0.019180905,0.019771388,0.05897786,0.04991782,-0.010023607,0.035393506,0.032242894,-0.0019266075,0.012411573
0.03124312,0.019520598,-0.020374514,-0.04787502,-0.027877655,0.05067621,-0.010242515,0.03454543,-0.054747377,-0.033748876,0.026284147,-0.049060125,-0.025950616,-0.045393508,-0.070478685,0.034892455,0.01320688,-0.043241404,-0.037914827,0.0013090142,-0.006636707,-0.035162963,-0.010956001,-0.041225243,-0.0070438394,0.05053482,-0.045653734,-0.06604988,0.013914932,-0.04957695,0.0040310514,0.012255353,0.013739971,-0.04219621,0.012000916,-0.017071843,-0.02911672,-0.013137115,-0.0014243565,-0.008128196,0.05420025,-0.028591024,-0.033108853,0.032168932,0.076950684,-0.021539733,-0.01585659,-0.0074458197,-0.019839017,0.03474238,0.014292637,-0.074336514,-0.03692341,-0.051075257,0.00030447982,-0.05803973,0.0295118,-0.020978425,-0.019107085,0.003282615,-0.033800386,-0.056698054,-0.05979665,0.013594944,0.005346975,0.009424844,-0.058620233,-0.0063163717,-0.014785751,0.032692287,0.04791903,0.03795755,0.005979021,0.021503903,0.003828728,0.026976932,0.07309737,0.014517624,-0.0526148,-0.024244886,-0.01774181,-0.07063355,-0.062202238,0.039309457,0.027175361,0.006138234,0.0012602294,0.013198495,-0.020600338,-0.00820951,0.01200604,0.03216808,-0.012535376,0.0014426231,-0.031133283,-0.012388977,0.0009343627,-0.01025126,-0.04669767,-0.032761887,-0.010629022,0.016603936,0.008996141,0.041350488,-0.04479004,-0.039356038,0.032352813,-0.048735008,0.042900853,0.063025445,-0.035105817,-0.007754069,0.013723202,0.023821121,0.035068214,0.032201238,-0.025701609,0.06519366,-0.030359069,0.0068825614,0.052095793,0.0137650445,-0.06319957,-0.02089222,-0.03515903,-0.036579344,-0.011527639,0.08176098,-0.049093056,-0.004395438,-0.0027568252,-0.028418554,0.024317741,-0.03338195,0.018466786,0.027105294,-0.015067772,-0.002285335,-0.010463904,-0.040750008,-0.0536922,-0.023829442,0.06441435,-0.08248649,0.0839904,0.049021687,0.009379031,-0.0025791712,0.013990007,0.003448775,-0.0060279123,0.0081645325,-0.059725508,0.030986875,-0.012748097,-0.015388331,0.048611406,0.0005406125,0.012922054,0.0052515813,0.017142532,0.008359937,0.029397229,-0.035613332,-0.062262494,-0.016847568,-0.047983382,-0.011559239,-0.0031955221
0.06981215,0.056208618,0.04884965,0.05742902,0.041263185,0.009852921,-0.07102704,0.075573705,0.051973358,0.0024298648,-0.0367307,0.073371336,0.006824406,-0.017444024,0.040236965,0.0065513183,-0.0698036,0.03367937,0.07355382,-0.04518806,-0.009735378,0.06554178,-0.006490818,-4.3730517e-05,0.0146421855,0.056834362,0.08237214,-0.00036877987,0.059404273,-0.017537497,0.0090249125,0.07863574,0.0522061,0.055424396,-0.059287913,0.032950472,0.08183894,0.046769768,0.052592766,0.018553335,0.052527197,-0.044447493,-0.054642137,-0.05926887,-0.0028229286,-0.04852897,-0.034963645,-0.013814571,0.026170349,0.056776084,-0.012175997,-0.020854045,0.00344231,0.029240692,0.02785664,0.029395832,0.081847414,0.036241133,0.01595069,-0.015350216,0.023436997,0.066569,-0.066771306,-0.009378598,0.06442365,0.058193732,0.044884827,-0.00736936,0.06637628,0.030538343,0.08039758,-0.011936024,0.041659113,0.05350111,0.014495875,0.09983488,0.07205016,0.0076834634,0.028275304,-0.033435293,0.05643084,-0.02967995,-0.037525978,-0.043761365,0.061190806,-0.05485724,-0.012729125,0.009606271,0.0016611078,0.016063772,-0.010836065,0.075859204,0.00048768838,-0.09021874,0.06832651,0.073256366,0.089701824,-0.013055819,0.0018806091,0.0068339114,-0.02307887,-0.009487245,0.022749994,0.057158317,-0.00967377,-0.010615928,0.048850268,0.0148617085,0.015475172,0.0256897,0.0543152,0.041589096,0.0687682,0.026034491,0.020544358,0.059009492,0.011905826,0.03810799,0.0018809402,0.043187637,-0.03707416,-0.043273322,0.0038734141,-0.025727052,0.011748181,0.020182401,0.0088751465,0.06756399,0.0411528,0.021814905,-0.06298417,0.04735084,-0.032619573,0.059467744,0.03900518,-0.07760679,-0.02759484,0.037547525,0.067906864,0.037486866,-0.037548393,0.054665387,0.11277324,0.05405328,0.004609563,0.0095503265,-0.043174446,-0.012621585,-0.039457034,-0.057433028,0.044401318,-0.009922024,0.031991914,0.06421153,0.042402115,0.022403516,-0.066196844,-0.0012148158,-0.014791649,0.011763259,0.0112947235,0.009346978,0.030685503,0.059579898,0.00904464,0.020766439,0.04154917,-0.044485524,0.0075443713
