Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
5c1942e200849900010afdcd,laptop,0.0001,6.499714706167367
5c1942e200849900010afdcd,smartphone,0.27881907026598307,5.867337828362073
5c1942e200849900010afdcd,tablet,0.5472677074298189,6.954257950746393
5c1942e200849900010afdcd,smart tv,0.3378998536805611,4.000997730357794
5c4a428161c51f0001e96b3f,smart tv,0.0001,4.000997730357794
5c4a428161c51f0001e96b3f,smart tv,1.0,4.000997730357794
5c4a428161c51f0001e96b3f,smart tv,1.0,4.000997730357794
5c4a428161c51f0001e96b3f,smart tv,1.0,4.000997730357794
5c4a428161c51f0001e96b3f,headphones,0.3253729086919728,5.992512869854342
5c4a428161c51f0001e96b3f,headphones,1.0,5.992512869854342
5c4a428161c51f0001e96b3f,laptop,0.3151221550086478,6.499714706167367
5c4a428161c51f0001e96b3f,tablet,0.1994935147764837,6.954257950746393
5c4a428161c51f0001e96b3f,smartwatch,0.3843674820832166,4.194014546374698
5c4a428161c51f0001e96b3f,3d printer,0.1561960055037671,4.577652619865689
5c4a428161c51f0001e96b3f,drone,0.34130737487292895,6.325427399844945
5c4a428161c51f0001e96b3f,smart tv,0.1916766938500548,4.000997730357794
5c4a428161c51f0001e96b3f,laptop,0.2091941809695036,6.499714706167367
5c4a428161c51f0001e96b3f,smart tv,0.2091941809695036,4.000997730357794
5d3cc9010e510a00013df6f6,digital pen,0.0001,4.11149774880803
5d3cc9010e510a00013df6f6,tablet,0.12320543551072605,6.954257950746393
5d3cc9010e510a00013df6f6,tablet,1.0,6.954257950746393
5d3cc9010e510a00013df6f6,laptop,0.1994935147764837,6.499714706167367
5d3cc9010e510a00013df6f6,digital pen,0.2343371831349168,4.11149774880803
5d3cc9010e510a00013df6f6,headphones,0.11527120789560286,5.992512869854342
5d3cc9010e510a00013df6f6,projector,0.17997489889735407,6.537010933512441
5e7fefe06c12706d47e35211,laptop,0.0001,6.499714706167367
5e7fefe06c12706d47e35211,tablet,0.1994935147764837,6.954257950746393
5e7fefe06c12706d47e35211,3d printer,0.1364355345089321,4.577652619865689
5e7fefe06c12706d47e35211,drone,0.34130737487292895,6.325427399844945
5e7fefe06c12706d47e35211,digital pen,0.28112137816849825,4.11149774880803
5e7fefe06c12706d47e35211,gps device,0.22054630179738577,4.505556938663822
5e7fefe06c12706d47e35211,smartwatch,0.23074624845092817,4.194014546374698
5e8a76b3939b3072dc76fb5c,laptop,0.0001,6.499714706167367
5e8a76b3939b3072dc76fb5c,headphones,0.3151221550086478,5.992512869854342
5e8a76b3939b3072dc76fb5c,headphones,1.0,5.992512869854342
5e8a76b3939b3072dc76fb5c,tablet,0.24267939734860655,6.954257950746393
5ed9311e1a69d449577bb8cf,headphones,0.0001,5.992512869854342
5ed9311e1a69d449577bb8cf,tablet,0.24267939734860655,6.954257950746393
5ed9311e1a69d449577bb8cf,projector,0.20541000083318794,6.537010933512441
5ed9311e1a69d449577bb8cf,tablet,0.20541000083318794,6.954257950746393
5ed9311e1a69d449577bb8cf,laptop,0.1994935147764837,6.499714706167367
5ed9311e1a69d449577bb8cf,smart tv,0.2091941809695036,4.000997730357794
5ed9311e1a69d449577bb8cf,laptop,0.2091941809695036,6.499714706167367
5ed9311e1a69d449577bb8cf,digital pen,0.2343371831349168,4.11149774880803
5ed9311e1a69d449577bb8cf,digital pen,1.0,4.11149774880803
5ed9311e1a69d449577bb8cf,smartwatch,0.1772425307623201,4.194014546374698
5ed9311e1a69d449577bb8cf,smart tv,0.3682903902927057,4.000997730357794
5ed9311e1a69d449577bb8cf,smart tv,1.0,4.000997730357794
5f6c102b6ec04317fc9a8127,headphones,0.0001,5.992512869854342
5f6c102b6ec04317fc9a8127,tablet,0.24267939734860655,6.954257950746393
5f6c102b6ec04317fc9a8127,laptop,0.1994935147764837,6.499714706167367
5f6c102b6ec04317fc9a8127,3d printer,0.2338390072380736,4.577652619865689
5f6c102b6ec04317fc9a8127,3d printer,1.0,4.577652619865689
5f6c102b6ec04317fc9a8127,headphones,0.18240790237151172,5.992512869854342
5fc6df58f380620a09116434,tablet,0.0001,6.954257950746393
5fc6df58f380620a09116434,headphones,0.24267939734860655,5.992512869854342
5fc6df58f380620a09116434,smart tv,0.3253729086919728,4.000997730357794
60da4f9aa1ced7efeecca18a,tablet,0.0001,6.954257950746393
60da4f9aa1ced7efeecca18a,laptop,0.1994935147764837,6.499714706167367
60da4f9aa1ced7efeecca18a,headphones,0.3151221550086478,5.992512869854342
60da4f9aa1ced7efeecca18a,smart tv,0.3253729086919728,4.000997730357794
60da4f9aa1ced7efeecca18a,digital pen,0.17398234128131895,4.11149774880803
60da4f9aa1ced7efeecca18a,drone,0.28112137816849825,6.325427399844945
60da4f9aa1ced7efeecca18a,headphones,0.1942490992682453,5.992512869854342
60da4f9aa1ced7efeecca18a,laptop,0.3151221550086478,6.499714706167367
60fcf1a04c245326d05076e0,smart tv,0.0001,4.000997730357794
61035836646fb6ee2152f950,smart tv,0.0001,4.000997730357794
61035836646fb6ee2152f950,projector,0.13600557431714122,6.537010933512441
61035836646fb6ee2152f950,smart tv,0.13600557431714122,4.000997730357794
61035836646fb6ee2152f950,tablet,0.3378998536805611,6.954257950746393
61035836646fb6ee2152f950,projector,0.20541000083318794,6.537010933512441
61035836646fb6ee2152f950,laptop,0.23799699363164217,6.499714706167367
61035836646fb6ee2152f950,tablet,0.1994935147764837,6.954257950746393
61035836646fb6ee2152f950,e-reader,0.170887534327554,4.538573733806856
612e6569f68929afb886fb5c,smartphone,0.0001,5.867337828362073
612e6569f68929afb886fb5c,tablet,0.5472677074298189,6.954257950746393
612e6569f68929afb886fb5c,e-reader,0.170887534327554,4.538573733806856
612e6569f68929afb886fb5c,smartwatch,0.12489558542655288,4.194014546374698
612e6569f68929afb886fb5c,laptop,0.24670983334637542,6.499714706167367
612e6569f68929afb886fb5c,laptop,1.0,6.499714706167367
612e6569f68929afb886fb5c,laptop,1.0,6.499714706167367
612e6569f68929afb886fb5c,usb microphone,0.26747822494230666,3.3246939138617746
612e6569f68929afb886fb5c,3d printer,0.2806589102466468,4.577652619865689
612e6569f68929afb886fb5c,digital camera,0.19956548550668862,5.73060787707085
612e6569f68929afb886fb5c,smart tv,0.12461320891049421,4.000997730357794
612e6569f68929afb886fb5c,3d printer,0.19261227887367482,4.577652619865689
612e6569f68929afb886fb5c,tablet,0.1364355345089321,6.954257950746393
612e6569f68929afb886fb5c,projector,0.20541000083318794,6.537010933512441
612e6569f68929afb886fb5c,headphones,0.17997489889735407,5.992512869854342
612e6569f68929afb886fb5c,headphones,1.0,5.992512869854342
65512e3cc12f463bc327b7c3,laptop,0.0001,6.499714706167367
65512e3cc12f463bc327b7c3,smartwatch,0.24670983334637542,4.194014546374698
65512e3cc12f463bc327b7c3,digital pen,0.1772425307623201,4.11149774880803
65512e3cc12f463bc327b7c3,headphones,0.11527120789560286,5.992512869854342
65778c02cde55736bb830eca,headphones,0.0001,5.992512869854342
65778c02cde55736bb830eca,headphones,1.0,5.992512869854342
65778c02cde55736bb830eca,smart tv,0.3253729086919728,4.000997730357794
6595e3b4dc9090390e4edb5f,laptop,0.0001,6.499714706167367
6595e3b4dc9090390e4edb5f,headphones,0.3151221550086478,5.992512869854342
6595e3b4dc9090390e4edb5f,tablet,0.24267939734860655,6.954257950746393
6595e3b4dc9090390e4edb5f,smartwatch,0.3843674820832166,4.194014546374698
6595e3b4dc9090390e4edb5f,3d printer,0.1561960055037671,4.577652619865689
6595e3b4dc9090390e4edb5f,dashcam,0.2409177088221306,3.1550322287909704
6595e3b4dc9090390e4edb5f,drone,0.29113896255416316,6.325427399844945
6595e3b4dc9090390e4edb5f,usb microphone,0.2537933313175367,3.3246939138617746
65c10fdabd93bdc59f95835b,tablet,0.0001,6.954257950746393
65c10fdabd93bdc59f95835b,smartwatch,0.3843674820832166,4.194014546374698
65c10fdabd93bdc59f95835b,smart tv,0.3682903902927057,4.000997730357794
65c10fdabd93bdc59f95835b,drone,0.1916766938500548,6.325427399844945
65c10fdabd93bdc59f95835b,gps device,0.1854972222084783,4.505556938663822
65c18079d4f634d2c8a0728c,headphones,0.0001,5.992512869854342
65cb586172a8853f26cc8eec,laptop,0.0001,6.499714706167367
65cb586172a8853f26cc8eec,smart tv,0.2091941809695036,4.000997730357794
65cb586172a8853f26cc8eec,headphones,0.3253729086919728,5.992512869854342
65cb586172a8853f26cc8eec,smartphone,0.3053838828173565,5.867337828362073
65cb586172a8853f26cc8eec,smart tv,0.44397457314355937,4.000997730357794
65cb586172a8853f26cc8eec,tablet,0.3378998536805611,6.954257950746393
65cbcaaab9e2fae86452af73,laptop,0.0001,6.499714706167367
65cbcaaab9e2fae86452af73,headphones,0.3151221550086478,5.992512869854342
65cbcaaab9e2fae86452af73,smart tv,0.3253729086919728,4.000997730357794
65cc2139907d390e13480a97,laptop,0.0001,6.499714706167367
65cc2139907d390e13480a97,tablet,0.1994935147764837,6.954257950746393
65cc2139907d390e13480a97,smart tv,0.3378998536805611,4.000997730357794
65cc2139907d390e13480a97,projector,0.13600557431714122,6.537010933512441
65cc2139907d390e13480a97,smart tv,0.13600557431714122,4.000997730357794
65cc2139907d390e13480a97,headphones,0.3253729086919728,5.992512869854342
65cc2139907d390e13480a97,digital pen,0.11527120789560286,4.11149774880803
65d26dcd13d9c8026aa92c4a,headphones,0.0001,5.992512869854342
65d26dcd13d9c8026aa92c4a,headphones,1.0,5.992512869854342
65d26dcd13d9c8026aa92c4a,smart tv,0.3253729086919728,4.000997730357794
65d26dcd13d9c8026aa92c4a,smart tv,1.0,4.000997730357794
65d26dcd13d9c8026aa92c4a,smart tv,1.0,4.000997730357794
65d26dcd13d9c8026aa92c4a,smartwatch,0.3682903902927057,4.194014546374698
65d26dcd13d9c8026aa92c4a,laptop,0.24670983334637542,6.499714706167367
65d26dcd13d9c8026aa92c4a,tablet,0.1994935147764837,6.954257950746393
65d26dcd13d9c8026aa92c4a,smart tv,0.3378998536805611,4.000997730357794
65d26dcd13d9c8026aa92c4a,smart tv,1.0,4.000997730357794
65d6af2397543519d98f2498,3d printer,0.0001,4.577652619865689
65d6af2397543519d98f2498,smart tv,0.19261227887367482,4.000997730357794
65e63b7fc845c96c2c2520bc,smartphone,0.0001,5.867337828362073
65e63b7fc845c96c2c2520bc,laptop,0.27881907026598307,6.499714706167367
65e63b7fc845c96c2c2520bc,tablet,0.1994935147764837,6.954257950746393
65e63b7fc845c96c2c2520bc,smart tv,0.3378998536805611,4.000997730357794
65e63b7fc845c96c2c2520bc,smart tv,1.0,4.000997730357794
65e63b7fc845c96c2c2520bc,headphones,0.3253729086919728,5.992512869854342
65e63b7fc845c96c2c2520bc,headphones,1.0,5.992512869854342
65e63b7fc845c96c2c2520bc,smart tv,0.3253729086919728,4.000997730357794
65e63b7fc845c96c2c2520bc,projector,0.13600557431714122,6.537010933512441
65e63b7fc845c96c2c2520bc,smart tv,0.13600557431714122,4.000997730357794
65e63b7fc845c96c2c2520bc,tablet,0.3378998536805611,6.954257950746393
65e63b7fc845c96c2c2520bc,projector,0.20541000083318794,6.537010933512441
65eeceee847314e8232923c9,headphones,0.0001,5.992512869854342
65eeceee847314e8232923c9,electric bike,0.24498675131781633,3.6952189189051503
65eeceee847314e8232923c9,usb microphone,0.1909098448955624,3.3246939138617746
65ef726771fe85fd222416d1,laptop,0.0001,6.499714706167367
65ef726771fe85fd222416d1,headphones,0.3151221550086478,5.992512869854342
65ef726771fe85fd222416d1,projector,0.17997489889735407,6.537010933512441
65f1ec7ae5a09035345db62e,laptop,0.0001,6.499714706167367
65f1ec7ae5a09035345db62e,tablet,0.1994935147764837,6.954257950746393
65f1ec7ae5a09035345db62e,headphones,0.24267939734860655,5.992512869854342
65f1ec7ae5a09035345db62e,smart tv,0.3253729086919728,4.000997730357794
65f1ec7ae5a09035345db62e,smart tv,1.0,4.000997730357794
65f1ec7ae5a09035345db62e,smart tv,1.0,4.000997730357794
65f1ec7ae5a09035345db62e,tablet,0.3378998536805611,6.954257950746393
65f1ec7ae5a09035345db62e,laptop,0.1994935147764837,6.499714706167367
65f36565fe88b95d6806e496,laptop,0.0001,6.499714706167367
65f36565fe88b95d6806e496,smartwatch,0.24670983334637542,4.194014546374698
65f36565fe88b95d6806e496,smart tv,0.3682903902927057,4.000997730357794
65f36565fe88b95d6806e496,projector,0.13600557431714122,6.537010933512441
65f36565fe88b95d6806e496,laptop,0.23799699363164217,6.499714706167367
65f3d5016e5acb0fd67df6ee,laptop,0.0001,6.499714706167367
65f3d5016e5acb0fd67df6ee,smart tv,0.2091941809695036,4.000997730357794
65f3d5016e5acb0fd67df6ee,tablet,0.3378998536805611,6.954257950746393
65f3d5016e5acb0fd67df6ee,gps device,0.3077271531999064,4.505556938663822
