SID,entry,timepoint
5c1942e200849900010afdcd,table,0.0
5c1942e200849900010afdcd,desk,0.0
5c1942e200849900010afdcd,armoire,1.5
5c1942e200849900010afdcd,sofa,4.3
5c1942e200849900010afdcd,hutch,1.0
5c1942e200849900010afdcd,chair,0.0
5c1942e200849900010afdcd,stool,1.6
5c1942e200849900010afdcd,bar stool,1.1
5c1942e200849900010afdcd,hammock,22.8
5c1942e200849900010afdcd,tv cabinet,5.4
5c4a428161c51f0001e96b3f,chest,0.0
5c4a428161c51f0001e96b3f,bed,0.0
5c4a428161c51f0001e96b3f,loveseat,1.2
5c4a428161c51f0001e96b3f,coffee table,0.0
5c4a428161c51f0001e96b3f,vanity,2.2
5c4a428161c51f0001e96b3f,table,1.5
5c4a428161c51f0001e96b3f,coffee table,0.0
5c4a428161c51f0001e96b3f,table,0.0
5c4a428161c51f0001e96b3f,chair,4.3
5c4a428161c51f0001e96b3f,high chair,2.7
5c4a428161c51f0001e96b3f,lounge chair,0.0
5c4a428161c51f0001e96b3f,wood chair,0.0
5c4a428161c51f0001e96b3f,barrel chair,2.7
5c4a428161c51f0001e96b3f,bunk bed,17.9
5e8a76b3939b3072dc76fb5c,chest,0.0
5e8a76b3939b3072dc76fb5c,chair,0.0
5e8a76b3939b3072dc76fb5c,sofa,0.0
5e8a76b3939b3072dc76fb5c,tv cabinet,1.1
5e8a76b3939b3072dc76fb5c,desk,0.0
5e8a76b3939b3072dc76fb5c,table,0.0
5e8a76b3939b3072dc76fb5c,server,10.5
6595e3b4dc9090390e4edb5f,bed,0.0
6595e3b4dc9090390e4edb5f,sofa,1.3
6595e3b4dc9090390e4edb5f,loveseat,0.0
6595e3b4dc9090390e4edb5f,armchair,0.0
6595e3b4dc9090390e4edb5f,ottoman,2.5
6595e3b4dc9090390e4edb5f,coffee table,0.0
6595e3b4dc9090390e4edb5f,dining table,0.0
6595e3b4dc9090390e4edb5f,server,1.3
6595e3b4dc9090390e4edb5f,desk,4.9
6595e3b4dc9090390e4edb5f,side table,0.0
6595e3b4dc9090390e4edb5f,vanity,1.7
6595e3b4dc9090390e4edb5f,pub table,2.5
6595e3b4dc9090390e4edb5f,wardrobe,16.3
6595e3b4dc9090390e4edb5f,bookshelf,0.0
6595e3b4dc9090390e4edb5f,headboard,12.0
6595e3b4dc9090390e4edb5f,shoe rack,14.6
6595e3b4dc9090390e4edb5f,footstool,3.2
6595e3b4dc9090390e4edb5f,bench,2.2
6595e3b4dc9090390e4edb5f,pub table,8.5
6595e3b4dc9090390e4edb5f,bar stool,0.0
65512e3cc12f463bc327b7c3,hutch,0.0
65512e3cc12f463bc327b7c3,chair,3.6
65512e3cc12f463bc327b7c3,table,2.5
65512e3cc12f463bc327b7c3,rocking chair,3.2
65512e3cc12f463bc327b7c3,futon,2.9
65512e3cc12f463bc327b7c3,dresser,2.4
65512e3cc12f463bc327b7c3,bed,2.5
65512e3cc12f463bc327b7c3,table,2.8
65512e3cc12f463bc327b7c3,ottoman,12.5
65512e3cc12f463bc327b7c3,chair,4.6
65512e3cc12f463bc327b7c3,nightstand,6.4
65512e3cc12f463bc327b7c3,recliner,5.7
65512e3cc12f463bc327b7c3,wardrobe,6.8
65512e3cc12f463bc327b7c3,bed,5.60000000000001
65512e3cc12f463bc327b7c3,folding chair,15.1
65512e3cc12f463bc327b7c3,bunk bed,4.59999999999999
5fc6df58f380620a09116434,desk,0.0
5fc6df58f380620a09116434,chair,0.0
5fc6df58f380620a09116434,bed,0.0
5fc6df58f380620a09116434,table,0.0
5fc6df58f380620a09116434,tv cabinet,0.0
5fc6df58f380620a09116434,dresser,0.0
5fc6df58f380620a09116434,dresser,0.0
5fc6df58f380620a09116434,bookshelf,0.0
5fc6df58f380620a09116434,bookshelf,0.0
5fc6df58f380620a09116434,nightstand,0.0
5fc6df58f380620a09116434,ottoman,0.0
5fc6df58f380620a09116434,hutch,0.0
5fc6df58f380620a09116434,loveseat,0.0
5fc6df58f380620a09116434,bar stool,3.6
5fc6df58f380620a09116434,recliner,2.0
5fc6df58f380620a09116434,chair,0.0
5fc6df58f380620a09116434,sofa,0.0
5fc6df58f380620a09116434,side table,5.9
5fc6df58f380620a09116434,bench,6.40000000000001
5fc6df58f380620a09116434,dining table,0.0
5fc6df58f380620a09116434,pub table,4.0
5fc6df58f380620a09116434,shoe rack,7.7
65778c02cde55736bb830eca,office chair,0.0
65778c02cde55736bb830eca,bar stool,1.9
65778c02cde55736bb830eca,dining table,1.9
65778c02cde55736bb830eca,coffee table,1.5
65778c02cde55736bb830eca,dresser,4.1
65778c02cde55736bb830eca,bookcase,3.9
65778c02cde55736bb830eca,dining chair,4.2
65778c02cde55736bb830eca,pub table,0.0
65778c02cde55736bb830eca,recliner,5.4
65778c02cde55736bb830eca,sofa,4.7
65778c02cde55736bb830eca,counter stool,8.8
65778c02cde55736bb830eca,nightstand,2.2
65778c02cde55736bb830eca,tray table,5.0
5f6c102b6ec04317fc9a8127,chair,0.0
5f6c102b6ec04317fc9a8127,table,0.0
5f6c102b6ec04317fc9a8127,desk,0.0
5f6c102b6ec04317fc9a8127,server,2.9
5f6c102b6ec04317fc9a8127,bed,2.6
5f6c102b6ec04317fc9a8127,stool,0.9
5f6c102b6ec04317fc9a8127,desk,1.4
5f6c102b6ec04317fc9a8127,chest,1.7
5f6c102b6ec04317fc9a8127,nightstand,1.9
5f6c102b6ec04317fc9a8127,recliner,2.0
5f6c102b6ec04317fc9a8127,bar stool,10.5
5f6c102b6ec04317fc9a8127,loveseat,12.6
5f6c102b6ec04317fc9a8127,bench,27.5
5f6c102b6ec04317fc9a8127,display cabinet,13.8
5f6c102b6ec04317fc9a8127,coffee table,8.39999999999999
5e7fefe06c12706d47e35211,sofa,0.0
5e7fefe06c12706d47e35211,hutch,0.0
5e7fefe06c12706d47e35211,loveseat,1.6
5e7fefe06c12706d47e35211,waiting room chair,0.0
5e7fefe06c12706d47e35211,desk,0.799999999999997
5e7fefe06c12706d47e35211,office chair,2.0
5e7fefe06c12706d47e35211,server,1.3
5e7fefe06c12706d47e35211,storage cabinet,1.1
5e7fefe06c12706d47e35211,ottoman coffee table,0.0
5e7fefe06c12706d47e35211,chest,3.3
5e7fefe06c12706d47e35211,shoe cabinet,6.80000000000001
60fcf1a04c245326d05076e0,bed,0.0
60fcf1a04c245326d05076e0,nightstand,0.0
60fcf1a04c245326d05076e0,desk,0.0
60fcf1a04c245326d05076e0,dresser,0.0
60fcf1a04c245326d05076e0,hutch,0.0
60fcf1a04c245326d05076e0,loveseat,4.5
60fcf1a04c245326d05076e0,sofa table,6.9
60fcf1a04c245326d05076e0,end table,0.0
