Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
simdrop,9.6,3.536476589299958,forage_dynamic,4.944710331691086,2.7107375109320873,5.148335943216256,0.9268526279070086,,
