Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
simdrop,5.071428571428571,1.6241167144145818,forage_dynamic,4.953874660706245,2.184917221665121,2.815030676573785,0.9260021973825178,,
