Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
simdrop,2.9310344827586206,1.9106062313372507,forage_dynamic,5.465800457278375,0.7431510210825281,1.550398252788111,0.7847605407822805,,
