SID,entry,timepoint
5e8a76b3939b3072dc76fb5c,laptop,7.9
5e8a76b3939b3072dc76fb5c,headphones,11.9
5e8a76b3939b3072dc76fb5c,smartphone,34.7
5e8a76b3939b3072dc76fb5c,headphones,35.1
6595e3b4dc9090390e4edb5f,laptop,9.0
6595e3b4dc9090390e4edb5f,headphones,16.8
6595e3b4dc9090390e4edb5f,tablet,38.1
6595e3b4dc9090390e4edb5f,smartwatch,41.0
6595e3b4dc9090390e4edb5f,fitness tracker,41.8
6595e3b4dc9090390e4edb5f,3d printer,57.7
6595e3b4dc9090390e4edb5f,drone,82.6
6595e3b4dc9090390e4edb5f,usb microphone,96.2
65778c02cde55736bb830eca,headphones,50.6
65778c02cde55736bb830eca,wireless headphones,52.2
65778c02cde55736bb830eca,smart home hub,64.1
65778c02cde55736bb830eca,drone camera,75.3
65778c02cde55736bb830eca,power bank,104.7
60da4f9aa1ced7efeecca18a,tablet,3.0
60da4f9aa1ced7efeecca18a,laptop,4.3
60da4f9aa1ced7efeecca18a,smartwatch,15.9
60da4f9aa1ced7efeecca18a,digital camera,29.1
60da4f9aa1ced7efeecca18a,drone,62.2
60da4f9aa1ced7efeecca18a,laptop,90.5
5f6c102b6ec04317fc9a8127,headphones,1.9
5f6c102b6ec04317fc9a8127,tablet,7.4
5f6c102b6ec04317fc9a8127,wireless earbuds,22.3
5f6c102b6ec04317fc9a8127,laptop,31.3
5f6c102b6ec04317fc9a8127,3d printer,33.6
5f6c102b6ec04317fc9a8127,3d printer,34.5
5f6c102b6ec04317fc9a8127,gaming console,38.2
5f6c102b6ec04317fc9a8127,headphones,69.6
5c4a428161c51f0001e96b3f,smartphone,2.5
5c4a428161c51f0001e96b3f,smartwatch,3.3
5c4a428161c51f0001e96b3f,smart scale,4.9
5c4a428161c51f0001e96b3f,smart thermostat,6.1
5c4a428161c51f0001e96b3f,headphones,11.5
5c4a428161c51f0001e96b3f,headphones,13.6
5c4a428161c51f0001e96b3f,laptop,17.4
5c4a428161c51f0001e96b3f,tablet,18.3
5c4a428161c51f0001e96b3f,smartwatch,39.5
5c4a428161c51f0001e96b3f,3d printer,43.2
5c4a428161c51f0001e96b3f,drone,46.9
5c4a428161c51f0001e96b3f,laptop,84.8
5c4a428161c51f0001e96b3f,electric toothbrush,112.5
5c4a428161c51f0001e96b3f,electric scooter,114.5
5e7fefe06c12706d47e35211,laptop,5.2
5e7fefe06c12706d47e35211,tablet,24.8
5e7fefe06c12706d47e35211,3d printer,41.9
5e7fefe06c12706d47e35211,drone,71.2
5e7fefe06c12706d47e35211,smartwatch,86.5
5e7fefe06c12706d47e35211,wireless earbuds,96.5
60fcf1a04c245326d05076e0,smart tv,39.1
5d3cc9010e510a00013df6f6,tablet,36.8
5d3cc9010e510a00013df6f6,laptop,41.9
5d3cc9010e510a00013df6f6,digital camera,59.4
5d3cc9010e510a00013df6f6,headphones,71.8
5ed9311e1a69d449577bb8cf,midi controller,14.5
5ed9311e1a69d449577bb8cf,headphones,28.4
5ed9311e1a69d449577bb8cf,tablet,41.7
5ed9311e1a69d449577bb8cf,laptop,44.8
5ed9311e1a69d449577bb8cf,electric scooter,76.7
5ed9311e1a69d449577bb8cf,smartwatch,104.6
5ed9311e1a69d449577bb8cf,smart plug,113.0
5c1942e200849900010afdcd,laptop,2.2
5c1942e200849900010afdcd,smartphone,6.0
5c1942e200849900010afdcd,tablet,11.4
5c1942e200849900010afdcd,smart lock,32.4
61035836646fb6ee2152f950,smart scale,15.0
61035836646fb6ee2152f950,smart plug,25.8
61035836646fb6ee2152f950,tablet,36.2
61035836646fb6ee2152f950,laptop,72.7
61035836646fb6ee2152f950,tablet,76.8
61035836646fb6ee2152f950,e-reader,78.8
5fc6df58f380620a09116434,tablet,4.1
5fc6df58f380620a09116434,headphones,41.7
5fc6df58f380620a09116434,smart glasses,73.1
65512e3cc12f463bc327b7c3,laptop,10.9
65512e3cc12f463bc327b7c3,wireless mouse,13.8
65512e3cc12f463bc327b7c3,smartwatch,31.2
65512e3cc12f463bc327b7c3,wireless headphones,60.1
